year,ton_DET art_NOUN,ton_DET rare_ADJ
1866,9.098696462928046e-08,4.379051787850585e-09
1867,5.7263173758315133e-08,1.358787216076962e-08
1868,8.051994437874299e-08,9.87974813071446e-10
1869,8.79033474898705e-08,4.395167341186834e-09
1870,6.020750875634917e-08,4.013834153937523e-09
1871,8.39073006630997e-08,8.496941816815706e-09
1872,5.442605210959073e-08,9.675742873582749e-09
1873,5.3275439504396616e-08,2.3944017879529156e-09
1874,7.16953081347782e-08,5.974609251779839e-09
1875,8.58229067257632e-08,6.293679799540541e-09
1876,1.1245587683283986e-07,7.859819461941697e-09
1877,1.0514187565036082e-07,1.4225077116236662e-08
1878,7.126124373924014e-08,2.4156354694326865e-09
1879,4.948553522510224e-08,4.27652757650776e-09
1880,1.2835692508872398e-07,1.3477476912271413e-08
1881,9.064260009239433e-08,1.045876096839038e-08
1882,9.583754589925775e-08,2.6621540527571597e-09
1883,1.1311616826548132e-07,6.951272890631799e-09
1884,6.535679908381553e-08,6.601696966868076e-09
1885,4.705314010644557e-08,7.7347630522695e-09
1886,1.2132512189344524e-07,3.872078213618124e-09
1887,8.487602265461192e-08,6.528924623161458e-10
1888,6.530833296380933e-08,3.1703073499755874e-09
1889,8.771191151168978e-08,2.5060546970934183e-09
1890,6.816561853861813e-08,1.9663159989136147e-09
1891,8.605197043820567e-08,7.0116419337296065e-09
1892,7.271474666836752e-08,0.0
1893,7.328515805316016e-08,8.621783287310336e-09
1894,5.230277633216929e-08,3.150769645188234e-09
1895,5.356566989966893e-08,1.2037228991346183e-09
1896,7.72510810875815e-08,2.948514543632541e-09
1897,7.8660629565519e-08,1.1653427112179315e-09
1898,6.959776321924238e-08,0.0
1899,5.306475436839264e-08,5.527578395003729e-09
1900,8.980521659651686e-08,1.038210628578895e-09
1901,5.924063112283662e-08,2.235495566438317e-09
1902,6.874397462386383e-08,4.910283846193408e-10
1903,8.100330184390714e-08,1.0800440541913758e-09
1904,5.643356626450213e-08,1.6123875568041512e-09
1905,7.844354055208669e-08,2.580379465655369e-09
1906,6.73888178037707e-08,4.629765903985117e-09
1907,6.737124813582795e-08,3.0857059130084963e-09
1908,1.0019233775970804e-07,2.4556945366072114e-09
1909,7.811396462997777e-08,2.2003934230241384e-09
1910,9.138497814031865e-08,2.137660271017694e-09
1911,7.395320145153761e-08,5.320374141248863e-10
1912,5.886645970676341e-08,6.251305251225858e-09
1913,1.0712039216764779e-07,6.893886794756554e-09
1914,6.964613341597925e-08,2.678697486047099e-09
1915,5.536958258556268e-08,0.0
1916,4.614734194774428e-08,0.0
1917,7.676497215669542e-08,5.483212106582869e-09
1918,1.0452602516863863e-07,2.2972752589112133e-09
1919,1.3903850493157677e-07,1.8415696745321952e-09
1920,9.541011802838284e-08,7.572231730534895e-09
1921,1.453967461984007e-07,7.572747762196741e-09
1922,8.263287981646883e-08,3.6889677978990676e-09
1923,1.6879356934396128e-07,1.3800733000834953e-08
1924,1.4180786578332771e-07,0.0
1925,8.908524251616257e-08,1.0998177923937646e-09
1926,1.3598288861604857e-07,3.343841648018042e-09
1927,1.0257287130777115e-07,2.2298449753321847e-09
1928,8.912312088327212e-08,1.1426041224282812e-09
1929,9.246536936124983e-08,3.342121912552898e-09
1930,8.402882478719675e-08,9.453243521306831e-09
1931,6.615106951102234e-08,1.1405356659111021e-09
1932,8.548438534816682e-08,5.4797681947604815e-09
1933,4.5882648125328274e-08,3.4411986593596566e-09
1934,5.391711255242626e-08,1.1981580172459871e-09
1935,5.864459051707627e-08,0.0
1936,6.668592744674129e-08,0.0
1937,8.561960496145105e-08,3.777335333410292e-09
1938,9.464606520737107e-08,0.0
1939,4.129393804674919e-08,0.0
1940,4.05725257834888e-08,2.5357829169792012e-09
1941,8.854507882460894e-08,5.9030051957620344e-09
1942,9.102635112334667e-08,3.034211770724937e-09
1943,9.000029432826295e-08,8.709705845433291e-09
1944,8.03296504869877e-08,0.0
1945,9.367567210816219e-08,0.0
1946,7.517396394263187e-08,1.3921104269343232e-09
1947,5.1259744004994445e-08,0.0
1948,7.50160236151487e-08,1.0871887834440486e-09
1949,5.595694796411976e-08,9.817008317369869e-10
1950,1.1698897939282915e-07,0.0
1951,6.716683209617713e-08,3.1984206394497505e-09
1952,6.748674286072287e-08,3.1634410646574906e-09
1953,6.14108174312733e-08,0.0
1954,7.818029157391493e-08,2.9317608341017376e-09
1955,4.5050918551226005e-08,0.0
1956,8.023449904470681e-08,8.72114158667614e-10
1957,7.156380599226964e-08,2.6505113659425206e-09
1958,7.85863135122078e-08,2.4816730892496253e-09
1959,5.8130607105688625e-08,2.325224457422337e-09
1960,7.543708435697738e-08,3.460416619915918e-09
1961,7.642975075050629e-08,1.3896318540318475e-09
1962,7.800606605101734e-08,2.5367825617905737e-09
1963,8.341208612705486e-08,4.526237162849611e-09
1964,6.50984610661709e-08,6.083968329129164e-10
1965,9.411914803081345e-08,1.6416130677043839e-09
1966,6.646889727512928e-08,3.8773522170743036e-09
1967,9.416940738304902e-08,4.930335584241163e-10
1968,1.1003968580780565e-07,3.1439910674890825e-09
1969,7.720988026704845e-08,3.1792304344691047e-09
1970,6.944074648629339e-08,4.1388523719376735e-09
1971,8.68389200547881e-08,2.0553589941130213e-09
1972,7.643918831234942e-08,3.5911027485013847e-09
1973,6.781240990960669e-08,5.513203782392395e-10
1974,5.45680457486597e-08,5.625571675160757e-10
1975,5.140332115516344e-08,5.711480177694739e-10
1976,5.942067782260807e-08,1.0284348483935446e-08
1977,5.289103621741731e-08,2.3507127355770763e-09
1978,6.534650753842186e-08,1.7821774056514528e-09
1979,4.857137991809424e-08,1.1703946700691858e-09
1980,5.969408412020982e-08,1.7055452605774235e-09
1981,6.452060508088664e-08,2.5302198114474095e-09
1982,7.200702611953602e-08,2.483000915987077e-09
1983,6.189009904566944e-08,1.2630632095778083e-09
1984,6.610869629497529e-08,1.1598016991243298e-09
1985,6.196024626703434e-08,4.812446441349039e-09
1986,4.8555334031252784e-08,1.7983456945813714e-09
1987,3.972031037413615e-08,1.2221633705067347e-09
1988,6.536243479793313e-08,1.798966087207532e-09
1989,6.585746525900049e-08,4.939309850016116e-09
1990,5.612110332009479e-08,3.2691906959314565e-09
1991,7.971592363986701e-08,7.6199047072123e-09
1992,5.509944034365333e-08,2.7549720282848966e-09
1993,4.92989451483794e-08,1.661762283333701e-09
1994,4.747434001473039e-08,6.857404422078162e-09
1995,7.211859487377126e-08,2.1689803286761844e-09
1996,6.832757737385009e-08,5.338092190498855e-10
1997,5.8497714561234204e-08,2.3974471297094624e-09
1998,6.723062084823539e-08,2.3840645013706308e-09
1999,4.4787970221449314e-08,2.7421207526856506e-09
2000,6.008522879241696e-08,2.2090156370779823e-09
2001,8.324302136486494e-08,8.762423564512289e-10
2002,8.543381557757357e-08,1.3143663935011318e-09
2003,5.792023016759629e-08,2.5001538617175356e-09
2004,7.840528359892573e-08,8.809582507929292e-10
2005,7.025849280140051e-08,1.8014998381943315e-09
2006,7.535738788533308e-08,4.529678854225949e-09
2007,7.230007925684845e-08,2.3966877371606188e-09
2008,7.833689097402896e-08,2.554463751636149e-09
2009,7.533744095233885e-08,2.860915504498962e-09
2010,7.274641022902983e-08,3.3066551718974324e-09
2011,6.730190538206671e-08,1.1471915639660324e-09
2012,9.804247835809576e-08,3.063827413996023e-09
2013,1.0738131361875958e-07,1.6734750252211938e-09
2014,1.2343037236739463e-07,1.0827225782605865e-09
2015,1.241282230335372e-07,1.329945265027277e-09
2016,1.4872221498762883e-07,2.899876117012923e-09
2017,9.30776167251679e-08,1.509366853724714e-09
2018,1.1771488384049178e-07,2.5814667070633845e-10
2019,1.410696228720809e-07,2.2958890344426663e-09
