year,bon_ADJ enseignement_NOUN,bon_ADJ renseignement_NOUN
1986,2.937297871596911e-08,3.5966913891627428e-09
1987,4.644220724658865e-08,4.277571630240118e-09
1988,4.137622156008547e-08,2.398621523624911e-09
1989,3.7868044366895504e-08,8.780995486290522e-09
1990,3.7595690116631886e-08,2.724325431913144e-09
1991,4.044411083814481e-08,7.6199047072123e-09
1992,5.014049264673304e-08,6.060938417817852e-09
1993,4.4867579873653085e-08,5.539207315052863e-09
1994,3.481451565923166e-08,7.384897138251745e-09
1995,3.633041956163652e-08,8.133675954979935e-09
1996,3.73666457775812e-08,4.270473752399084e-09
1997,3.6920688728514506e-08,2.3974471297094624e-09
1998,5.435667205233585e-08,4.291316191284977e-09
1999,5.164327437912064e-08,7.312321859131998e-09
2000,4.3296706997431045e-08,3.97622823555821e-09
2001,4.2497753399706184e-08,2.190605918883648e-09
2002,3.4611648658255945e-08,1.752488598683044e-09
2003,4.583615265119079e-08,5.8336921959778465e-09
2004,5.7702767009004674e-08,2.2023955992267474e-09
2005,3.828187189469645e-08,4.954124666056714e-09
2006,4.612036724749302e-08,3.294311934354255e-09
2007,5.23276817432361e-08,6.391167151065247e-09
2008,3.23565433058004e-08,5.108927503272298e-09
2009,3.9575997590191037e-08,3.337734755248789e-09
2010,4.2041758518962524e-08,3.3066551718974324e-09
2011,3.8622115283715175e-08,6.118355155848576e-09
2012,3.063827591631707e-08,1.327658516458996e-08
2013,3.43062392382798e-08,1.0877587719448911e-08
2014,3.4647122018616194e-08,1.3642305063399363e-08
2015,2.748553402931453e-08,7.093041265449074e-09
2016,3.3348573680314075e-08,7.2496901815100045e-09
2017,3.421231298261773e-08,8.049956257139002e-09
2018,3.614053412093199e-08,8.002547069452248e-09
2019,3.290774119868445e-08,6.632568272380013e-09
