year,on_PRON entre_VERB,on_PRON rentre_VERB
1968,1.4269227506247262e-06,3.0317056598505587e-07
1969,1.3470854014485667e-06,2.529759015601485e-07
1970,1.2113041805150715e-06,2.823617251124233e-07
1971,1.4074070122660487e-06,3.324543271787661e-07
1972,1.3594889196610893e-06,3.0165263353865157e-07
1973,1.4576910416508326e-06,3.037775329062242e-07
1974,1.2471892318899336e-06,2.773406819756019e-07
1975,1.2725177498396079e-06,2.775779321950722e-07
1976,1.398671400920648e-06,3.216715569465123e-07
1977,1.2905412631880608e-06,2.9325141071012695e-07
1978,1.4601974100969528e-06,3.09504812889827e-07
1979,1.3523910808999062e-06,2.908430758452596e-07
1980,1.5412443872264703e-06,3.6782923729106187e-07
1981,1.4770157861221378e-06,3.6561675642587943e-07
1982,1.4786270412514568e-06,3.8051990003395986e-07
1983,1.4613640928473615e-06,3.801820227522512e-07
1984,1.4468526501332235e-06,3.8331446461370433e-07
1985,1.4804288639425067e-06,3.663474785753351e-07
1986,1.5315910957269807e-06,4.184150839137146e-07
1987,1.6004229053123709e-06,3.428168184882452e-07
1988,1.5351177466982335e-06,3.633911518363675e-07
1989,1.604178123670863e-06,3.6660655666764796e-07
1990,1.5937304169710842e-06,4.091937029215842e-07
1991,1.7220985171206848e-06,3.5403250819854293e-07
1992,1.732877478843875e-06,3.76329182927293e-07
1993,1.7315562388375838e-06,5.029600487205244e-07
1994,1.7074936806693586e-06,4.0775181275876093e-07
1995,1.7091565212012938e-06,4.343383039895343e-07
1996,1.7359475918965472e-06,3.720650383343127e-07
1997,1.7443826436647214e-06,3.9797623685444705e-07
1998,1.7942470549314748e-06,4.400983115715462e-07
1999,1.779636363608006e-06,4.2320063187162305e-07
2000,1.7217068375430244e-06,4.431285702821697e-07
2001,1.7424079601369158e-06,4.2497755003978455e-07
2002,1.706047612515249e-06,4.3111220549008067e-07
2003,1.7296897567575797e-06,4.454440514223279e-07
2004,1.7566308088134974e-06,4.871699132991125e-07
2005,1.7681720692053204e-06,4.7559595373058983e-07
2006,1.8176365870203881e-06,5.534443943133738e-07
2007,1.848245631208556e-06,6.083592296590723e-07
2008,2.017600650106033e-06,7.075864800754061e-07
2009,1.929687584834028e-06,7.152288645784211e-07
2010,1.9613188442235696e-06,8.408351845901052e-07
2011,2.2783224835620786e-06,1.0856256551505794e-06
2012,2.168509013245057e-06,1.28510541230753e-06
2013,1.7914550198838697e-06,1.2012761203550326e-06
2014,2.0259905681996315e-06,1.3514543297787895e-06
2015,1.975855354885425e-06,1.321522233865835e-06
2016,2.1765641236015654e-06,1.3467853250404005e-06
2017,1.8844444298338203e-06,1.6291098745568888e-06
2018,1.8522023310652003e-06,1.7071239426513785e-06
2019,1.9591585669331835e-06,1.6752337046455068e-06
