year,on_PRON amènera_VERB,on_PRON ramènera_VERB
1875,4.3483605161043215e-08,6.694186782674194e-08
1876,4.776351669733003e-08,4.3531308113742284e-08
1877,6.679601227688181e-08,4.9478526609192386e-08
1878,4.831271027683215e-08,4.408534692856847e-08
1879,3.848874952083747e-08,4.826366817312078e-08
1880,5.968596994421205e-08,5.326812413386506e-08
1881,5.159655502851024e-08,5.5780059682319916e-08
1882,6.389169859843946e-08,3.5939079268132446e-08
1883,8.278334107103547e-08,3.22286295428853e-08
1884,5.215340781461464e-08,8.18610450536994e-08
1885,4.4474886218281995e-08,5.156508553483263e-08
1886,8.64764189145717e-08,5.1627709440893454e-08
1887,5.81074277583582e-08,5.027272020896589e-08
1888,9.32070332027024e-08,3.106901225180536e-08
1889,6.7036963535827e-08,5.45066898283153e-08
1890,6.35775485591239e-08,5.177965167746379e-08
1891,8.159001652074949e-08,7.712806571191777e-08
1892,7.898325637967218e-08,6.76999327708927e-08
1893,4.741980719202843e-08,7.205347518635108e-08
1894,7.813908542431136e-08,7.68787788985037e-08
1895,5.11582243234443e-08,6.138986741177632e-08
1896,7.430256498963672e-08,7.430256587781514e-08
1897,6.99205631171651e-08,4.836172173838804e-08
1898,8.487532632273087e-08,5.771522104680571e-08
1899,6.798921425854587e-08,2.7637891975018647e-08
1900,6.488816328698022e-08,5.191053276121238e-08
1901,9.836180669964278e-08,4.415103660448949e-08
1902,1.527098341114197e-07,6.334266355878526e-08
1903,6.534266638880126e-08,6.048246792289547e-08
1904,6.557042553367864e-08,3.7622375437251776e-08
1905,7.121847378499524e-08,3.767354073147544e-08
1906,5.812928360882097e-08,5.555719440053508e-08
1907,6.068555258309516e-08,4.16570298256147e-08
1908,6.286578013714461e-08,4.714933510285846e-08
1909,4.8408653974263416e-08,6.10609180995425e-08
1910,4.756294114116599e-08,5.451033846526343e-08
1911,7.395319912006926e-08,3.405039539217114e-08
1912,5.834551819461353e-08,4.115442830965321e-08
1913,6.840856681122887e-08,7.265095813835387e-08
1914,9.040603998755614e-08,5.156492655089551e-08
1915,6.95064943379009e-08,3.887651445211304e-08
1916,6.702351784682037e-08,9.119593435968909e-08
1917,7.566833115646432e-08,5.483212195400711e-08
1918,3.445913066002504e-08,3.905367762513379e-08
1919,4.6960026978126734e-08,4.511845563826e-08
1920,6.13350792377787e-08,3.7103935035531777e-08
1921,9.617389196137083e-08,4.240738649130549e-08
1922,6.049907153027334e-08,2.877394766898078e-08
1923,5.4141336747193236e-08,4.458698255049853e-08
1924,5.672314840055037e-08,4.383152285569736e-08
1925,3.519416935660047e-08,3.189471620146378e-08
1926,4.12407112904134e-08,4.012609711168125e-08
1927,2.3413372129965637e-08,2.3413372574054847e-08
1928,4.22763521967795e-08,3.427812256262541e-08
1929,5.458799012814097e-08,4.233354466975925e-08
1930,3.2561170648648385e-08,4.3064774857271004e-08
1931,4.334035441644346e-08,1.9389106320488736e-08
1932,3.9454330469368415e-08,3.397456360687556e-08
1933,2.86766552726192e-08,4.014731835866314e-08
1934,2.7557634396657704e-08,3.1152108448395666e-08
1935,3.2314367182095793e-08,2.6330225111337313e-08
1936,3.273672799508631e-08,3.8799086610197264e-08
1937,2.6441348222050465e-08,3.021868355546076e-08
1938,3.759912203804561e-08,1.6854778905894818e-08
1939,1.8352860564618823e-08,2.9058696782158222e-08
1940,2.5357829169792012e-08,4.3108308922512606e-08
1941,3.246652813260198e-08,1.7709016475464523e-08
1942,3.944475235329037e-08,3.3376330144108124e-08
1943,3.483882360377777e-08,4.354852856103264e-08
1944,2.5705489292704442e-08,3.855823393905666e-08
1945,2.3963545370264683e-08,4.35700817646989e-08
1946,3.7586981527226726e-08,4.454753366189834e-08
1947,5.006765668724711e-08,4.7683483828109274e-08
1948,4.1313173770873846e-08,2.717971980814582e-08
1949,3.534122949844232e-08,2.945102561824342e-08
1950,2.8715476219076663e-08,3.08425480710639e-08
1951,4.691016730618003e-08,1.812438221726609e-08
1952,3.9015775499251504e-08,4.323369751091377e-08
1953,3.1244100640037686e-08,2.1547655659759357e-08
1954,3.420387528763058e-08,3.518112845490862e-08
1955,2.0648337262230143e-08,1.970977647758332e-08
1956,2.0930739363933526e-08,3.0523996663589514e-08
1957,1.7670075402875796e-08,1.855357933955304e-08
1958,2.1507832848044472e-08,2.8125627160591193e-08
1959,2.0927018784533402e-08,2.325224413013416e-08
1960,2.3530832615747954e-08,2.214666738886706e-08
1961,2.501337270643944e-08,3.126671721531693e-08
1962,2.1562652552375994e-08,2.917300001570311e-08
1963,2.0044764514892677e-08,1.8751553643170382e-08
1964,2.2510682873289056e-08,2.0685492208016854e-08
1965,2.4624195127387338e-08,2.3529787229747967e-08
1966,2.2156298573605682e-08,1.606331645476189e-08
1967,2.662381204387998e-08,1.5284040699725665e-08
1968,2.3355361644661343e-08,2.0211370799216866e-08
1969,2.1346261647181564e-08,1.4533624748125362e-08
1970,1.701528307140876e-08,8.277705187964557e-09
1971,2.0553589941130213e-08,1.4901352152207892e-08
1972,1.641647018324477e-08,1.898154255997042e-08
1973,1.59882911354714e-08,1.8193572426383753e-08
1974,1.1813700462326437e-08,7.875800511758513e-09
1975,1.8847884142303428e-08,1.9990180621931586e-08
1976,1.4283817462157344e-08,1.5426522170791657e-08
1977,1.469195431980097e-08,1.4691954541845575e-08
1978,1.9603950907054468e-08,1.9603950907054468e-08
1979,2.3407892513205297e-08,1.5800328379000916e-08
1980,1.137030125608618e-08,1.5349907123152207e-08
1981,1.3283653732543144e-08,1.5181319312773667e-08
1982,1.1794254461960918e-08,1.0552754114989682e-08
1983,2.084054306905614e-08,1.2630632095778083e-08
1984,1.507742219963859e-08,1.391762050051426e-08
1985,1.2031116325417202e-08,1.3835783629900789e-08
1986,8.392279537972058e-09,1.1389522436289212e-08
1987,1.711028740913889e-08,1.0388388815840699e-08
1988,5.396898483667201e-09,1.4391729530327524e-08
1989,6.585746614717891e-09,1.2073868349560257e-08
1990,1.3621627881210685e-08,1.961514328741032e-08
1991,1.2309076979910571e-08,1.2895223555631219e-08
1992,1.2672871196883762e-08,1.3774860141424483e-08
1993,1.052449438709857e-08,1.0524494165053966e-08
1994,1.2132331139724783e-08,1.6879765585287032e-08
1995,1.2471637056421514e-08,1.3556127331781909e-08
1996,1.014237493990322e-08,1.81495130036069e-08
1997,1.6302641014931396e-08,1.3905193441132724e-08
1998,1.0489884516573511e-08,1.2397136206487858e-08
1999,1.0968482677675695e-08,1.1882522743533741e-08
2000,1.3695897749244068e-08,1.0161472108194403e-08
2001,1.0953029760951694e-08,9.20054477049348e-09
2002,1.8401129953105055e-08,7.448076544402937e-09
2003,8.333845835650777e-09,1.2500768864498468e-08
2004,1.5857248847339633e-08,5.726228491376162e-09
2005,1.261049886736032e-08,7.205999574821931e-09
2006,1.605977106855505e-08,1.070651389767363e-08
2007,7.190063211481856e-09,1.2382886271922189e-08
2008,1.2772318647158443e-08,1.660401482972418e-08
2009,1.0966842767246021e-08,1.0966842989290626e-08
2010,1.5116138118997924e-08,1.2754241440759984e-08
2011,1.0324723964671989e-08,8.795135508776752e-09
2012,2.0765941410871847e-08,1.0553183882322514e-08
2013,1.2551062411603198e-08,1.5061275338013047e-08
2014,1.7540106256319632e-08,1.2343037480988528e-08
2015,1.4629397693255441e-08,1.2412822547602786e-08
2016,1.5742184444889062e-08,1.7606390345648038e-08
2017,9.559323110863716e-09,1.0565567754028393e-08
2018,1.4714360396794746e-08,1.1616599904229474e-08
2019,1.607122257496485e-08,1.1224346341265345e-08
