year,bien_ADV apporté_VERB,bien_ADV rapporté_VERB
1865,1.7415324293779122e-08,1.694463946932956e-08
1866,1.3623716377253459e-08,1.897589108068587e-08
1867,9.220341823379385e-09,2.135237053835226e-08
1868,1.1855697756857353e-08,1.333765986544222e-08
1869,2.9789466893248573e-08,2.2952539424636598e-08
1870,1.8922360567330543e-08,1.6055336615750093e-08
1871,1.1683295220166201e-08,2.7615060460561835e-08
1872,1.69325495846806e-08,1.5723081503438152e-08
1873,1.1972009161809183e-08,1.2570609442263958e-08
1874,9.559374625212058e-09,1.9716210886144836e-08
1875,2.2886109007913547e-08,1.3159512590732447e-08
1876,7.859819461941697e-09,1.4510435519810017e-08
1877,1.608052180301911e-08,6.80329748092845e-09
1878,1.509772218355465e-08,7.850815109122777e-09
1879,2.2604503158163425e-08,9.774920428640144e-09
1880,5.776061406947974e-09,9.626769603698904e-09
1881,1.4642266066289267e-08,1.5339516323820135e-08
1882,1.2645231528551903e-08,1.2645231528551903e-08
1883,2.338155447034751e-08,1.3902545781263598e-08
1884,9.242375753615306e-09,1.0562715146988921e-08
1885,1.0957580620640783e-08,1.2246707647989297e-08
1886,9.034849313138693e-09,1.7424351739236954e-08
1887,8.48760173255414e-09,2.0892558794116667e-08
1888,1.3315291091942072e-08,2.3460273723685532e-08
1889,2.5687061366852504e-08,2.0674951528576457e-08
1890,1.7696843102044113e-08,1.9663159989136147e-08
1891,2.5496881050912634e-08,1.1473596295275001e-08
1892,2.1312942521944933e-08,1.5044429702015805e-08
1893,3.510297474917934e-08,4.926733243593162e-09
1894,2.9617234886814003e-08,1.449354058991048e-08
1895,3.611168608586013e-08,2.046328972937772e-08
1896,1.0614652268259306e-08,1.0024948871034667e-08
1897,1.8645483379486905e-08,1.7480140002135158e-08
1898,1.810673566637888e-08,1.7540900287826844e-08
1899,1.7688250864011934e-08,1.879376654301268e-08
1900,3.7894686499839736e-08,5.19105292084987e-09
1901,3.688567673520993e-08,1.3412973842719111e-08
1902,2.2096276808269977e-08,1.6694965410124496e-08
1903,4.482182802689749e-08,1.7280704867062013e-08
1904,2.042357571951925e-08,2.741058935384899e-08
1905,4.076999715607599e-08,1.5482276793932215e-08
1906,1.388929860013377e-08,1.7490227932626112e-08
1907,2.4171363577352167e-08,2.3657079850636364e-08
1908,2.4065807124884486e-08,2.0627833663411366e-08
1909,3.5206294768386215e-08,2.475442606453271e-08
1910,3.5271394693836555e-08,1.3894791983659616e-08
1911,2.7133907565257687e-08,1.702519725199636e-08
1912,2.344239469209697e-08,2.344239469209697e-08
1913,2.0681659052002033e-08,3.6590627416899224e-08
1914,2.276892807628883e-08,1.5402511266415786e-08
1915,8.246533234057551e-09,2.9451904026700504e-08
1916,2.0876177231343718e-08,2.6369908923129515e-08
1917,3.5092558192673096e-08,3.070598708632133e-08
1918,4.479686666059024e-08,1.378365155346728e-08
1919,2.2098836538475553e-08,1.3811772170413406e-08
1920,1.817335615328375e-08,1.2115570768855832e-08
1921,3.483463828501954e-08,7.572747762196741e-09
1922,1.9920426197472807e-08,1.4018077365562931e-08
1923,2.7601466001669905e-08,6.369568872344189e-09
1924,1.2891624656674594e-08,6.445812328337297e-09
1925,5.0591619782380803e-08,1.8696901804560184e-08
1926,2.452150482668003e-08,6.687683296036084e-09
1927,3.2332753363562006e-08,1.3379070296082318e-08
1928,2.8565102283550914e-08,1.0283437212876834e-08
1929,1.893869061575515e-08,1.5596569369336066e-08
1930,9.453243521306831e-09,1.470504518152893e-08
1931,1.8248570654577634e-08,2.5091784650044247e-08
1932,1.8631212128639163e-08,1.4247397928102146e-08
1933,1.4911860191091364e-08,1.0323596200123575e-08
1934,2.6359476379411717e-08,9.585264137967897e-09
1935,4.308582290946106e-08,1.795242710045386e-08
1936,1.4549657478823974e-08,1.576212937948185e-08
1937,4.784624962894668e-08,1.1332006444320086e-08
1938,1.5558256905023882e-08,9.075650453382877e-09
1939,1.070583532936098e-08,1.8352860564618823e-08
1940,5.0715658339584024e-09,7.607348528892999e-09
1941,3.5418032950929046e-08,1.1806010391524069e-08
1942,3.034211815133858e-08,6.068423541449874e-09
1943,2.6129116648121453e-08,5.806470415592457e-09
1944,6.4263723231761105e-09,6.4263723231761105e-09
1945,1.5249527862692958e-08,1.089252066321933e-08
1946,1.3921104269343232e-08,1.2528993842408909e-08
1947,1.4305045148432782e-08,1.0728784083369192e-08
1948,2.5005341797168512e-08,1.195907639583993e-08
1949,2.0615717133409817e-08,4.908504269707237e-09
1950,2.2334258886758107e-08,1.914365022059883e-08
1951,3.944718685033877e-08,2.3455083209000804e-08
1952,3.1634410646574906e-08,1.1599284199803606e-08
1953,1.2928593307037772e-08,1.8315507332999914e-08
1954,2.7363100230104465e-08,1.9545073115523337e-08
1955,2.9095383879962355e-08,2.3464020060259827e-08
1956,1.9186511934776718e-08,1.9186511934776718e-08
1957,2.6505112771246786e-08,1.767007518083119e-08
1958,4.880623549752272e-08,1.8198935691771112e-08
1959,2.325224279786653e-08,1.0851047171911432e-08
1960,3.0451666077624395e-08,1.1073333361366622e-08
1961,3.404598203360365e-08,1.111705483225478e-08
1962,3.0441391629665304e-08,5.0735651235811474e-09
1963,2.0691370394843034e-08,1.4871922360271128e-08
1964,1.9468698653213323e-08,1.6426714211092985e-08
1965,3.502107759345563e-08,1.586892572902343e-08
1966,2.4925835617750636e-08,1.8832853498906843e-08
1967,1.3311906243984595e-08,1.2818872185960117e-08
1968,2.1558795637588446e-08,1.257596426995633e-08
1969,1.8167030546578644e-08,1.7712855182594467e-08
1970,5.28853369985427e-08,2.345349692234322e-08
1971,1.284599360218408e-08,1.5929032315398217e-08
1972,2.8215808356435446e-08,1.0773308467548759e-08
1973,2.591205827684462e-08,1.1026407342740185e-08
1974,9.563471792262135e-09,1.6876715136504572e-08
1975,1.6563292959403952e-08,1.6563292959403952e-08
1976,2.9138986334942274e-08,6.8562320265641574e-09
1977,2.6445517775641747e-08,2.1744092748576804e-08
1978,2.7920778578049976e-08,1.2475242172627077e-08
1979,1.9896710057309974e-08,7.607565244427406e-09
1980,3.411090432337005e-08,1.3075846183596695e-08
1981,1.771153890217647e-08,7.590659656386833e-09
1982,2.110550845202397e-08,1.9864007327896616e-08
1983,2.3366668600033336e-08,1.0104505676622466e-08
1984,9.858314165001048e-09,1.0438215625185876e-08
1985,1.804667348892508e-08,9.02333674446254e-09
1986,4.2560845514572065e-08,1.6185110141009318e-08
1987,2.13878585952898e-08,1.711028652096047e-08
1988,2.6384837426007834e-08,1.3192418713003917e-08
1989,3.567279449612215e-08,1.2073869015694072e-08
1990,1.7980548605578406e-08,1.5801088437683575e-08
1991,1.641210189973208e-08,1.1136783939491579e-08
1992,2.0386792698445788e-08,1.1570882918476855e-08
1993,1.994114740000441e-08,1.2186256448387667e-08
1994,2.953958855300698e-08,1.9517228722065738e-08
1995,2.060531301140145e-08,2.277429267394382e-08
1996,1.2277611816102763e-08,1.2277611816102763e-08
1997,1.3425704992187093e-08,1.5823152565985765e-08
1998,1.1920323395031573e-08,9.059445638115449e-09
1999,3.93037282719888e-08,2.0108885223635298e-08
2000,1.767212509662386e-08,1.2812291672048559e-08
2001,1.796296800193886e-08,1.621048362210331e-08
2002,1.8839251936242363e-08,8.762443215459825e-09
2003,2.4584844382502524e-08,1.5000923170305214e-08
2004,2.2904915297772277e-08,9.250062049659391e-09
2005,2.2518747755384538e-08,9.007498746882447e-09
2006,4.117890028965121e-08,1.7706927479821388e-08
2007,2.3567428897308673e-08,1.7176262190332636e-08
2008,4.001993403335291e-08,1.2772319202269955e-08
2009,2.6701878041990312e-08,2.098004614481397e-08
2010,3.3066552163063534e-08,1.747803501928047e-08
2011,3.709252638373073e-08,1.2619107536693264e-08
2012,3.7787206252914984e-08,1.4297861561374248e-08
2013,6.247640271794808e-08,1.8687137171014e-08
2014,5.933319968676187e-08,1.5591204771681078e-08
2015,6.960046761150807e-08,1.684597350504191e-08
2016,5.67547182583894e-08,1.491364898242864e-08
2017,6.968243582150535e-08,1.685459594114036e-08
2018,4.336864023457565e-08,2.323320025254816e-08
2019,5.510133505026715e-08,2.0663000199760972e-08
