year,mon_DET est_NOUN,mon_DET reste_NOUN
1857,5.662550650598064e-08,4.100467743128888e-08
1858,5.823474547028695e-08,5.089423094073453e-08
1859,4.939408171367177e-08,1.833182428079283e-08
1860,5.950339276861172e-08,2.5174512252590375e-08
1861,5.2818792894981925e-08,3.5369726703038395e-08
1862,5.240864214828278e-08,1.129496576268707e-07
1863,7.142307595353614e-08,3.0467186995508655e-08
1864,5.897515276132026e-08,3.7398877328342905e-08
1865,4.753912818955541e-08,1.412053279858938e-08
1866,5.254861779047104e-08,3.697865774698883e-08
1867,4.852811663624834e-08,1.2132028714972876e-08
1868,5.977247730104551e-08,3.655506741750969e-08
1869,3.7114745499167157e-08,2.5882651577546767e-08
1870,6.536815488900061e-08,4.0711747750776794e-08
1871,4.0360472741696185e-08,2.549082545044712e-08
1872,5.0797651529599364e-08,4.535504372071841e-08
1873,5.387404006240715e-08,4.0106229892700185e-08
1874,4.182226431836966e-08,2.5093358502203955e-08
1875,4.4627910256167524e-08,4.806082642971887e-08
1876,6.831996390843642e-08,3.204387866162506e-08
1877,3.7727378221497077e-08,3.4016487737709156e-08
1878,4.891661853356766e-08,2.536417204046515e-08
1879,5.192926566532918e-08,2.3826369210944165e-08
1880,5.968596972216744e-08,3.080566313151678e-08
1881,5.996356627901989e-08,4.322954794133693e-08
1882,3.8601233320889605e-08,2.1297232200012672e-08
1883,6.066565294560178e-08,3.728409847525427e-08
1884,5.809493419661749e-08,4.951272725151057e-08
1885,4.5764013523186264e-08,1.160214413431504e-08
1886,4.2592860738377425e-08,3.355801148074988e-08
1887,3.1991730153890785e-08,4.113222396018301e-08
1888,4.1848057019677753e-08,2.85327668159141e-08
1889,4.8868066981899716e-08,2.5687061366852504e-08
1890,3.9981757682383545e-08,2.4906668727453507e-08
1891,4.015758547915027e-08,3.7607897240832244e-08
1892,4.7013842596754785e-08,3.6357370225559293e-08
1893,4.0029707215616384e-08,2.2786141196107224e-08
1894,3.402831194598832e-08,1.5753848003896564e-08
1895,3.972285367304096e-08,3.1296795821589285e-08
1896,5.3073260231073505e-08,3.656157843145991e-08
1897,3.90389804927338e-08,1.573212626837517e-08
1898,2.4896761763315567e-08,1.9238406423482957e-08
1899,3.814029270188257e-08,2.7085134135518274e-08
1900,5.0353214486875686e-08,2.543616095529444e-08
1901,4.303328993149336e-08,2.850256930475581e-08
1902,4.026432809389746e-08,1.62039368589717e-08
1903,3.2401321625741275e-08,2.1600880861782912e-08
1904,3.6009987880447625e-08,2.7948050984605288e-08
1905,4.2318225146331656e-08,2.7352023757032384e-08
1906,3.652370939022376e-08,3.2408361660962726e-08
1907,4.114274532174278e-08,2.571421719999023e-08
1908,4.371136319569757e-08,2.2101250385375693e-08
1909,4.015717869343405e-08,1.1552065082298668e-08
1910,2.778958430038614e-08,2.084218830855633e-08
1911,4.5223181199816054e-08,1.8621308939259507e-08
1912,3.490312239229354e-08,3.229841105678588e-08
1913,4.2423917268052946e-08,2.598464998726513e-08
1914,3.549274102399025e-08,1.2054139020278853e-08
1915,2.238344753990873e-08,1.0602685840410686e-08
1916,2.5271162051865304e-08,3.955486249651585e-08
1917,3.728584341278207e-08,1.4256351654751143e-08
1918,3.331049214239101e-08,2.5270027848023346e-08
1919,4.143531717737403e-08,1.933648108298769e-08
1920,2.8017256958889902e-08,2.7260034229925623e-08
1921,4.165010963896876e-08,1.1359120755116692e-08
1922,3.5414089771812485e-08,2.8036154731125862e-08
1923,2.9724655625784635e-08,1.3800733000834953e-08
1924,3.222906153066418e-08,2.1915761649893284e-08
1925,1.9796719818998554e-08,3.849362339991558e-08
1926,1.7833821197577038e-08,4.569916622898518e-08
1927,1.4493992228636898e-08,2.8987985345452216e-08
1928,2.285208222652102e-08,3.1992914983902665e-08
1929,2.5622934884950155e-08,2.8965056353413843e-08
1930,4.936693676071968e-08,1.785612657734248e-08
1931,2.167017765231094e-08,3.193499864551086e-08
1932,2.411098098953346e-08,4.27421921189719e-08
1933,2.523545683530415e-08,2.6382522833046096e-08
1934,2.156684431042777e-08,2.3963160344919743e-08
1935,2.99207103537924e-08,3.829851102921111e-08
1936,2.0612014761667297e-08,1.8187071404440758e-08
1937,2.8959571962694497e-08,1.3850230184964119e-08
1938,1.9447821242302155e-08,1.6854778350783306e-08
1939,1.3764645423464117e-08,2.4470480752825097e-08
1940,7.607348750937604e-09,2.2822046474857416e-08
1941,2.9515025534720962e-08,2.9515025534720962e-08
1942,2.4273693721710288e-08,4.5513175450651033e-08
1943,2.032264689866281e-08,5.225823351828751e-08
1944,7.390328349288211e-08,2.2492303131116387e-08
1945,3.267756065739036e-08,5.010559434026618e-08
1946,2.7842209426864883e-08,3.61948711002924e-08
1947,2.9802177392568296e-08,4.172304945981864e-08
1948,1.7395020757149382e-08,3.370285339698853e-08
1949,1.9634016523717435e-08,2.7487623732724842e-08
1950,2.4461331626923766e-08,4.041437207114029e-08
1951,2.7719645356860667e-08,2.5587365115598004e-08
1952,2.4253049568656593e-08,3.9015773722894664e-08
1953,1.508335811806205e-08,3.2321481602259894e-08
1954,2.149957945007941e-08,1.9545072449389522e-08
1955,2.2525458831523792e-08,2.3464019616170617e-08
1956,2.5291311045450016e-08,3.4012452632126156e-08
1957,1.0602045241725477e-08,4.3291683571311523e-08
1958,2.7298403482145517e-08,3.3088972895001234e-08
1959,2.247716823777779e-08,2.712761748568937e-08
1960,2.0762500441140475e-08,4.8445834510690844e-08
1961,2.1539294126071695e-08,3.890969324515936e-08
1962,1.9025869102407e-08,4.058852098864918e-08
1963,2.909723983979262e-08,3.6856504959104086e-08
1964,1.5818317766758128e-08,3.8937397195404344e-08
1965,2.0246560483716536e-08,2.3529786119524942e-08
1966,2.6587558044077753e-08,3.600398557068729e-08
1967,2.6623812321435736e-08,4.782425500060583e-08
1968,2.739763593773148e-08,5.0303856413691506e-08
1969,2.2254613013528157e-08,3.6334062314402615e-08
1970,1.7475154934221138e-08,2.20738808620613e-08
1971,3.031654538521167e-08,3.494110289992136e-08
1972,1.7955514186596133e-08,1.846852804021637e-08
1973,1.874489308217875e-08,2.4809417742410744e-08
1974,1.912694408412463e-08,3.150320293521247e-08
1975,1.599214449754527e-08,2.513051322594606e-08
1976,2.6853576695629044e-08,2.913898622391997e-08
1977,1.7630345960917282e-08,2.6445517775641747e-08
1978,1.960395146216598e-08,3.861384301195869e-08
1979,2.516348518444289e-08,2.3993091291529822e-08
1980,2.7857238960038444e-08,3.9796056450214223e-08
1981,2.277197902467165e-08,4.997184088750828e-08
1982,2.234700813286139e-08,2.8554510422829082e-08
1983,1.894594792162252e-08,2.2735137106266734e-08
1984,1.7397025819931855e-08,2.8415141350990325e-08
1985,1.5038895018193443e-08,3.188245722984817e-08
1986,2.997242681823664e-08,3.476801613278013e-08
1987,1.2221633705067347e-08,3.6053819485459826e-08
1988,2.458587039511073e-08,3.6578978013235286e-08
1989,2.4696549916214394e-08,3.512398127902827e-08
1990,2.2884334760497893e-08,3.2691904294779306e-08
1991,2.3445860197757185e-08,2.989347314130697e-08
1992,1.597883780846132e-08,2.5896737698705152e-08
1993,2.5480353493811947e-08,3.988229480000882e-08
1994,2.057221354379024e-08,2.9012095725811093e-08
1995,2.5485519195012074e-08,3.633041956163652e-08
1996,3.790045388640806e-08,4.110330897866277e-08
1997,3.883864541087689e-08,3.068732468136659e-08
1998,3.57609694079386e-08,3.862184816405545e-08
1999,2.650716651730889e-08,4.524499142011251e-08
2000,3.269343362699573e-08,3.843687390592265e-08
2001,2.4972906659259664e-08,3.198284712069288e-08
2002,3.2421039075636315e-08,4.90696813737479e-08
2003,3.3752075911941404e-08,3.875238424599914e-08
2004,3.303593426595697e-08,4.3166952679030146e-08
2005,2.567137302733613e-08,4.2335245087343765e-08
2006,2.923701925006128e-08,3.7884586134850906e-08
2007,2.3567429785487093e-08,5.71210556632451e-08
2008,2.895058937024686e-08,6.513883055170311e-08
2009,2.6225058347151275e-08,5.2450116916347156e-08
2010,2.2201827820644837e-08,8.786255101256302e-08
2011,1.682547645653898e-08,9.292251845760546e-08
2012,1.3276585830723775e-08,1.1744671712943244e-07
2013,1.2829975026829032e-08,1.5702773725756458e-07
2014,8.878325241656881e-09,1.580774948717334e-07
2015,1.063956189817361e-08,1.784343253152798e-07
2016,1.4085112853834403e-08,1.7564963350480411e-07
2017,2.3923463543518153e-07,2.1131134941843044e-07
2018,1.8070266671887936e-08,2.467882198597948e-07
2019,1.4795728808802977e-08,2.2295632717828084e-07
