year,un_DET art_NOUN,un_DET rare_ADJ
1925,1.0925590103738614e-05,1.1350119391018154e-06
1926,1.0488516423379224e-05,1.1759175579939551e-06
1927,1.0802484148086933e-05,1.2498281218853435e-06
1928,1.0258299795395942e-05,1.0637644187738715e-06
1929,9.840320664977753e-06,1.102900260008255e-06
1930,1.0834467317977214e-05,1.1028783326594294e-06
1931,9.405997921874132e-06,1.054995473204201e-06
1932,9.19505090024586e-06,1.0455398236075553e-06
1933,9.15358801023558e-06,9.54359110849623e-07
1934,8.17143792630759e-06,9.896785435614674e-07
1935,9.916920632235815e-06,9.119832560244845e-07
1936,8.903177786123706e-06,9.663397149139996e-07
1937,8.593438366233386e-06,1.018621513360074e-06
1938,9.5138746161183e-06,9.270128238370035e-07
1939,9.352311550969716e-06,9.65054637980245e-07
1940,7.571847717713354e-06,8.647019720253724e-07
1941,8.990277237330702e-06,8.82499280763227e-07
1942,1.036486735017661e-05,1.0012898936651027e-06
1943,1.128487546964152e-05,9.087126076057217e-07
1944,1.0616366864724114e-05,1.0764173232757912e-06
1945,1.0435034148770228e-05,1.0021118810321639e-06
1946,1.1479342958864436e-05,8.742453241339376e-07
1947,1.1393968762263285e-05,1.0955280251856436e-06
1948,1.0808830552377913e-05,7.914734427849623e-07
1949,9.97309909678279e-06,7.343122421232806e-07
1950,9.638827997093813e-06,7.753178765668167e-07
1951,1.0027048617189394e-05,8.092003769277767e-07
1952,8.826001177908438e-06,7.117742484297196e-07
1953,9.958248675445702e-06,7.520131735105906e-07
1954,1.0155619889928857e-05,7.798483967480507e-07
1955,1.0169306236207376e-05,7.302002895670512e-07
1956,1.022292221364296e-05,7.613556345376082e-07
1957,1.0124953632839606e-05,7.483276691644392e-07
1958,9.349289385340853e-06,6.212454615184271e-07
1959,9.679133810891472e-06,6.518378725672846e-07
1960,1.0014445692263507e-05,6.346404322066235e-07
1961,1.0281191698879866e-05,7.07322610260519e-07
1962,9.445709537203584e-06,7.090307319046474e-07
1963,1.0498930947733243e-05,7.287241947651069e-07
1964,9.463613011462257e-06,7.112159048361377e-07
1965,1.0740526633412628e-05,7.458394888359976e-07
1966,9.136703866374773e-06,6.818601079316977e-07
1967,9.731989237593552e-06,8.169565841598114e-07
1968,1.267836856300164e-05,8.502250370412412e-07
1969,8.701553596779377e-06,6.544673007979895e-07
1970,9.001084904980416e-06,7.049845596185378e-07
1971,1.0431460566451278e-05,7.168064248830319e-07
1972,9.407663185356796e-06,8.890544362927244e-07
1973,8.632574804323667e-06,5.959773394792478e-07
1974,7.68003064166578e-06,5.423051190334149e-07
1975,8.199400625130693e-06,5.24313897187767e-07
1976,7.75668409858099e-06,5.422136739596795e-07
1977,8.221029759170051e-06,5.406639198568541e-07
1978,8.805144304346868e-06,6.285145781603774e-07
1979,8.85813219042575e-06,5.647154353027872e-07
1980,9.459522132715392e-06,5.56007725194263e-07
1981,8.54455267784715e-06,5.553832593818697e-07
1982,8.62966986403535e-06,5.2701694697177e-07
1983,9.102896541435257e-06,5.292235067955176e-07
1984,8.823191151918763e-06,5.723621372411003e-07
1985,9.02333671604083e-06,5.03502207038764e-07
1986,9.28006281242233e-06,4.891500218207057e-07
1987,9.362993878880843e-06,5.786943475527551e-07
1988,9.172328361728432e-06,5.00112562029642e-07
1989,9.715622425687798e-06,5.0326080547336e-07
1990,1.0556761537827697e-05,5.056348211240902e-07
1991,9.534845162306738e-06,5.44530108115282e-07
1992,1.0523993040578716e-05,5.421785269632551e-07
1993,1.044749916445653e-05,5.267786491458537e-07
1994,9.677908018090875e-06,5.396249909139783e-07
1995,1.0629088421865163e-05,5.742375428496871e-07
1996,1.1026897205113073e-05,4.873678287609096e-07
1997,1.0505134156346685e-05,4.75653534337539e-07
1998,1.0831282082790494e-05,5.573942978287505e-07
1999,1.0764194982471054e-05,4.903825843172172e-07
2000,1.0716818650280402e-05,4.98795772685412e-07
2001,1.0991145984462491e-05,4.950769305622771e-07
2002,1.1030600958861214e-05,4.828106145993161e-07
2003,1.070857537399661e-05,4.979472958410724e-07
2004,1.041292688341855e-05,4.669078741414978e-07
2005,1.095221837488225e-05,5.156793214666777e-07
2006,1.1067652820884177e-05,5.489147429926788e-07
2007,1.1154583475558866e-05,4.989104818164947e-07
2008,1.037240070900225e-05,5.266452989260983e-07
2009,9.929760764748607e-06,4.5726966746428843e-07
2010,8.722955911366626e-06,4.251413763256551e-07
2011,7.825376272307949e-06,4.4778712471327253e-07
2012,6.844250115989325e-06,4.59574128086615e-07
2013,6.392395565768538e-06,4.540695703880715e-07
2014,7.225657689957643e-06,5.355145740182365e-07
2015,7.595095553369902e-06,5.576903960857749e-07
2016,7.149023232955187e-06,6.659358469107701e-07
2017,6.130293225936612e-06,3.934416170636723e-07
2018,6.241212222590775e-06,4.840249943072195e-07
2019,6.612160056818084e-06,5.275442411800668e-07
