year,aucun_DET appel_NOUN,aucun_DET rappel_NOUN
1872,1.2820358685772248e-07,5.624025689598966e-08
1873,9.996627703401373e-08,1.9155214303623325e-08
1874,8.304706788919702e-08,1.8521287614703397e-08
1875,1.201520714033677e-07,1.602027666081085e-08
1876,7.859819017852487e-08,2.5997863417615008e-08
1877,1.0514187076537951e-07,9.895705588292003e-09
1878,1.2923649062024367e-07,1.1474268646338714e-08
1879,9.652734123122286e-08,1.4051448005147904e-08
1880,1.2707335450556911e-07,3.529815373326528e-08
1881,1.1713812853031413e-07,2.370652651961791e-08
1882,1.2911447555552513e-07,2.3293848627758962e-08
1883,1.2133130589120356e-07,1.3902545781263598e-08
1884,1.2939326410332797e-07,1.0562715146988921e-08
1885,8.830520581426526e-08,1.4824962146775533e-08
1886,9.873799811099815e-08,9.680196200179125e-09
1887,1.3123137865278522e-07,3.1991731930247624e-08
1888,1.5851536083744122e-07,1.4583413587843097e-08
1889,1.3031484247250091e-07,1.3156786771162388e-08
1890,1.5927159768835963e-07,5.1124214195397144e-08
1891,1.4150768201659503e-07,1.0198752065093686e-08
1892,1.316387603367275e-07,2.0686091062316336e-08
1893,1.3055843428588787e-07,2.2170299429635776e-08
1894,1.1153724788215413e-07,2.0164925951249302e-08
1895,1.1796484677972785e-07,2.2870734639468537e-08
1896,1.0319800392011302e-07,2.8305739752099157e-08
1897,1.0954221529857477e-07,6.409384667449558e-08
1898,1.1769377916692747e-07,4.583267543267766e-08
1899,1.1331535354486277e-07,4.864268987603282e-08
1900,1.2562348761235853e-07,2.803168719367477e-08
1901,1.6654442180907836e-07,3.017919070202879e-08
1902,1.3945205523668847e-07,2.7497589982772297e-08
1903,1.414857742076947e-07,1.5660639007819555e-08
1904,1.972487417845059e-07,3.171028950532673e-08
1905,1.6462820795482003e-07,6.760594023491606e-08
1906,1.4866693742732195e-07,1.0185485166402941e-07
1907,1.4759960276222728e-07,3.857132691020837e-08
1908,1.6109355627236255e-07,3.830883432698329e-08
1909,1.6007862591038702e-07,3.630649175745404e-08
1910,1.2986286179739182e-07,3.580580976159098e-08
1911,1.4950251081558008e-07,4.894744243255644e-08
1912,1.307564758690205e-07,5.365703970028335e-08
1913,1.4052922914231658e-07,5.886318432679616e-08
1914,2.0826872315637956e-07,3.4823067540656893e-08
1915,1.2134185123358066e-07,3.416420923940677e-08
1916,1.637131905596334e-07,4.724608793083007e-08
1917,2.3577812413577703e-07,5.812204850741409e-08
1918,1.1716103642811504e-07,2.756730310693456e-08
1919,1.9244403048901404e-07,5.3405520672455964e-08
1920,1.53716305462126e-07,2.4988364710765154e-08
1921,1.287367030755604e-07,8.25429455897364e-08
1922,1.564122253938649e-07,7.451715067219311e-08
1923,1.252681860464122e-07,8.280439800500972e-08
1924,1.521211698829461e-07,7.09039369439779e-08
1925,1.6167320993076828e-07,8.908524185002875e-08
1926,1.471290254073665e-07,6.687682851946875e-08
1927,1.516294556580533e-07,9.58833363817746e-08
1928,1.542515626340446e-07,2.1823739237980533e-07
1929,1.793605406419374e-07,1.8938690860004215e-07
1930,1.470504464862188e-07,1.2709360852625196e-07
1931,1.4598855990755055e-07,1.7678303354529135e-07
1932,1.8192831419128197e-07,2.148069122576146e-07
1933,1.2732435283879795e-07,1.1929488863415827e-07
1934,1.1622132589650391e-07,9.465448158607614e-08
1935,1.831147429243174e-07,2.154291145473053e-07
1936,1.515589289624586e-07,1.2973444940556078e-07
1937,1.422796332972709e-07,1.6746186637384142e-07
1938,1.9188516731105665e-07,1.5947213682920847e-07
1939,8.105847015826839e-08,1.1776419217568446e-07
1940,9.889553354014424e-08,3.803674331059881e-08
1941,1.2691460860025927e-07,1.416721282510025e-07
1942,1.4260795211384902e-07,1.3047110303254783e-07
1943,1.5096823435811757e-07,6.096793847554238e-08
1944,1.381670013955727e-07,3.213186161588055e-08
1945,1.655663108834915e-07,6.753362669087437e-08
1946,1.4060315667308032e-07,1.1415305589679292e-07
1947,1.5854758927957846e-07,1.2040079688802052e-07
1948,1.2176514729844712e-07,1.0980606957033956e-07
1949,1.315479138952469e-07,5.988374995880008e-08
1950,1.8292821835075301e-07,8.933703465885401e-08
1951,1.471273396447259e-07,9.382033727689532e-08
1952,1.3813693122699533e-07,5.9050900169665965e-08
1953,1.411371375326098e-07,5.8178669881669975e-08
1954,1.2508846225500747e-07,6.743049763002773e-08
1955,1.3609130711245143e-07,6.006789154966441e-08
1956,1.4302672024513186e-07,7.325758755172274e-08
1957,1.1662249832511407e-07,6.802979068964987e-08
1958,1.2077475108895896e-07,4.218844262826593e-08
1959,1.3873838611289102e-07,6.123090701137812e-08
1960,1.4948999549346809e-07,3.183583274779522e-08
1961,1.4243726553786473e-07,3.752005905965916e-08
1962,1.3571786539046116e-07,2.727041303884903e-08
1963,1.4548619731158396e-07,4.332255532091267e-08
1964,1.4358165145722523e-07,3.9545793306672294e-08
1965,1.3406506127466855e-07,2.7360217647043328e-08
1966,1.2462918519418054e-07,2.3818020888910496e-08
1967,1.2079322164737505e-07,1.8242240829025036e-08
1968,1.0285342533222774e-07,1.9762229602759973e-08
1969,1.1853987835763746e-07,2.5433842920641325e-08
1970,1.3336302551181234e-07,1.7015282294252643e-08
1971,1.192108207703768e-07,2.2095108631603466e-08
1972,1.0157691132661739e-07,2.2059630788717755e-08
1973,1.2349576561376807e-07,2.6463377489349682e-08
1974,1.4120184665955549e-07,1.96895009185738e-08
1975,1.1708534053411768e-07,1.9990179733753166e-08
1976,9.998671757216471e-08,4.7422273663499936e-08
1977,1.1048350057052403e-07,2.291944989352146e-08
1978,9.504946163474415e-08,1.841583374684319e-08
1979,1.2757301881549665e-07,1.872631405497316e-08
1980,9.494201869131302e-08,1.7055451329017757e-08
1981,1.081669012137354e-07,1.9609203150139365e-08
1982,1.0118228921385253e-07,2.60715092847974e-08
1983,1.0799190697241556e-07,1.2630631651688873e-08
1984,1.0380225035078183e-07,3.07347454153728e-08
1985,9.624892882698077e-08,2.1656009430159884e-08
1986,1.007073588965568e-07,2.2179595937643626e-08
1987,1.124390305307088e-07,2.0776776743502978e-08
1988,1.3072487625720441e-07,2.2187248482907762e-08
1989,9.713976378833422e-08,1.975723917801986e-08
1990,1.2096005086448258e-07,1.4711357243513135e-08
1991,1.1722930359781003e-07,1.758439527321798e-08
1992,1.0083198187516018e-07,2.093778861400608e-08
1993,1.0192141530751542e-07,1.2740176913439427e-08
1994,8.598130474268828e-08,2.3209677513236215e-08
1995,8.78437047546754e-08,2.0063068539855067e-08
1996,9.555184998788491e-08,2.0818559098856326e-08
1997,1.318595952426449e-07,1.6302641459020606e-08
1998,9.679302248599697e-08,1.8595703199508762e-08
1999,9.551720303591082e-08,1.736676483177213e-08
2000,9.056964334064332e-08,1.502130686503733e-08
2001,9.551041557642748e-08,2.1029816998918704e-08
2002,1.2004547045307845e-07,2.1029862962151924e-08
2003,1.0750661161296193e-07,2.250138431136861e-08
2004,1.3390565456461445e-07,1.9821560226507273e-08
2005,1.0899073998871245e-07,3.1976622238971686e-08
2006,1.367139468300138e-07,1.8942294399693083e-08
2007,1.0984818210602043e-07,1.637736635196063e-08
2008,1.243172409459703e-07,2.0861454563814164e-08
2009,1.2111209279908053e-07,2.0503227560197956e-08
2010,1.506889972802128e-07,2.0312310056169736e-08
2011,1.7437311505830166e-07,2.1796640714555338e-08
2012,1.9642537552044814e-07,1.7702114440965033e-08
2013,1.9998026701273375e-07,1.701366270090432e-08
2014,2.1307981157292488e-07,2.0788273769056786e-08
2015,2.0414658763456828e-07,1.3077794847049518e-08
2016,2.067197382160657e-07,1.6984988970847326e-08
2017,2.437627415474708e-07,1.6603034946882644e-08
2018,2.506604168672766e-07,1.652138692520566e-08
2019,2.306092952153449e-07,1.0459050070465992e-08
