year,mon_DET appel_NOUN,mon_DET rappel_NOUN
1860,1.7713701017108008e-07,6.27074224490709e-08
1861,1.7543384905893689e-07,6.508029726237652e-08
1862,1.3915398300312631e-07,4.789065502497358e-08
1863,1.5832948691008042e-07,2.2475793004517186e-08
1864,1.5822602217330228e-07,9.829192038068868e-08
1865,1.8074282781554984e-07,4.753912707933239e-08
1866,2.2527787724158088e-07,5.6441109563820646e-08
1867,1.5383412055314238e-07,3.494024269912188e-08
1868,1.773414757266778e-07,3.6061080344040874e-08
1869,1.8850383387558622e-07,7.667124779509038e-08
1870,1.2958950001973335e-07,9.633201614178688e-08
1871,3.3138074373439963e-07,1.5931765684484844e-08
1872,2.0440007020283701e-07,4.2936108002322726e-08
1873,1.8736194284940666e-07,3.651462793241578e-08
1874,1.9656463789985423e-07,5.9148631215144576e-08
1875,2.1913448272625757e-07,1.3045081459495123e-07
1876,1.5054576629758287e-07,3.929909464517323e-08
1877,1.7750421710260866e-07,6.308512146002698e-08
1878,1.7090620696436076e-07,2.777980773194244e-08
1879,1.845016266432964e-07,5.864952257184086e-08
1880,1.7392363282908718e-07,6.931274043608937e-08
1881,1.5409241793662432e-07,1.0667936578556692e-07
1882,1.7304001787010748e-07,3.4608003574021495e-08
1883,1.5545574072461932e-07,3.4756364897248204e-08
1884,1.505186935091274e-07,4.357119820497246e-08
1885,1.572735048860352e-07,5.02759576193057e-08
1886,1.7617955960780307e-07,3.226731948302586e-08
1887,1.5930576724443313e-07,7.573552807116357e-08
1888,1.407616467830053e-07,6.086990111953128e-08
1889,1.7730337287247266e-07,8.645888760483444e-08
1890,1.8221194331147217e-07,6.816561892719619e-08
1891,1.0772431957573048e-07,5.099376210182527e-08
1892,1.4919059321272243e-07,5.328235630486233e-08
1893,1.6442972272656675e-07,4.9883173147691195e-08
1894,1.9975879506084482e-07,6.868678070759415e-08
1895,1.7815098951601271e-07,1.9379938809294117e-07
1896,2.170106707666264e-07,9.317305615930138e-08
1897,2.0684833601514185e-07,8.856604694074122e-08
1898,1.7427733134400825e-07,5.4320206999136644e-08
1899,1.9622902946991871e-07,6.85419703216894e-08
1900,1.6299906180350376e-07,5.606337494246105e-08
1901,1.7660415041476085e-07,6.427049847879118e-08
1902,2.1359734425629995e-07,1.3257766440233354e-08
1903,2.068284370437823e-07,4.1581695420234155e-08
1904,1.9079919333364614e-07,6.288311205082664e-08
1905,1.7494973825193938e-07,5.522012003211785e-08
1906,1.74902271943278e-07,4.526882513289365e-08
1907,1.784566596718662e-07,3.2399912752723026e-08
1908,1.9399987571944166e-07,5.206072239971604e-08
1909,2.0133600298066767e-07,6.106091576807415e-08
1910,1.9506150383818976e-07,7.428369741546703e-08
1911,2.05898480376554e-07,5.2671705219609066e-08
1912,1.646177159031481e-07,4.636384787204406e-08
1913,1.9886212054842645e-07,3.606033160963307e-08
1914,2.5246723400762505e-07,2.276892807628883e-08
1915,3.3692980094812697e-07,1.4136913861761968e-08
1916,3.3621633122038475e-07,2.4172417179002537e-08
1917,2.4784118313192494e-07,2.1932849314509895e-08
1918,2.8715939848211747e-07,2.756730310693456e-08
1919,2.4124563058336435e-07,4.6960027977327456e-08
1920,2.4761198513800764e-07,3.407504278740703e-08
1921,1.9083323188340273e-07,3.256281289054641e-08
1922,1.9477749979568415e-07,2.0658220023506146e-08
1923,2.218733179404353e-07,3.927900849021171e-08
1924,1.907960358593641e-07,1.933743654092268e-08
1925,2.2876210614697357e-07,3.629398648286042e-08
1926,2.5636118261562757e-07,5.127223767775746e-08
1927,1.8842190385726099e-07,4.7941668412931904e-08
1928,2.490876944705178e-07,1.2568645568755699e-08
1929,2.3394853831959495e-07,5.347394904653413e-08
1930,2.027195522558145e-07,2.5208648724017735e-08
1931,2.0985855631039385e-07,4.790249885644471e-08
1932,2.4220575411959544e-07,1.3151443600811774e-08
1933,1.6403047453650288e-07,4.358851568575517e-08
1934,2.120739637234692e-07,5.751158660416422e-08
1935,1.771306044062726e-07,5.385727952500474e-08
1936,1.709584713793788e-07,2.7886843501079284e-08
1937,2.165672388088069e-07,4.658713548266746e-08
1938,2.2948430178360013e-07,4.148868626430158e-08
1939,2.0035206560464758e-07,1.8352860564618823e-08
1940,1.6989745321716043e-07,1.2678914362851401e-08
1941,2.74489750928808e-07,1.7709016475464523e-08
1942,2.4880536519944485e-07,2.123948195098535e-08
1943,2.2064587335002273e-07,1.7419411024732767e-08
1944,3.5023727917860015e-07,1.927911696952833e-08
1945,2.9627655351305293e-07,2.178504132643866e-08
1946,2.2552188827518194e-07,1.6705325123211878e-08
1947,2.038468953635686e-07,2.8610090296865565e-08
1948,2.674484465003957e-07,5.7621006410712994e-08
1949,2.2186438597415759e-07,6.675565344949064e-08
1950,2.222790547179443e-07,6.593923851383465e-08
1951,2.3348469291306628e-07,5.117473023119601e-08
1952,2.09841602538674e-07,1.5289966359688378e-07
1953,2.3702420071103347e-07,4.632745875809974e-08
1954,2.335636153372178e-07,4.104465189946893e-08
1955,1.9615919777393742e-07,3.003394510869839e-08
1956,1.8488820430206943e-07,3.1396109267944894e-08
1957,1.8553578517988e-07,6.71462899726194e-08
1958,2.622301034094221e-07,1.6544486669545222e-08
1959,1.9609391266328657e-07,1.3951346300444811e-08
1960,2.366925038188583e-07,2.3530832615747954e-08
1961,2.1261367350033922e-07,2.7792636414503136e-08
1962,2.7777768285552895e-07,4.629628025387689e-08
1963,2.2178562253394318e-07,2.780402907909263e-08
1964,1.9407858919961996e-07,2.6161064203833462e-08
1965,1.9863517997098512e-07,4.322914159970992e-08
1966,1.706035034354514e-07,4.43125989235682e-08
1967,1.9425522879146229e-07,3.303324769277083e-08
1968,2.0525771016188799e-07,2.9643345444974045e-08
1969,2.19821075564397e-07,5.5863619952134513e-08
1970,2.28096762810992e-07,3.587005537042387e-08
1971,1.9834214581848642e-07,2.7747345865414275e-08
1972,1.6929484969452346e-07,4.514529194921124e-08
1973,2.1446362286070553e-07,3.914374735458637e-08
1974,1.9520733052225125e-07,4.2754344065087935e-08
1975,1.365043731382798e-07,3.198428855100133e-08
1976,1.696917424354183e-07,4.742227388554454e-08
1977,1.4868258269018497e-07,3.114694457906353e-08
1978,1.7584151057459252e-07,3.742572651788123e-08
1979,1.8082598174373743e-07,2.8089471415526646e-08
1980,1.7908224780871507e-07,3.013129790119251e-08
1981,1.688921794640308e-07,2.024175771442316e-08
1982,1.94294818456342e-07,2.731301029790245e-08
1983,2.0651083776357382e-07,2.9681984869966982e-08
1984,1.820888630987838e-07,4.349256199631668e-08
1985,1.9490408154076988e-07,1.8046674155058895e-08
1986,1.5885385806768682e-07,1.6185111251232343e-08
1987,1.4727069058695363e-07,3.360949207831254e-08
1988,1.9968524522795406e-07,2.0388282617744835e-08
1989,2.7550372050377803e-07,4.664904018625293e-08
1990,1.9342711521375122e-07,2.887784988914177e-08
1991,1.8053313244337232e-07,2.8135033414145028e-08
1992,1.5813539433473522e-07,2.093778816991687e-08
1993,2.0993595750695704e-07,2.4926434250005514e-08
1994,1.6985263856517108e-07,2.2682184963596086e-08
1995,1.800253738859503e-07,2.7654498857554444e-08
1996,1.606765724915249e-07,1.7081894787551732e-08
1997,1.951522031751196e-07,3.16463037997039e-08
1998,1.4781200396996041e-07,1.9549330376733565e-08
1999,1.6498425714495113e-07,2.6964186994327122e-08
2000,1.6611798270282918e-07,1.8997534878550937e-08
2001,1.5465677583037518e-07,3.110660307115154e-08
2002,1.9058313815989436e-07,3.1106671904979066e-08
2003,1.8709483901035995e-07,3.708561546744704e-08
2004,1.7839404908848167e-07,2.2464435645019876e-08
2005,2.0942435341453347e-07,2.026687284661932e-08
2006,1.9601155587523067e-07,2.758986317186185e-08
2007,2.464593842899099e-07,1.9972397791168106e-08
2008,2.584265881289127e-07,3.4059516262896494e-08
2009,2.7941608737869217e-07,2.0980047921170808e-08
2010,4.038842922327035e-07,3.259417225009997e-08
2011,4.837324486528516e-07,1.3766298989636994e-08
2012,4.847655867834533e-07,3.097870038271111e-08
2013,5.712128334778299e-07,2.4544299925821633e-08
2014,6.251640427556993e-07,3.7245658557338857e-08
2015,5.822943377475909e-07,3.8346754216433965e-08
2016,6.135309089660979e-07,2.6927419849442913e-08
2017,6.930508924529732e-07,3.974665985229109e-08
2018,7.901869664150851e-07,1.6779532985289336e-08
2019,7.119806544331198e-07,2.1428296470560326e-08
