year,bien_ADV appeler_VERB,bien_ADV rappeler_VERB
1913,2.0204390693834284e-07,1.3734742765336705e-07
1914,2.236712361991522e-07,1.1585366621602589e-07
1915,2.203002509304497e-07,1.5432797795256192e-07
1916,2.329341981521793e-07,1.4503450529446127e-07
1917,2.7196733753953595e-07,1.7436614996313438e-07
1918,2.2283569478531717e-07,1.435796974647019e-07
1919,2.4492877059856255e-07,1.1693967394421634e-07
1920,2.1808027383940498e-07,1.2569904583870084e-07
1921,2.241533252345107e-07,9.844571735584395e-08
1922,2.442096729282639e-07,1.0919344362037009e-07
1923,2.2187332149314898e-07,8.811237250938575e-08
1924,2.0884431251033675e-07,9.539802192648494e-08
1925,2.2216319450762967e-07,1.330779468844412e-07
1926,2.184643079772286e-07,1.1034676816734645e-07
1927,2.2298449664504005e-07,9.476841000832792e-08
1928,2.4680250021447137e-07,1.1083260176292242e-07
1929,2.4954510990937706e-07,1.3702700130124867e-07
1930,2.426332343929971e-07,9.87338708569041e-08
1931,2.0985856963307015e-07,1.2545892502657807e-07
1932,2.860438996776793e-07,1.20554901172909e-07
1933,2.1450138376621908e-07,1.1241248643045765e-07
1934,2.6000029151873605e-07,1.1023053758663082e-07
1935,2.2979105551712564e-07,1.3045429625435645e-07
1936,2.461317194502044e-07,9.942265677409523e-08
1937,2.4049035118878237e-07,1.2465207532841305e-07
1938,3.020894894234516e-07,7.519824407609121e-08
1939,2.4470480752825097e-07,7.494084997006212e-08
1940,1.7243323213733674e-07,1.0143131845552489e-07
1941,2.803927543482132e-07,8.559357667081713e-08
1942,1.9115533689273434e-07,9.102635090130207e-08
1943,3.3387203757229145e-07,1.3064558856967778e-07
1944,3.084658715124533e-07,5.462416652335378e-08
1945,2.6795601115736645e-07,8.278315277721049e-08
1946,2.6867732572100067e-07,6.542919095409161e-08
1947,3.7669951780117117e-07,1.1205618477561075e-07
1948,3.2289506179949967e-07,9.675979839585125e-08
1949,2.9451024374793633e-07,8.049946842447753e-08
1950,3.647928963346203e-07,8.720996191868835e-08
1951,3.1770977670930733e-07,9.701875569589902e-08
1952,3.7434054434015707e-07,9.49032354924384e-08
1953,4.018637582703377e-07,9.050015137290757e-08
1954,3.342207435252931e-07,7.720303329961098e-08
1955,3.74485750853637e-07,6.288357212724804e-08
1956,3.819860125986452e-07,9.244410392739155e-08
1957,3.9315918343163503e-07,7.774833221674271e-08
1958,3.8052320405768114e-07,8.10679878782139e-08
1959,4.154400699007965e-07,8.448315469422596e-08
1960,3.5642293028104177e-07,8.37420870425376e-08
1961,4.280066150386119e-07,7.712456806530099e-08
1962,4.293504503039003e-07,1.0464228239470685e-07
1963,4.2675952727222466e-07,9.117135135738863e-08
1964,3.936327459541644e-07,9.734349504242346e-08
1965,4.536323956472188e-07,6.019247678068496e-08
1966,4.4201817672728794e-07,6.646889971761993e-08
1967,4.225297516313731e-07,8.282963648298391e-08
1968,4.7294608407355554e-07,7.994719908310799e-08
1969,4.164791960192815e-07,8.947262841729753e-08
1970,4.870049679084332e-07,8.32369195791216e-08
1971,4.973968543708907e-07,6.98822049116643e-08
1972,4.283672581095743e-07,6.412683717371692e-08
1973,5.099713575873466e-07,9.813502543920549e-08
1974,5.130521572027646e-07,5.456804430536977e-08
1975,4.803354727300757e-07,7.253579781263397e-08
1976,5.005049388273619e-07,5.713526718409412e-08
1977,5.618203431367874e-07,7.93365515505684e-08
1978,5.66138339763711e-07,8.257421768576023e-08
1979,5.752489755650458e-07,5.617894416332092e-08
1980,5.292875471241132e-07,5.855705254020904e-08
1981,6.21168965153629e-07,6.641827354769703e-08
1982,6.188879524415825e-07,6.642027727821187e-08
1983,7.041577418931411e-07,5.873243935639039e-08
1984,6.44849762920785e-07,7.770671572870924e-08
1985,6.478755949501647e-07,6.075713798736615e-08
1986,6.773768745915731e-07,6.29420995323926e-08
1987,5.84194083330658e-07,7.210763897091965e-08
1988,6.212429752849857e-07,6.536243546406695e-08
1989,6.267435423978895e-07,6.475983838072352e-08
1990,5.988067641737871e-07,9.80757164370516e-08
1991,5.972833037048986e-07,5.8028504668072856e-08
1992,6.281336482061306e-07,6.06093877308922e-08
1993,6.29807857421838e-07,9.305868786668725e-08
1994,6.287712608354923e-07,7.96513930367837e-08
1995,6.393069611476676e-07,7.211859553990507e-08
1996,6.651262651757861e-07,7.740233343156433e-08
1997,5.95525875723979e-07,8.247218374890508e-08
1998,6.074596399230359e-07,7.867413387430133e-08
1999,5.607636808235839e-07,7.358023879078246e-08
2000,5.602063879450725e-07,7.024669912425452e-08
2001,5.55975759652938e-07,7.535684432014023e-08
2002,5.099741997582896e-07,7.579512839583913e-08
2003,5.237822051640251e-07,9.00055354691176e-08
2004,5.906825322199438e-07,6.475043079490206e-08
2005,5.192823095967469e-07,6.530436991170063e-08
2006,5.172069563741388e-07,7.165128579345037e-08
2007,5.41651388630271e-07,6.790615003637868e-08
2008,4.6704113287887594e-07,7.152498682216901e-08
2009,4.4916373553860467e-07,6.913879246894794e-08
2010,4.818268735107267e-07,5.999217478347418e-08
2011,4.1796013761086215e-07,6.42427266939194e-08
2012,3.9421246356141637e-07,5.072336506373176e-08
2013,3.7067471225782356e-07,4.93675145207817e-08
2014,4.411011786942254e-07,5.2620318768958896e-08
2015,3.5132720199726464e-07,6.117748085898711e-08
2016,3.2851451692295086e-07,5.1990635796528295e-08
2017,3.41620022936695e-07,4.930598151986487e-08
2018,3.1235748565450194e-07,4.724084234908332e-08
2019,2.760168626991799e-07,5.612173126223752e-08
