year,on_PRON appelle_VERB,on_PRON rappelle_VERB
1864,1.2811034139303956e-05,3.5576879753307367e-07
1865,1.0805031706695445e-05,3.002966693088638e-07
1866,1.031753231472976e-05,2.8512491923038397e-07
1867,1.2927889656566549e-05,3.4309377383578976e-07
1868,1.332481633653515e-05,3.6900858901844913e-07
1869,1.1877695214934647e-05,3.530784340455284e-07
1870,1.3298405519890366e-05,3.6239188716535864e-07
1871,1.1454939794930397e-05,5.788541699303096e-07
1872,1.1118638212792575e-05,3.894486582112222e-07
1873,1.331886005573324e-05,3.32821855408838e-07
1874,1.2253922704985598e-05,4.0448104243751004e-07
1875,1.245462044607848e-05,3.8334231788894613e-07
1876,1.2213553873152705e-05,3.186249841746758e-07
1877,1.2087604773114435e-05,3.0862231881201296e-07
1878,1.258727229469514e-05,3.3939679155992053e-07
1879,1.1440322850830853e-05,2.975241457647826e-07
1880,1.0651699540176196e-05,3.549069020891693e-07
1881,1.2054768831148976e-05,3.702401585314874e-07
1882,1.1630950666585704e-05,3.667117312033952e-07
1883,1.1817163567684474e-05,3.4503590029544284e-07
1884,1.1752341379178688e-05,4.2316877113535156e-07
1885,1.2382711247482803e-05,3.313056708975637e-07
1886,1.28636893350631e-05,3.56231211640079e-07
1887,1.0569675851002103e-05,2.8988424816134284e-07
1888,9.955399264072184e-06,4.1594431365865603e-07
1889,1.0121328159584664e-05,3.3142573840905243e-07
1890,9.610696906747762e-06,3.4803791493231984e-07
1891,1.0361932254454587e-05,4.003010189990164e-07
1892,9.150774076260859e-06,4.4381067709764466e-07
1893,9.379268703924026e-06,3.849010283829557e-07
1894,9.70815131040581e-06,3.6107820733377594e-07
1895,9.367973461849033e-06,3.677373285881913e-07
1896,9.914085012496798e-06,3.732819422452849e-07
1897,9.24932510315557e-06,3.7116164719463995e-07
1898,9.655982694312115e-06,3.7967561183904763e-07
1899,1.0051348681372474e-05,3.8306119165554264e-07
1900,8.968582505985978e-06,4.386439798054198e-07
1901,8.92130401553004e-06,3.7221001036868984e-07
1902,8.366141628357582e-06,2.8086823533612915e-07
1903,8.838540452416055e-06,3.834156387938492e-07
1904,9.787730050447863e-06,3.8374825805931323e-07
1905,8.794965424385737e-06,3.7157465726522787e-07
1906,9.05582260202209e-06,4.521738219409599e-07
1907,9.154261306321132e-06,3.929132219582243e-07
1908,8.871933232512674e-06,4.538123477004774e-07
1909,8.246524430433055e-06,3.9277021812722523e-07
1910,8.582171858506626e-06,4.1043077203539724e-07
1911,8.637627388452529e-06,4.3680273620338994e-07
1912,8.268914143627626e-06,4.870808822943218e-07
1913,7.880242492319667e-06,4.1734530498160893e-07
1914,8.468702390018734e-06,4.955590213739924e-07
1915,6.982457421145227e-06,5.07750826272968e-07
1916,7.241836101457011e-06,5.548668298160919e-07
1917,7.383693400697666e-06,4.803293904842576e-07
1918,7.96809922576358e-06,4.812791729591481e-07
1919,7.625019406987121e-06,5.865399543836247e-07
1920,8.60432692206814e-06,4.331316461048118e-07
1921,8.533728987458744e-06,4.414911813910294e-07
1922,8.033096264625783e-06,4.5079185895247065e-07
1923,9.249675485989428e-06,4.0022123926064523e-07
1924,8.014723107407917e-06,4.228452894494694e-07
1925,7.91978800407378e-06,3.310451432980699e-07
1926,1.0063848549179966e-05,4.3581400177572505e-07
1927,8.069809155131225e-06,4.58233131439556e-07
1928,7.516049890909926e-06,4.810363378737748e-07
1929,7.758179208394722e-06,5.82643252755588e-07
1930,7.711745865890407e-06,5.871514474620199e-07
1931,7.6279025051917415e-06,4.881492543518107e-07
1932,7.2343902957072714e-06,5.008508168202752e-07
1933,7.506401516366168e-06,5.138856664643754e-07
1934,6.6497767647888395e-06,4.888484710363628e-07
1935,6.9631478254450485e-06,6.630429538745375e-07
1936,7.271191293511947e-06,6.304851467575645e-07
1937,7.312921297852881e-06,6.484425796315918e-07
1938,7.687075594731141e-06,7.15679846052808e-07
1939,7.435967518176767e-06,8.59525641772052e-07
1940,1.050828450388508e-05,9.914911345276778e-07
1941,7.529283266194398e-06,7.910027193247515e-07
1942,8.498827128278208e-06,9.284687791932811e-07
1943,8.100026434476604e-06,7.809702822214604e-07
1944,8.315725835927879e-06,6.137185550869617e-07
1945,8.559342177250073e-06,6.862287591502536e-07
1946,8.324820555571932e-06,6.153128140340414e-07
1947,1.0248372745991219e-05,6.985630420786038e-07
1948,9.0584567260521e-06,6.044769520485715e-07
1949,7.988099469002918e-06,6.842454922662e-07
1950,8.477446499455255e-06,7.795720193826128e-07
1951,9.201856073559611e-06,6.567423440628772e-07
1952,8.68259144226613e-06,8.30930588335832e-07
1953,8.672931016917573e-06,7.584774266433669e-07
1954,8.015434104891028e-06,9.078685820895771e-07
1955,8.841242561175022e-06,1.0361711133555218e-06
1956,9.011555448523723e-06,7.526345200403739e-07
1957,8.437461019639159e-06,1.0222138655535673e-06
1958,8.536955419913284e-06,1.1821035741377273e-06
1959,8.309576514875516e-06,1.11688274273547e-06
1960,9.172180398309138e-06,1.161315822173492e-06
1961,9.20005777516053e-06,1.0401394376913231e-06
1962,9.059484682438779e-06,9.944187979726848e-07
1963,9.603382522982429e-06,1.075304624009732e-06
1964,9.274401463699178e-06,9.326723215963284e-07
1965,8.9566408405517e-06,8.793574011178862e-07
1966,9.397594112670049e-06,1.0413460529434815e-06
1967,1.0084508176078089e-05,9.791646391477116e-07
1968,9.628697171137901e-06,8.542672844669141e-07
1969,8.791026630206034e-06,1.0059993371669407e-06
1970,8.77160800882848e-06,1.0002226531469205e-06
1971,9.152513484878e-06,1.1551117609087669e-06
1972,9.26555844671384e-06,1.01833416010777e-06
1973,8.60114937495382e-06,1.0000951249367063e-06
1974,8.44679584588448e-06,1.1419910777021869e-06
1975,7.937244163258583e-06,1.1297308049051935e-06
1976,7.63212892707088e-06,1.1049961017306487e-06
1977,8.221029929700308e-06,1.1160009023569728e-06
1978,8.48019408294931e-06,1.0895044795233844e-06
1979,8.405774451603065e-06,1.0919782482687879e-06
1980,8.244037076110544e-06,1.0960970655560232e-06
1981,8.136554242810234e-06,1.1835103350676945e-06
1982,8.567594704800285e-06,1.0962449152884801e-06
1983,8.227593525589327e-06,9.409820904693333e-07
1984,8.627185025034123e-06,9.51037407048716e-07
1985,8.355008731086855e-06,9.877546176539909e-07
1986,8.34012735140277e-06,9.753027825354366e-07
1987,8.473258844787779e-06,9.483987923886161e-07
1988,8.344204729837656e-06,9.402596390373219e-07
1989,8.096077976915694e-06,8.259623882622691e-07
1990,9.208220035361592e-06,8.755982037200738e-07
1991,8.61694013565284e-06,8.393618315949425e-07
1992,9.18673003980075e-06,8.39715482925385e-07
1993,8.725359407435462e-06,8.319889559516014e-07
1994,8.72156374498445e-06,8.872426633388386e-07
1995,8.367926170649298e-06,8.39937627006293e-07
1996,8.738990800338797e-06,8.674399794017518e-07
1997,8.955903922469588e-06,8.726707960704516e-07
1998,8.933566846280883e-06,8.058138405431237e-07
1999,9.142687304120045e-06,8.075545281371888e-07
2000,9.353414498036727e-06,8.495874510572321e-07
2001,8.975788773568638e-06,7.59702118102723e-07
2002,9.024878295349481e-06,7.855530270717281e-07
2003,9.326406825493905e-06,7.787978972828569e-07
2004,9.320538197243877e-06,8.096006069990835e-07
2005,9.439408700018248e-06,9.827181770560856e-07
2006,9.928643976309104e-06,9.0470041413937e-07
2007,9.4892851620898e-06,6.978355600040231e-07
2008,9.821061667025788e-06,7.369628178821586e-07
2009,9.79958895186428e-06,6.575337465619668e-07
2010,1.0497213224880397e-05,8.318599498124968e-07
2011,1.0827194728335598e-05,6.871677555864153e-07
2012,1.0773097983474145e-05,7.370207129042683e-07
2013,9.623596952224034e-06,6.663219664915232e-07
2014,9.0201619968866e-06,5.881349096625854e-07
2015,9.6613873665774e-06,5.339730222431172e-07
2016,9.824365861277329e-06,5.199063508598556e-07
2017,9.572907401889097e-06,5.97709259864132e-07
2018,9.346200158688589e-06,4.899623746723591e-07
2019,8.886875775715453e-06,5.489725651841582e-07
