year,son_DET enseignement_NOUN,son_DET renseignement_NOUN
1882,3.2831014493694965e-06,2.3293848627758962e-08
1883,2.6288450527545137e-06,2.211768546089843e-08
1884,2.8981450128640063e-06,1.8484751507230612e-08
1885,3.2021917348856732e-06,1.160214413431504e-08
1886,3.114441739171525e-06,1.5488312854472497e-08
1887,3.0738176093336733e-06,1.7628096316002484e-08
1888,2.9147804951890066e-06,3.4239320712003973e-08
1889,3.1457251310484935e-06,2.318100600362527e-08
1890,3.2594963954579725e-06,1.8352281472289178e-08
1891,3.0940463062734125e-06,1.211101796627645e-08
1892,3.1267340574459013e-06,2.193979398157353e-08
1893,2.7743666493051933e-06,2.5865349195797194e-08
1894,3.1268238700477013e-06,1.5753848003896564e-08
1895,3.2524593223115517e-06,3.069493459406658e-08
1896,3.151961948333337e-06,3.184395680477792e-08
1897,3.330549503743896e-06,3.903898004864459e-08
1898,3.2914650063275985e-06,2.546259736391221e-08
1899,3.3729284183436903e-06,3.59292577911674e-08
1900,3.428171581276729e-06,2.232152884751315e-08
1901,3.613119659462427e-06,6.035838162610219e-08
1902,2.9186726919760986e-06,1.6203935970793282e-08
1903,3.4183395030140673e-06,3.2401319849384436e-08
1904,3.7514884354550304e-06,2.0961039126632386e-08
1905,3.645560212817145e-06,3.148063143498803e-08
1906,3.724389699755193e-06,2.4177667590219443e-08
1907,3.396848100578609e-06,3.1371344189068395e-08
1908,3.864280969878564e-06,2.89771957540097e-08
1909,3.7956786513859697e-06,3.575639312414225e-08
1910,3.825877485041929e-06,3.634022505139001e-08
1911,3.9663388236022e-06,2.5537795211860725e-08
1912,3.652325233360898e-06,4.428008004708772e-08
1913,4.102392921367937e-06,3.8181524386615706e-08
1914,3.906880323256701e-06,2.209925398233281e-08
1915,3.1018747108646494e-06,3.180805663305364e-08
1916,3.348978424355664e-06,2.746865512825991e-08
1917,3.5377684355353267e-06,3.5092556860405466e-08
1918,3.68138348960656e-06,4.020231703094623e-08
1919,3.7236538759088944e-06,3.406903803515604e-08
1920,4.036756763525773e-06,1.8930579770426448e-08
1921,3.655365077293027e-06,3.7863738810983705e-08
1922,3.5340311228537757e-06,3.6889676535700744e-08
1923,3.7729080020199035e-06,2.7601465113491486e-08
1924,3.565823220696984e-06,5.1566498182609166e-08
1925,3.56121010725019e-06,3.409435223034052e-08
1926,3.300371588466078e-06,2.8979959765251806e-08
1927,3.314664610343243e-06,2.6758140592164636e-08
1928,3.761452745720817e-06,2.6279895148917376e-08
1929,3.4947453855238564e-06,4.344758397500925e-08
1930,3.4798437837935126e-06,2.6259009189288918e-08
1931,3.4170448941495124e-06,2.0529641986399838e-08
1932,3.843509489342978e-06,2.520693354046699e-08
1933,3.568522956243214e-06,5.276504566609219e-08
1934,3.4111559727989516e-06,4.07373743627204e-08
1935,3.469605545092236e-06,1.9149254626427137e-08
1936,3.5246544882738817e-06,2.909931406946953e-08
1937,3.3970836881280775e-06,2.5182236740306507e-08
1938,3.443560871119189e-06,2.2040864577910213e-08
1939,3.3035148874205333e-06,2.4470480752825097e-08
1940,4.323509955383997e-06,2.7893612752905028e-08
1941,3.807438361036475e-06,2.066051862925633e-08
1942,3.5136171590011145e-06,2.1239482173029955e-08
1943,3.4925919294437335e-06,2.6129117092210663e-08
1944,3.833331177816035e-06,2.2492303131116387e-08
1945,3.415894411773479e-06,2.6142048081823077e-08
1946,3.913222457185839e-06,2.0881655515836428e-08
1947,3.348572604977562e-06,1.7881307101674793e-08
1948,3.370285241999227e-06,1.6307831529616124e-08
1949,2.6878969237031924e-06,1.9634017078828947e-08
1950,3.317169202432524e-06,2.7651939404904624e-08
1951,3.2794472133446106e-06,1.3859822178829972e-08
1952,2.997887861511117e-06,2.530752918339374e-08
1953,3.40345205529502e-06,2.693456879754308e-08
1954,3.45654602540435e-06,2.3454086450769296e-08
1955,3.085987856366046e-06,3.003394510869839e-08
1956,2.915477551823642e-06,1.5698054411927842e-08
1957,3.2663133282540002e-06,1.4136060322300636e-08
1958,3.1269079840967606e-06,2.3162280982091943e-08
1959,3.393277495433722e-06,1.937687044151204e-08
1960,3.2292608551642843e-06,1.591791587429725e-08
1961,2.8529141360422727e-06,1.3201502446769098e-08
1962,3.1341947561713823e-06,1.9025868880362395e-08
1963,3.0519771598847e-06,1.2285501393982656e-08
1964,3.0371170680609794e-06,3.2853429976498205e-08
1965,3.3330217092952807e-06,2.2435377999840966e-08
1966,3.000516699103173e-06,2.4371929141508986e-08
1967,2.5263038452294495e-06,2.2679543965065108e-08
1968,2.9342420191369456e-06,2.5151929206046475e-08
1969,2.705070997421899e-06,1.9075383050903838e-08
1970,2.7394604700248237e-06,1.8394900186402552e-08
1971,2.8240631593234866e-06,1.0276794859542804e-08
1972,2.875447307815193e-06,1.48774259578488e-08
1973,2.5129183427452517e-06,9.923766697284009e-09
1974,2.809973139505928e-06,1.5751600912494723e-08
1975,2.7009590866100552e-06,1.599214449754527e-08
1976,2.4625301904279695e-06,1.942599142656931e-08
1977,2.529954514329802e-06,1.3516598507123945e-08
1978,2.515246322332132e-06,5.346532105932056e-09
1979,2.4982073227874935e-06,1.1118749476679568e-08
1980,2.4281278001581086e-06,1.2507331170752423e-08
1981,2.7465535907822414e-06,7.590659323319926e-09
1982,2.831241715739452e-06,9.9320033308814e-09
1983,2.6473805689875007e-06,8.841442245000053e-09
1984,2.9313988392232204e-06,9.858314442556804e-09
1985,2.6697046422441417e-06,1.0828004270990732e-08
1986,2.798225708033897e-06,1.7983456501724504e-08
1987,2.760866962603359e-06,1.2221633316489289e-08
1988,2.863354538362728e-06,1.0194141530917022e-08
1989,2.6655808937903203e-06,9.878619700032232e-09
1990,3.053424009635819e-06,8.172976073694826e-09
1991,2.8129170885904387e-06,1.0550637696837839e-08
1992,3.137913182627017e-06,1.0468894195980738e-08
1993,2.7961920210373137e-06,5.539207315052863e-09
1994,3.2235075622111253e-06,9.494867780901473e-09
1995,2.95198229594007e-06,5.964695848348356e-09
1996,2.9647764279161493e-06,1.014237493990322e-08
1997,2.9963296697133046e-06,7.192341833217597e-09
1998,3.014888079633238e-06,1.0013071483072622e-08
1999,3.0231879861730704e-06,9.597422412355172e-09
2000,2.9658244784513954e-06,1.1486881668076876e-08
2001,2.9240206629310705e-06,5.695575122643959e-09
2002,2.8438508650197036e-06,3.9430991805033955e-09
2003,2.978516505436346e-06,9.167230530238157e-09
2004,3.0965682071837364e-06,6.166707811061656e-09
2005,3.101732275467839e-06,1.3961623857028371e-08
2006,2.9710576825436874e-06,1.153009171472874e-08
2007,3.046589526434218e-06,7.190063211481856e-09
2008,2.9133659467106554e-06,7.6633914214419e-09
2009,2.889047820531232e-06,1.3827758493789588e-08
2010,2.4686543156349217e-06,8.502827775203059e-09
2011,2.646953333851343e-06,1.2236710256186001e-08
2012,2.199147189685391e-06,1.2255309655984092e-08
2013,2.0246259140321854e-06,1.450344977449447e-08
2014,2.134262743425097e-06,1.7973194321729835e-08
2015,2.0982102597599805e-06,1.4186082752942752e-08
2016,2.1430084871099098e-06,1.5120782986821624e-08
2017,2.336751350640043e-06,1.1571812175148466e-08
2018,2.045296128017071e-06,1.884470757218537e-08
2019,1.7423246063685838e-06,1.3265135989648513e-08
