year,ton_DET appel_NOUN,ton_DET rappel_NOUN
1876,2.116105224381215e-08,1.209202959984168e-09
1877,1.7317484668488703e-08,1.2369631985365004e-09
1878,3.261107983654199e-08,3.6234530931267273e-09
1879,1.1607718342077078e-08,1.221865053580018e-09
1880,2.4387815322768347e-08,0.0
1881,2.091752243638112e-08,1.045876096839038e-08
1882,1.4641847068119773e-08,2.6621540527571597e-09
1883,2.464542170343975e-08,6.319338941018771e-10
1884,1.9805090012425808e-08,7.2618666635548834e-09
1885,8.379326565943757e-09,3.2228177904158883e-09
1886,2.0005737511041843e-08,0.0
1887,7.834709769838355e-09,1.9586774424595887e-09
1888,1.2681229177857745e-08,0.0
1889,2.694008721659813e-08,2.5060546970934183e-09
1890,2.490666928256502e-08,1.3108772956016423e-09
1891,1.5298128430707436e-08,1.2748440081367107e-09
1892,1.3790727448892426e-08,2.5074049503359674e-09
1893,1.970693297437265e-08,0.0
1894,1.4493540145821271e-08,0.0
1895,1.2037228991346183e-08,5.416753268150387e-09
1896,2.1229303870384797e-08,3.5382172747233653e-09
1897,2.855089675790623e-08,5.2440420894583895e-09
1898,2.3199254184369522e-08,0.0
1899,2.1004797901014172e-08,1.1055156790007459e-09
1900,2.8550792507964218e-08,1.038210628578895e-09
1901,2.3472703003513118e-08,1.1177477832191585e-09
1902,2.2587305914534284e-08,4.910283846193408e-10
1903,2.6461079549733313e-08,2.1600881083827517e-09
1904,2.2573424907079698e-08,1.0749250378694342e-09
1905,2.0643036613421373e-08,2.0643036169332163e-09
1906,2.9321851613417493e-08,7.716276506641861e-09
1907,4.525702301805268e-08,0.0
1908,2.357466799551844e-08,2.9468334439286537e-09
1909,4.565816302815051e-08,1.6502950117569526e-09
1910,1.4963621453034648e-08,2.137660271017694e-09
1911,2.8197982171462854e-08,2.128149656499545e-09
1912,2.7088990606216612e-08,3.646594803896619e-09
1913,4.030272293675807e-08,3.71209285532359e-09
1914,4.955590277022637e-08,6.696743715117748e-10
1915,5.419150550523e-08,1.1780761921542648e-09
1916,6.37272801196076e-08,0.0
1917,5.1542195955711634e-08,0.0
1918,6.891825421462272e-08,0.0
1919,7.274200175544365e-08,0.0
1920,3.407504234331782e-08,0.0
1921,4.013556154092157e-08,0.0
1922,5.6810102844195853e-08,0.0
1923,5.201814445854325e-08,0.0
1924,4.2542360745301266e-08,0.0
1925,2.749544503188872e-08,2.1996355847875293e-09
1926,2.229227646921572e-08,2.229227691330493e-09
1927,6.13207378208358e-08,0.0
1928,2.0566874314731365e-08,4.570416489713125e-09
1929,2.6736975522467787e-08,3.342121912552898e-09
1930,4.411513399027456e-08,0.0
1931,3.9918748306888574e-08,3.4216069977333063e-09
1932,3.397456205256333e-08,0.0
1933,2.523545639121494e-08,0.0
1934,2.516131836216573e-08,1.1981580172459871e-09
1935,2.992071124197082e-08,0.0
1936,4.7286388138445545e-08,0.0
1937,3.6514243628715803e-08,6.295559074054324e-09
1938,3.1116513810047763e-08,0.0
1939,2.4470481641003516e-08,0.0
1940,1.77504799747652e-08,0.0
1941,3.836953554881006e-08,2.9515025978810172e-09
1942,1.8205270846394228e-08,3.034211770724937e-09
1943,4.3548528783077245e-08,0.0
1944,5.462416474699694e-08,0.0
1945,6.099811278303946e-08,0.0
1946,4.5939644977011085e-08,0.0
1947,5.4836005514147246e-08,0.0
1948,5.3272249722624565e-08,0.0
1949,2.4542520460357764e-08,0.0
1950,4.466851932782845e-08,0.0
1951,1.9190522948520083e-08,1.0661401761424827e-09
1952,3.374337198547295e-08,2.1089607837865287e-09
1953,4.9559604642368527e-08,1.0773827385790469e-09
1954,2.4431340062136542e-08,9.772536113672459e-10
1955,3.472674947602172e-08,9.385607846468247e-10
1956,2.9651881838788086e-08,8.72114158667614e-10
1957,4.1524678806581505e-08,8.835037701437898e-10
1958,2.564395418236387e-08,1.6544486891589827e-09
1959,3.797866421351159e-08,0.0
1960,3.114374957924326e-08,2.076250060767393e-09
1961,3.543561311047938e-08,6.948159270159238e-10
1962,3.4880759613997725e-08,1.9025869768540815e-09
1963,2.90972388405919e-08,6.466053248388448e-10
1964,4.07625879161877e-08,3.6503810529886493e-09
1965,4.1040326692609597e-08,2.188817349590977e-09
1966,3.932742975720771e-08,7.200797291773142e-09
1967,5.127548918792968e-08,4.437302025817047e-09
1968,4.8956432019409135e-08,2.6948494546985557e-09
1969,4.2238347264245135e-08,1.3625273131978588e-09
1970,4.230826888829142e-08,1.3796175313274261e-09
1971,4.6245575369141534e-08,1.0276794970565106e-09
1972,4.46322778735464e-08,6.15617617993891e-09
1973,4.0246386778797216e-08,2.7566018356850464e-09
1974,3.03780877120019e-08,1.1251143350321513e-09
1975,3.998036213204159e-08,0.0
1976,4.342280479630034e-08,2.856763492431469e-09
1977,4.172515088995965e-08,1.1753563677885381e-09
1978,4.871284886576177e-08,5.940591352171509e-10
1979,4.271940667877061e-08,4.096381456264453e-09
1980,3.126832948119329e-08,2.2740602734216964e-09
1981,3.668818771007665e-08,3.795329828193417e-09
1982,5.8350519971384074e-08,2.483000915987077e-09
1983,6.757388337774728e-08,1.2630632095778083e-09
1984,4.1752862056654294e-08,1.1598016991243298e-09
1985,5.414002224313208e-08,2.4062232206745193e-09
1986,3.596691217078174e-08,1.7983456945813714e-09
1987,3.666490044906823e-08,1.2221633705067347e-09
1988,5.276967485201567e-08,1.1993107618124554e-09
1989,4.39049769873634e-08,0.0
1990,4.9582724592767136e-08,3.814055737905164e-09
1991,4.1030257413865456e-08,2.344586080837985e-09
1992,4.9589496731172744e-08,2.7549720282848966e-09
1993,5.871559949355287e-08,5.539207426075166e-10
1994,4.8529325891166764e-08,2.637463358823311e-09
1995,4.663307739960487e-08,2.7112254663563817e-09
1996,5.2847112019804854e-08,1.6014276571496566e-09
1997,4.4592519454766943e-08,9.58978896292706e-10
1998,5.0065356305140085e-08,9.536258449571733e-10
1999,5.210029252467052e-08,9.140402323914998e-10
2000,5.478359010879785e-08,0.0
2001,4.074527093500535e-08,4.8193329327261836e-09
2002,4.030723754766541e-08,0.0
2003,5.291991977962596e-08,8.333845835650777e-10
2004,5.990516083187458e-08,1.7619165015858584e-09
2005,5.7197621305959956e-08,1.8014998381943315e-09
2006,5.600330332811154e-08,2.8825228315376705e-09
2007,1.0785094683996022e-07,7.988958938831558e-10
2008,1.1537661581684233e-07,5.5346713878634546e-09
2009,1.3207893712063878e-07,1.907277002999308e-09
2010,1.6108134204273483e-07,2.3618965672156378e-09
2011,1.8966901293993033e-07,8.030341169806832e-09
2012,1.8553176861502152e-07,1.1574459612972987e-08
2013,2.077898102470499e-07,3.346950105953539e-09
2014,2.3235226720430546e-07,2.5985342766432495e-09
2015,2.1611610190319652e-07,1.773260344117844e-09
2016,2.2536179766774467e-07,3.314143987021012e-09
2017,2.689188516313834e-07,4.779661555431858e-09
2018,3.108085868674948e-07,6.195520207974425e-09
2019,3.2091424984059813e-07,2.5509878653906526e-09
