year,son_DET ados_NOUN,son_DET radeau_NOUN
1984,0.0,3.247444735343663e-08
1985,0.0,3.0679345397466307e-08
1986,1.1988970927134801e-09,3.4768014467445596e-08
1987,0.0,3.0554084595735276e-08
1988,0.0,3.537966691835592e-08
1989,0.0,3.3477544403304194e-08
1990,0.0,2.7788119805194356e-08
1991,0.0,3.634108303174344e-08
1992,0.0,2.0937787503783056e-08
1993,0.0,2.603427545766479e-08
1994,0.0,2.6902126415428995e-08
1995,0.0,4.229511713083056e-08
1996,0.0,4.110331008888579e-08
1997,0.0,4.3154051998506304e-08
1998,9.536258449571733e-10,4.482041593423247e-08
1999,0.0,2.9249287658572598e-08
2000,0.0,2.2090157814069755e-08
2001,0.0,2.409666541303146e-08
2002,4.38122149670761e-10,3.3297282875377476e-08
2003,0.0,4.2502613872841266e-08
2004,0.0,7.04766629500142e-08
2005,0.0,4.368636985496721e-08
2006,4.1178899179428186e-10,3.500206408046935e-08
2007,0.0,2.995859560428471e-08
2008,0.0,3.278228630221314e-08
2009,0.0,4.8635563132393145e-08
2010,4.723793023408973e-10,5.9519792205975364e-08
2011,0.0,4.894684185741127e-08
2012,0.0,6.161697563289437e-08
2013,0.0,5.6898149636275264e-08
2014,0.0,7.75229341831718e-08
2015,0.0,6.827052057012395e-08
2016,2.0713400439298368e-10,6.959702414377489e-08
2017,0.0,6.766994486984146e-08
2018,0.0,7.124847889450336e-08
2019,0.0,7.244805422246259e-08
