year,un_DET apport_NOUN,un_DET rapport_NOUN
1966,3.7770950029880623e-06,2.3874520934441534e-05
1967,3.4768725498679487e-06,2.3766681856329797e-05
1968,3.5527100550325486e-06,2.354040821472836e-05
1969,3.2205603659463122e-06,3.31575565581943e-05
1970,3.548836183142612e-06,2.7208815666313058e-05
1971,3.498221005315827e-06,2.5185342153122292e-05
1972,3.542366471265268e-06,2.5055124709183474e-05
1973,3.6486381560507652e-06,2.5482579374624947e-05
1974,3.733692025775781e-06,2.683960174465483e-05
1975,3.805559302350048e-06,2.584102163893931e-05
1976,3.640659429038351e-06,2.6274225440658938e-05
1977,3.6001165284460512e-06,2.740402126732988e-05
1978,3.7015824432273803e-06,2.6031076473032044e-05
1979,3.7891527426836547e-06,2.7190608975047326e-05
1980,3.890917142257422e-06,2.6832205129778686e-05
1981,3.8124088064250827e-06,2.7165072395973766e-05
1982,3.7828519339200284e-06,2.8551406174415206e-05
1983,3.850448294429043e-06,2.7852438044817518e-05
1984,3.590166230083014e-06,2.8144907417981813e-05
1985,3.6514437482537687e-06,2.8361550903355237e-05
1986,3.464213207848843e-06,2.7809617726859415e-05
1987,3.6848226301344766e-06,2.774555203188811e-05
1988,3.7202620433163247e-06,2.8291741081432065e-05
1989,3.403733316531543e-06,2.892679447086266e-05
1990,3.4255668737159795e-06,2.801914308747655e-05
1991,3.2015322233291954e-06,2.852130354114024e-05
1992,3.3142313355938313e-06,2.8527184284143914e-05
1993,3.142392472454958e-06,2.910133372324708e-05
1994,3.221397747665833e-06,3.078130661293699e-05
1995,3.44976314181622e-06,3.070408479999287e-05
1996,3.266378598709707e-06,3.0808799031945e-05
1997,3.1886047509033233e-06,3.137635066252642e-05
1998,3.0949926568268893e-06,3.2044689703525364e-05
1999,2.9605762179585327e-06,3.196033129171383e-05
2000,2.8438869605906802e-06,3.2083302919261314e-05
2001,2.980100276772646e-06,3.2786359298597745e-05
2002,2.9717824503450174e-06,3.294941301845711e-05
2003,2.89601143776963e-06,3.203780359228858e-05
2004,3.019484367428049e-06,3.224571565851875e-05
2005,3.1422661095348303e-06,3.199238529560944e-05
2006,3.0023535657619504e-06,3.155374265872979e-05
2007,2.9583115974674e-06,3.1139764161025596e-05
2008,2.9116629605141497e-06,3.0157148557918845e-05
2009,2.5400162257938064e-06,3.006059340293632e-05
2010,2.7681426075787385e-06,2.829740954979343e-05
2011,2.8343279439013713e-06,2.468068033323334e-05
2012,2.524934259895417e-06,2.330755724244682e-05
2013,2.323062261666564e-06,2.410640750838411e-05
2014,2.095717952954601e-06,2.14809989955711e-05
2015,2.010877139468903e-06,2.1692294211561602e-05
2016,2.0968175533653266e-06,1.9617246710623704e-05
2017,2.537748770237158e-06,2.1746201383621155e-05
2018,1.9203530712275096e-06,1.9763450616494538e-05
2019,1.8680883044908114e-06,1.922756008809756e-05
