year,prochain_ADJ établissement_NOUN,prochain_ADJ rétablissement_NOUN
1925,8.798542117105512e-09,3.519416935660047e-08
1926,1.2260752413340015e-08,2.0063049888108253e-08
1927,1.1149224654616319e-08,3.5677519605314956e-08
1928,1.5996457491951332e-08,1.2568645679778001e-08
1929,1.1140405931087116e-08,2.2280811862174232e-08
1930,1.3654684494213143e-08,2.7309368988426286e-08
1931,1.596749932275543e-08,2.167017854048936e-08
1932,5.4797681947604815e-09,1.3151444377967891e-08
1933,3.4411986593596566e-09,1.9500125958415992e-08
1934,9.585264137967897e-09,1.5576054224197833e-08
1935,8.377798899061872e-09,1.795242710045386e-08
1936,7.274828739411987e-09,1.091224355320719e-08
1937,1.0072894518486919e-08,5.0364472592434595e-09
1938,6.482607339819424e-09,3.8895642262559704e-09
1939,7.647025235257843e-09,6.117620188206274e-09
1940,5.0715658339584024e-09,7.607348528892999e-09
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,2.4273694165799498e-08,1.8205270180260413e-08
1943,1.7419411690866582e-08,2.9032352077962287e-09
1944,1.2852744646352221e-08,6.4263723231761105e-09
1945,0.0,1.089252066321933e-08
1946,1.1136883415474585e-08,1.8097434661967782e-08
1947,1.3112957830685446e-08,1.6689218895749036e-08
1948,1.848220954059343e-08,5.435944139264848e-09
1949,5.890204768377316e-09,1.8652315247891238e-08
1950,6.381216888229346e-09,1.2762433776458693e-08
1951,4.264560704569931e-09,9.595261474260042e-09
1952,8.435843135146115e-09,6.326882129314981e-09
1953,6.464296653518886e-09,1.723812381726475e-08
1954,5.863521668203475e-09,1.8567819282111486e-08
1955,1.407841132561316e-08,1.5016972554349195e-08
1956,3.488456634670456e-09,1.4825940475304833e-08
1957,1.236905244894615e-08,7.951533653738352e-09
1958,4.9633461784992505e-09,8.272243334772611e-09
1959,6.975672928177801e-09,1.007597205671118e-08
1960,4.844583401109048e-09,1.3841666479663672e-08
1961,1.3896318207251568e-08,1.181187059273725e-08
1962,5.0735651235811474e-09,5.7077609305622445e-09
1963,9.69907976156037e-09,1.2932106496776896e-09
1964,7.30076216148845e-09,1.3993127545575135e-08
1965,1.4774516721161035e-08,5.47204326295514e-09
1966,7.200797069728537e-09,1.5509408868297214e-08
1967,4.930335584241163e-09,5.916402479044791e-09
1968,1.0779397818794223e-08,6.287982134978165e-09
1969,1.9075383050903838e-08,1.862120768691966e-08
1970,5.518470125309705e-09,9.657322941336588e-09
1971,1.1818314327172175e-08,1.7470551227916076e-08
1972,5.130146862875051e-10,1.898154344814884e-08
1973,7.167165139154719e-09,1.1026407342740185e-08
1974,5.625571564138454e-09,2.2502286700643026e-09
1975,5.711480177694739e-09,4.569184142155791e-09
1976,4.570821499072508e-09,1.0284348483935446e-08
1977,4.701425582176455e-09,7.639816779203557e-09
1978,6.534650598410963e-09,7.72276909088987e-09
1979,9.948355028654987e-09,1.345953837272873e-08
1980,6.822180820265089e-09,6.822181042309694e-09
1981,4.427884725544118e-09,9.488323904349727e-09
1982,4.966001831974154e-09,9.311253101884631e-09
1983,1.2630632095778083e-09,8.209910973278056e-09
1984,8.118611560803402e-09,8.118611560803402e-09
1985,1.3234227935754461e-08,1.142956040922627e-08
1986,1.1988970705090196e-08,1.4386765556650971e-08
1987,3.6664902225425067e-09,5.49973533381376e-09
1988,7.195864348830128e-09,1.0194141530917022e-08
1989,4.390497743145261e-09,1.0976243913773942e-08
1990,2.179460389939436e-09,1.3621627381610324e-08
1991,2.9307325455363298e-09,4.10302547493302e-09
1992,4.4079553340736766e-09,9.91789939064347e-09
1993,2.2156829704300662e-09,5.539207315052863e-09
1994,4.219941229788304e-09,8.967375286772494e-09
1995,6.506940763983948e-09,3.253470381991974e-09
1996,4.804283193493575e-09,4.804283193493575e-09
1997,5.753873377756236e-09,5.274384040632185e-09
1998,3.337690568372409e-09,5.72175506974304e-09
1999,1.8280804647829996e-09,5.941261704833778e-09
2000,2.6508188977203417e-09,2.2090156370779823e-09
2001,4.381211921034023e-09,4.8193329327261836e-09
2002,2.1906108038649563e-09,7.009954394732176e-09
2003,5.000307723435071e-09,5.416999737661854e-09
2004,3.523833003171717e-09,9.690540814233373e-09
2005,4.053374524914943e-09,1.8014998381943315e-09
2006,3.706100981659688e-09,5.7650457740976435e-09
2007,1.997239706952314e-09,5.192823504529542e-09
2008,5.5346713878634546e-09,2.554463751636149e-09
2009,5.245011536203492e-09,5.721831008997924e-09
2010,9.447586046817946e-10,1.8895172093635892e-09
2011,2.6767803529281764e-09,6.500752380844688e-09
2012,2.7234021704458655e-09,3.063827413996023e-09
2013,4.741512515948898e-09,4.462600067256517e-09
2014,3.031623174720721e-09,2.815078836704288e-09
2015,2.659890530054554e-09,5.319781060109108e-09
2016,5.178350193091319e-09,4.556948152156792e-09
2017,2.7671724911471074e-09,3.2702947017071438e-09
2018,1.0325866828253538e-09,4.904786798931582e-09
2019,2.2958890344426663e-09,4.591778068885333e-09
