year,bien_ADV acheter_VERB,bien_ADV racheter_VERB
1848,2.574470947536156e-08,5.63165514222419e-09
1849,2.76520690789539e-08,7.54147322368226e-09
1850,2.851378333446064e-08,1.3577992064028876e-09
1851,2.1928091564760166e-08,3.2247193804124663e-09
1852,2.7344290387532055e-08,0.0
1853,4.837264788726259e-08,4.777545470346922e-09
1854,6.494580473415112e-08,6.754363734984281e-09
1855,6.04990830765928e-08,1.5920811335945473e-09
1856,3.2616291889553395e-08,1.2425253714809514e-08
1857,4.051652457981447e-08,4.881508974818871e-09
1858,4.893675864536817e-08,1.3702292633865909e-08
1859,6.568903643255908e-08,1.1202780925145817e-08
1860,2.5632230560290736e-08,2.288591982591015e-09
1861,3.301174444914068e-08,1.8863854922557266e-09
1862,5.602302977081308e-08,3.162590411776023e-09
1863,4.744889636754124e-08,7.491931519609807e-09
1864,3.835782536043553e-08,9.589455896019672e-10
1865,4.6127073716206723e-08,2.8241067262513297e-09
1866,3.259960479340407e-08,0.0
1867,3.2513836956127307e-08,1.94112459439566e-09
1868,3.951899107956791e-08,5.9278488784286765e-09
1869,3.0277819473845113e-08,6.348574999037737e-09
1870,2.8096839521651873e-08,3.4404292748035914e-09
1871,5.0981649346582e-08,0.0
1872,6.591600132388464e-08,3.628403577593531e-09
1873,3.0528621575154347e-08,5.9860045809045914e-09
1874,4.241972462182275e-08,2.9873046258899194e-09
1875,9.154443425529735e-09,1.716458086775674e-09
1876,2.9020871705753848e-08,6.650616057868319e-09
1877,1.9791411176584006e-08,1.2369631985365004e-09
1878,3.9857986022795444e-08,3.6234530931267273e-09
1879,2.8713828537085817e-08,1.221865053580018e-09
1880,2.759673911612026e-08,9.626769603698904e-09
1881,5.020205406935929e-08,5.5780060570498335e-09
1882,3.3276926103553706e-08,5.324308105514319e-09
1883,3.222862893226264e-08,5.0554711528150165e-09
1884,2.7727128149024338e-08,1.9805090900604227e-09
1885,3.4161868001092444e-08,5.80107206715752e-09
1886,5.549978965291302e-08,1.2906927748801422e-09
1887,5.027272109714431e-08,2.6115698492645834e-09
1888,2.8532765483646472e-08,0.0
1889,3.821733329800736e-08,6.265136742733546e-10
1890,3.0805616391127444e-08,6.554386366985909e-09
1891,3.505821055682645e-08,1.9122659011827636e-09
1892,4.5133290882404253e-08,2.5074049503359674e-09
1893,2.586534902926374e-08,3.695050043717174e-09
1894,2.5836310868498913e-08,1.8904617871129403e-09
1895,3.310238128051424e-08,9.629783193076946e-09
1896,3.4792471126365854e-08,5.307326134129653e-09
1897,3.554295135987928e-08,3.4960281336537946e-09
1898,3.338429455101988e-08,3.960848538042683e-09
1899,2.4874102777516782e-08,1.4371703827009696e-08
1900,3.3741844873702576e-08,3.633737311048435e-09
1901,1.5089595406525547e-08,7.824234593556412e-09
1902,1.5221880644844532e-08,3.928227076954727e-09
1903,3.510143287144274e-08,5.940242076007962e-09
1904,3.332267528577404e-08,1.6123875568041512e-09
1905,3.148063143498803e-08,1.5482277682110634e-09
1906,4.423998589686562e-08,7.201858220895474e-09
1907,3.239991386294605e-08,4.6285588695127444e-09
1908,3.73265565123404e-08,4.911389073214423e-09
1909,3.135560788791736e-08,2.7504918342913243e-09
1910,2.5651923141190025e-08,6.412980813053082e-09
1911,3.724261865567513e-08,7.448523575703803e-09
1912,1.719108944087111e-08,1.5628263128064646e-09
1913,3.44694331411155e-08,4.242391771214216e-09
1914,2.8126324380650658e-08,7.366418142140674e-09
1915,2.3561523843085297e-08,1.1780761921542648e-09
1916,3.625862632361532e-08,3.2962386153911893e-09
1917,4.605898173970502e-08,0.0
1918,4.2499594066214286e-08,2.2972752589112133e-09
1919,4.9722380879302364e-08,4.603924352863942e-09
1920,3.331781917026433e-08,2.2716695191604686e-09
1921,5.300923355822107e-08,1.060184651180407e-08
1922,3.2462917132214386e-08,9.591316185719734e-09
1923,2.9724654737606215e-08,4.246379248229459e-09
1924,4.2542360301212057e-08,3.867487219366694e-09
1925,3.959344141435395e-08,4.399271169575059e-09
1926,1.89484357093761e-08,7.802296586589819e-09
1927,4.0137208334734e-08,2.2298449753321847e-09
1928,3.7705934374798744e-08,1.3711249025050165e-08
1929,2.3394852499691865e-08,2.2280812750352652e-09
1930,3.151081173768944e-08,4.201441416995522e-09
1931,4.21998205268892e-08,2.2810713318222042e-09
1932,4.493409977435192e-08,4.383814644626227e-09
1933,4.588264790328367e-08,1.1470662197865522e-09
1934,6.350237669039416e-08,3.5944740517379614e-09
1935,3.351119559624749e-08,0.0
1936,3.273672888326473e-08,4.849885826274658e-09
1937,3.14777944820932e-08,2.5182236296217297e-09
1938,2.9819993030422154e-08,0.0
1939,3.8235127064467633e-08,0.0
1940,3.550096039361961e-08,0.0
1941,2.066051862925633e-08,0.0
1942,3.034211815133858e-08,6.068423541449874e-09
1943,2.322588166236983e-08,8.709705845433291e-09
1944,5.7837350908584995e-08,3.2131861615880553e-09
1945,2.6142048525912287e-08,0.0
1946,3.897909195416105e-08,6.960552134671616e-09
1947,2.8610090296865565e-08,3.5762612871081956e-09
1948,4.5661929126694645e-08,5.435944139264848e-09
1949,2.6505922789965553e-08,0.0
1950,1.8080113850516e-08,0.0
1951,2.5587364560486492e-08,0.0
1952,3.268889159357968e-08,1.0544803918932644e-09
1953,3.016671712430252e-08,4.3095309543161875e-09
1954,3.909014378855602e-08,1.9545072227344917e-09
1955,4.5050916774869165e-08,2.815682353940474e-09
1956,5.755953580433015e-08,2.616342476002842e-09
1957,3.0922631566454584e-08,2.6505113659425206e-09
1958,3.0607301415574995e-08,8.272243445794913e-10
1959,4.1078963008978064e-08,3.8753737996444215e-09
1960,3.3220001471878646e-08,0.0
1961,3.1266716493671964e-08,6.948159270159238e-10
1962,4.1856910826254534e-08,6.341956404476434e-10
1963,2.5864213881732212e-08,4.526237162849611e-09
1964,4.3804570581951197e-08,3.041984220075733e-09
1965,4.049311996823235e-08,2.188817349590977e-09
1966,3.711180018850513e-08,3.8773522170743036e-09
1967,3.155414751709884e-08,2.9582012395223956e-09
1968,2.649935382237345e-08,2.6948494546985557e-09
1969,4.723428048691858e-08,9.083515606356229e-10
1970,3.5870056092068836e-08,1.3796175313274261e-09
1971,3.648262147937231e-08,4.1107179882260425e-09
1972,4.4119263242770046e-08,1.5390440033513642e-09
1973,2.4258096587015388e-08,2.205281512956958e-09
1974,3.8816443503897347e-08,2.2502286700643026e-09
1975,4.0551507929365016e-08,1.1422960355389478e-09
1976,4.1708744680235554e-08,0.0
1977,3.9962115061520365e-08,1.7630346071939584e-09
1978,3.801978387674154e-08,4.158414057542359e-09
1979,2.808947208166046e-08,2.3407893401383717e-09
1980,5.2871902522788616e-08,3.411090521154847e-09
1981,6.262294216519138e-08,3.795329828193417e-09
1982,3.9107265425997184e-08,3.1037510339615437e-09
1983,4.23126186310796e-08,1.89459470334441e-09
1984,4.1752862056654294e-08,0.0
1985,4.3913575442644515e-08,1.2031116103372597e-09
1986,5.6947612292468364e-08,1.7983456945813714e-09
1987,3.9720310263113845e-08,1.8332451112712533e-09
1988,7.015967867785022e-08,2.398621523624911e-09
1989,4.225854022266162e-08,2.1952488715726304e-09
1990,4.195461400513523e-08,3.814055737905164e-09
1991,4.6891721616759696e-08,5.2753188484189195e-09
1992,3.250867003368185e-08,5.509944167592096e-10
1993,3.877445209354846e-08,1.1078414852150331e-09
1994,4.74743404588196e-08,1.5824779264761446e-09
1995,3.95838926636749e-08,1.626735190995987e-09
1996,8.00713859661073e-08,1.6014276571496566e-09
1997,5.2743838296898105e-08,1.438468344439059e-09
1998,9.583939797330743e-08,4.7681290027412615e-09
1999,4.204584991285287e-08,3.1991407301035224e-09
2000,3.357703937112433e-08,1.7672125984802278e-09
2001,3.811654333829573e-08,3.943090742808408e-09
2002,4.644094708794455e-08,2.6287327870022636e-09
2003,3.70856136910902e-08,3.333538334260311e-09
2004,4.845270434872262e-08,1.7619165015858584e-09
2005,4.2785622600405304e-08,2.702249757291497e-09
2006,6.259192542046321e-08,1.2353669198716943e-09
2007,9.506861431418656e-08,2.7961355453243186e-09
2008,8.216858660148318e-08,3.405951742863067e-09
2009,5.531103375311375e-08,4.76819250749827e-10
2010,7.13292727105852e-08,1.8895172093635892e-09
2011,9.445210880087984e-08,2.6767803529281764e-09
2012,9.293609903870959e-08,5.7872298064864935e-09
2013,7.391181594540441e-08,4.183687618564136e-09
2014,7.600712842448232e-08,3.681256854903836e-09
2015,7.270367119449617e-08,6.871383906315032e-09
2016,7.891805742232805e-08,4.971216327476213e-09
2017,6.515433509379776e-08,3.2702947017071438e-09
2018,6.660184331819252e-08,3.3559066636712487e-09
2019,6.709098165913474e-08,3.826481798085979e-09
