year,un_DET enseignement_NOUN,un_DET renseignement_NOUN
1994,6.649572455330599e-06,5.791869153171092e-07
1995,7.233549283114371e-06,5.818289832149048e-07
1996,7.0308010009512145e-06,4.788268714861488e-07
1997,7.51839439772084e-06,5.058613687936031e-07
1998,7.281410205450811e-06,5.793276809384906e-07
1999,7.616240026209198e-06,5.196318610956041e-07
2000,7.713441050327674e-06,5.222113372838066e-07
2001,7.619803696456984e-06,5.599188384053377e-07
2002,7.212804973733e-06,5.765687571823719e-07
2003,7.664637820425924e-06,5.125315247767048e-07
2004,7.41062066822451e-06,4.915746973921387e-07
2005,7.573505399705027e-06,4.7019146443005866e-07
2006,7.230602960817123e-06,4.739691359390008e-07
2007,6.872501785437635e-06,5.652188210802933e-07
2008,6.7016359679428206e-06,5.368631548208214e-07
2009,6.43753654117063e-06,5.140111376533696e-07
2010,5.958592510069138e-06,5.616589984214215e-07
2011,5.31608563392183e-06,6.313377980404766e-07
2012,4.447656280603951e-06,7.118292550956085e-07
2013,4.262619924588762e-06,7.000703963200294e-07
2014,4.09593943118125e-06,8.287158621556046e-07
2015,4.227452393479325e-06,7.902091212486084e-07
2016,3.990022122479786e-06,7.351185598025722e-07
2017,4.326096970430626e-06,5.587172893228853e-07
2018,3.892335413979708e-06,7.326202293711503e-07
2019,3.651994006759196e-06,7.675922226724197e-07
