year,on_PRON envoie_VERB,on_PRON renvoie_VERB
1879,7.349518256205556e-07,2.4742767301688673e-07
1880,7.560223025393498e-07,2.605645548214852e-07
1881,8.506459181489845e-07,2.440377606660604e-07
1882,7.953185274800489e-07,2.0498585584505236e-07
1883,1.0268925620948721e-06,2.698357803865292e-07
1884,9.5526556265213e-07,2.1851616338608437e-07
1885,1.0203441576095429e-06,2.558917380213188e-07
1886,9.434963885723846e-07,2.491037029983545e-07
1887,8.585535624661134e-07,2.487520269767174e-07
1888,8.420336286008023e-07,2.4411366794652167e-07
1889,8.113351981364758e-07,2.2554492673521054e-07
1890,9.851243021330447e-07,2.7856141571191984e-07
1891,1.1269621040810307e-06,3.1743616091262084e-07
1892,1.179734027800805e-06,2.9712749949339923e-07
1893,9.748773237561181e-07,2.2847724956420734e-07
1894,1.0706314981234755e-06,2.602535715823251e-07
1895,1.0117290827338365e-06,3.1657911137017436e-07
1896,1.037877112253227e-06,2.429575971518716e-07
1897,9.322741476580632e-07,2.4297396095107615e-07
1898,1.0739557581018744e-06,2.0539828327059695e-07
1899,1.0015971838583937e-06,2.0175661319399296e-07
1900,9.894147439126755e-07,2.75125817239541e-07
1901,1.0858919949896517e-06,2.721715830489302e-07
1902,1.271763480303889e-06,2.1016015239183616e-07
1903,9.75279760950798e-07,2.3814970973035088e-07
1904,1.1206093404325657e-06,2.1605993794082679e-07
1905,9.29452724562907e-07,2.2862162651904328e-07
1906,9.69164361208641e-07,2.1348365208950781e-07
1907,9.329117744982796e-07,2.3297080886663935e-07
1908,9.311993380833883e-07,3.3151876266401814e-07
1909,8.691553858852785e-07,2.464440598259898e-07
1910,1.007906817562798e-06,2.698796066624709e-07
1911,9.14040271027261e-07,2.5803814196478925e-07
1912,9.501984266080399e-07,3.1256526966672027e-07
1913,1.0213558141458634e-06,2.1795287707959687e-07
1914,9.080784622028659e-07,2.50458221273675e-07
1915,8.175848620339821e-07,2.2383447628726572e-07
1916,6.823214135920352e-07,2.0876178297157821e-07
1917,9.255661979068464e-07,2.357781276884907e-07
1918,9.258019417757168e-07,2.0560613478437517e-07
1919,8.231816224224531e-07,1.4732557040986194e-07
1920,7.852404309005578e-07,1.9536357775962188e-07
1921,7.852939205577059e-07,2.2718241865504751e-07
1922,8.37395674579966e-07,2.0584440463267129e-07
1923,7.356851909889883e-07,2.0488780450023114e-07
1924,7.386900762185178e-07,2.926398856573087e-07
1925,7.423769972092487e-07,1.8037011528804214e-07
1926,6.743413791809871e-07,1.9505741732928072e-07
1927,6.611490306340784e-07,2.3524864189994332e-07
1928,6.010097735043018e-07,2.2052259396332374e-07
1929,5.681607433416502e-07,1.6264993618619883e-07
1930,7.037414491151139e-07,2.0692098701147188e-07
1931,7.105537065399403e-07,2.61182677263605e-07
1932,7.419606191660932e-07,1.7316068223749426e-07
1933,7.065928002703004e-07,3.3494333706585167e-07
1934,6.505998300099236e-07,2.3723529096741913e-07
1935,7.3126214772401e-07,2.1064179733798483e-07
1936,6.135105792282047e-07,2.485566472643086e-07
1937,6.786612658515878e-07,2.2915834918535438e-07
1938,6.391850462250659e-07,2.3855994157884197e-07
1939,5.765857054029766e-07,2.217637344870127e-07
1940,6.56767753071108e-07,2.0032684489024177e-07
1941,6.316215603874298e-07,1.5347812976074238e-07
1942,6.7359501088049e-07,2.3666851234338537e-07
1943,5.980664496973986e-07,1.5096822991722547e-07
1944,5.494548247497733e-07,3.18105435326288e-07
1945,5.925530928152511e-07,2.0913639531272565e-07
1946,5.832942662209462e-07,2.3805088744666136e-07
1947,5.972356404981838e-07,2.419936784292531e-07
1948,5.207634217185841e-07,1.6307831529616124e-07
1949,5.821485871138066e-07,1.502002273667813e-07
1950,4.987984425497416e-07,1.9569064590996277e-07
1951,6.812635575670356e-07,2.3135241455918276e-07
1952,5.27240189285294e-07,2.0773263642581696e-07
1953,6.852154399439314e-07,2.865838055754466e-07
1954,6.322830898852771e-07,2.433361530052025e-07
1955,5.621979113357156e-07,2.1493042012821206e-07
1956,6.13096261758983e-07,2.066910589348936e-07
1957,5.371702798129263e-07,2.3942952864786093e-07
1958,6.353082682153399e-07,2.1011498674283757e-07
1959,5.193001015868504e-07,2.3407257998542264e-07
1960,5.688924886726454e-07,2.3461625886511683e-07
1961,6.503476868147118e-07,2.966864016684667e-07
1962,5.549212005462323e-07,2.283104336697761e-07
1963,5.812981953567942e-07,2.075603049433994e-07
1964,6.284739271222861e-07,2.975060482413028e-07
1965,4.72237360327199e-07,2.1833453445196938e-07
1966,5.234425657363317e-07,2.520279025475247e-07
1967,4.979638816848819e-07,2.3813520400040034e-07
1968,4.536329996085442e-07,2.5645984180755477e-07
1969,5.395608226876902e-07,3.883202808196984e-07
1970,4.943629505760327e-07,2.4235280449147467e-07
1971,5.189781404624227e-07,2.8929177986469767e-07
1972,4.3093233870195036e-07,2.821580764589271e-07
1973,4.7027626948192847e-07,2.723522669612066e-07
1974,4.837991696149402e-07,2.835288199776187e-07
1975,4.4492431072740146e-07,3.0499303704800695e-07
1976,4.393702113247855e-07,2.3825406714195196e-07
1977,4.7014255954991313e-07,2.415357371887694e-07
1978,4.4554434452948044e-07,2.447523606008417e-07
1979,4.892249734211873e-07,2.53975645847504e-07
1980,4.4116769970514724e-07,2.865315877897956e-07
1981,4.4974657953389396e-07,3.143798181781676e-07
1982,4.587344335504895e-07,2.6009435316609597e-07
1983,3.8649733369311434e-07,3.1513427956042506e-07
1984,4.3376583391818713e-07,2.5457647723214905e-07
1985,4.1687817997626553e-07,3.079965722463385e-07
1986,4.23210664735052e-07,3.12312700145867e-07
1987,4.4731177695211954e-07,2.7376459854622226e-07
1988,4.305525678205413e-07,2.908328653461467e-07
1989,4.966750566381961e-07,2.7660135515361617e-07
1990,3.950272073893757e-07,2.964066183608338e-07
1991,4.900184933376295e-07,2.760750135166745e-07
1992,4.1655178506516677e-07,3.1351582663319277e-07
1993,4.796953732011389e-07,3.694651269370297e-07
1994,4.800183290853965e-07,2.911759438006811e-07
1995,3.925854485942182e-07,3.2697379737101073e-07
1996,4.14235955759068e-07,3.053388724083561e-07
1997,4.2530713528776687e-07,3.663299494860439e-07
1998,4.281780050519046e-07,4.195953735575131e-07
1999,4.1268916106673714e-07,3.36366809960964e-07
2000,4.272236324709411e-07,3.556515366653912e-07
2001,4.6046537249821995e-07,3.601356013405166e-07
2002,4.5345643684413517e-07,3.7065134961267177e-07
2003,4.1210867607333057e-07,3.1085244245332433e-07
2004,4.5457444741714426e-07,4.4444344382554846e-07
2005,4.003833495858089e-07,4.09841213411255e-07
2006,4.3773169267069534e-07,3.734926252718651e-07
2007,4.473817156736004e-07,3.163627724234175e-07
2008,4.4021925305059995e-07,3.210109511542214e-07
2009,5.092429518072095e-07,2.918133858997862e-07
2010,4.5017747396514096e-07,2.7775903532756274e-07
2011,5.147066275412726e-07,3.150952920805139e-07
2012,5.371910845042294e-07,2.3489343803362317e-07
2013,4.791716818886016e-07,2.0834763603261308e-07
2014,4.978358560947527e-07,1.9748859614310277e-07
2015,4.863166509494476e-07,2.0148669932495977e-07
2016,5.321272453784331e-07,1.7544250496825953e-07
2017,4.4677257449166063e-07,1.7785372818934775e-07
2018,4.558870188020592e-07,1.8947966040627762e-07
2019,4.831570805663432e-07,1.8979348581638078e-07
