year,rien_PRON ajouté_VERB,rien_PRON rajouté_VERB
1979,1.1235788832664184e-07,1.1703946700691858e-09
1980,1.0631232072455532e-07,5.685150683554241e-10
1981,9.172046588901139e-08,0.0
1982,1.0925204207978823e-07,6.207502289967692e-10
1983,1.2378019675907126e-07,2.5261264191556165e-09
1984,9.684344348670493e-08,0.0
1985,8.9030258720868e-08,6.015558051686298e-10
1986,7.972665372335541e-08,0.0
1987,9.288441304988737e-08,2.4443267410134695e-09
1988,9.954279533985755e-08,0.0
1989,1.0921363013949303e-07,5.488122178931576e-10
1990,8.826814479334644e-08,1.089730194969718e-09
1991,9.319729343815197e-08,5.861465202094962e-10
1992,1.0964788543788018e-07,4.958949695321735e-09
1993,8.419595332043173e-08,2.2156829704300662e-09
1994,7.859640760443654e-08,0.0
1995,8.24212520456058e-08,2.1689803286761844e-09
1996,1.0836327390961742e-07,1.067618438099771e-09
1997,8.822605934710737e-08,0.0
1998,9.297851732981144e-08,3.337690568372409e-09
1999,1.1654012865847108e-07,4.570201161957499e-10
2000,8.217538294275073e-08,1.7672125984802278e-09
2001,8.850047805708527e-08,2.190605918883648e-09
2002,8.411944918407244e-08,4.38122149670761e-10
2003,8.625530512063051e-08,2.5001538617175356e-09
2004,8.89767832745747e-08,2.2023955992267474e-09
2005,7.881561714384588e-08,2.251874686720612e-09
2006,1.0130009542308471e-07,3.706100981659688e-09
2007,8.508241222671131e-08,1.997239706952314e-09
2008,9.281218638079736e-08,3.8316958494988285e-09
2009,9.965522451693687e-08,5.721831008997924e-09
2010,1.1289865398111942e-07,5.668551850135373e-09
2011,9.942326784084798e-08,1.911985902935953e-09
2012,1.3582967994807404e-07,3.744677901096338e-09
2013,1.4782362711684982e-07,5.020424964641279e-09
2014,1.777830505034217e-07,3.897801192920269e-09
2015,1.7001133301164373e-07,4.43315073539452e-09
2016,1.8248505284645944e-07,5.3854840587064245e-09
2017,1.3861018999250518e-07,4.528100561174142e-09
2018,1.634068382827536e-07,4.3884935685412074e-09
2019,1.650489025450952e-07,5.867272001580659e-09
