year,aucun_DET épi_NOUN,aucun_DET répit_NOUN
1897,4.661370844871726e-09,3.8456310136325556e-08
1898,2.26334195829736e-09,4.187182511827814e-08
1899,3.3165470370022376e-09,5.3617512207893014e-08
1900,8.824790231898305e-09,5.4506056557102056e-08
1901,4.470991132876634e-09,6.762373772062347e-08
1902,2.4551419786078554e-09,3.388095848322337e-08
1903,2.7001101354784396e-09,3.9961630449170116e-08
1904,2.6873125946735854e-09,5.374625278165013e-08
1905,5.160759042333041e-10,4.799506037045376e-08
1906,1.5432553013283723e-09,4.9384169642507914e-08
1907,6.685696440911215e-09,4.577130496841164e-08
1908,4.911389073214423e-09,4.6167055955947944e-08
1909,3.3005901345362076e-09,9.076622919934607e-08
1910,2.6720753387721174e-09,7.161161619251288e-08
1911,5.320374252271165e-09,6.70367157340479e-08
1912,2.0837684910901544e-09,8.803922213473925e-08
1913,2.6514948570088848e-09,5.833288696521777e-08
1914,8.036092347118995e-09,6.09403676965492e-08
1915,1.1780762143587253e-08,1.0720493248683738e-07
1916,2.197492410260793e-09,1.0657838345196069e-07
1917,5.483212217605171e-09,1.326937288936847e-07
1918,1.9526839700745313e-08,1.7344428293597502e-07
1919,9.207848317149825e-09,1.5561263921881618e-07
1920,3.786115865267448e-09,1.4008628568262793e-07
1921,3.7863738810983705e-09,9.541661505352295e-08
1922,0.0,7.968170478989123e-08
1923,1.0615948120573648e-09,1.0297469943409965e-07
1924,1.289162443462999e-09,8.766304637752853e-08
1925,1.0998177923937646e-08,8.578578558626759e-08
1926,1.0031524499964917e-08,6.687682851946875e-08
1927,6.689534925996554e-09,8.027441822378023e-08
1928,3.4278122562625413e-09,7.998229190064876e-08
1929,4.4561625500705304e-09,6.238627237031835e-08
1930,2.100720708497761e-09,9.873387307735015e-08
1931,2.2810713318222042e-09,1.1633463437021874e-07
1932,4.383814644626227e-09,1.1726703896819402e-07
1933,5.735331320977366e-09,8.258876715849794e-08
1934,2.3963160344919743e-09,1.1023053581027398e-07
1935,1.196828414151696e-09,7.779384425532498e-08
1936,8.487299751891442e-09,8.002311480126423e-08
1937,1.2591118148108649e-09,9.946983459130365e-08
1938,9.075650453382877e-09,1.1798345056490689e-07
1939,0.0,1.1164657021112134e-07
1940,1.01431314458722e-08,1.0903866609623947e-07
1941,2.9515025978810172e-09,1.1806010036252701e-07
1942,3.034211770724937e-09,1.4260795921927638e-07
1943,0.0,1.567747038855316e-07
1944,3.2131861615880553e-09,1.8957798886276578e-07
1945,2.178504043826024e-09,2.1131489225112432e-07
1946,1.3921104269343232e-09,1.6426902771371488e-07
1947,2.3841741914054637e-09,1.4185836150204523e-07
1948,1.0871887834440486e-09,1.021957425351161e-07
1949,1.9634016634739737e-09,1.207492030808055e-07
1950,6.381216888229346e-09,1.2124311865591153e-07
1951,0.0,1.1301085978132619e-07
1952,1.0544803918932644e-09,1.1599284621688355e-07
1953,5.386913581872932e-09,1.282085426712598e-07
1954,3.9090144454689835e-09,1.0358888058448201e-07
1955,1.8771215692936494e-09,1.2858282660843656e-07
1956,6.976913491385517e-09,1.1511906983230347e-07
1957,8.835037701437898e-10,1.1662249921329249e-07
1958,1.6544486891589827e-09,9.595802130668574e-08
1959,3.100299128533379e-09,9.223389807466731e-08
1960,6.920833350854139e-10,1.0934916816474072e-07
1961,4.16889545107324e-09,1.0422239177243497e-07
1962,0.0,9.195836980779859e-08
1963,1.2932106496776896e-09,1.1056950954824174e-07
1964,1.8251904432275978e-09,1.2350455746990008e-07
1965,5.472043540510896e-09,9.84967778450141e-08
1966,1.1078149508847446e-09,1.2241355440423263e-07
1967,1.479100675272349e-09,1.035370460478191e-07
1968,1.3474247551048535e-09,1.2171736413213452e-07
1969,1.8167031212712459e-09,1.2898591972287932e-07
1970,2.2993624781975086e-09,9.335411599309396e-08
1971,2.0553589941130213e-09,1.0996170551891282e-07
1972,2.5650734314375256e-09,1.0927212767963823e-07
1973,1.102640756478479e-09,1.0585351062353254e-07
1974,0.0,9.56347154801307e-08
1975,2.2845920710778955e-09,1.0166435071568003e-07
1976,3.4281160132820787e-09,1.1769865038147032e-07
1977,2.3507127355770763e-09,1.0284368379132047e-07
1978,1.1881182704343018e-09,1.283167733179269e-07
1979,5.851973350345929e-10,9.421677038545795e-08
1980,0.0,1.1995667925646103e-07
1981,1.2651099057237047e-09,1.2271566118826627e-07
1982,2.483000915987077e-09,1.0552753682002702e-07
1983,2.5261264191556165e-09,1.3451622660198836e-07
1984,0.0,1.3569679335745377e-07
1985,1.8046674155058895e-09,1.2151427397633086e-07
1986,5.994485463567401e-10,1.5225993377221414e-07
1987,0.0,1.1977201097579382e-07
1988,5.996553809062277e-10,1.2592762699270565e-07
1989,1.0976244357863152e-09,1.5092336402844353e-07
1990,1.089730194969718e-09,1.3676113397309564e-07
1991,1.1722930404189924e-09,1.2074617627977347e-07
1992,1.1019888335184191e-09,1.597883771964348e-07
1993,3.877445253763767e-09,1.4623507205158148e-07
1994,1.5824779264761446e-09,1.498079167383537e-07
1995,0.0,1.5779331441478917e-07
1996,1.067618438099771e-09,1.2384373881957345e-07
1997,1.917957792585412e-09,1.6590335416566404e-07
1998,3.3376904573501065e-09,1.487656349219435e-07
1999,0.0,1.7503869931267957e-07
2000,8.836062992401139e-10,1.5595651436939306e-07
2001,3.5049694258049158e-09,1.7261974782911693e-07
2002,4.38122149670761e-10,1.6473393227300903e-07
2003,4.1669229178253886e-10,1.9751215107888243e-07
2004,0.0,1.8279883429173083e-07
2005,9.007499190971657e-10,1.7429510812405624e-07
2006,3.294311934354255e-09,1.9230546355331057e-07
2007,1.1983438408247338e-09,2.1170741693055106e-07
2008,8.514879357157668e-10,2.6140680109421055e-07
2009,1.907277002999308e-09,2.6082011927996973e-07
2010,4.723793023408973e-10,2.8106568938923715e-07
2011,1.147191591721608e-09,3.407159034907181e-07
2012,1.7021263287730903e-09,3.530209964353048e-07
2013,1.6734749697100426e-09,3.848992697896847e-07
2014,2.5985342766432495e-09,4.2486033802191514e-07
2015,2.2165753954528356e-09,3.947720683683542e-07
2016,3.728412023562555e-09,3.9314032918014163e-07
2017,1.0062445321423752e-09,4.877770489741806e-07
2018,2.5814666515522333e-09,5.452057649790731e-07
2019,1.275493877184175e-09,4.686164469802634e-07
