year,bon_ADJ emplacement_NOUN
1996,3.096093470489336e-08
1997,3.5482217608517885e-08
1998,2.670152354777855e-08
1999,3.016332766891949e-08
2000,3.3135236776615784e-08
2001,3.154472344446546e-08
2002,5.03840487109386e-08
2003,3.750230770371843e-08
2004,3.9202642382329955e-08
2005,4.1434497721759556e-08
2006,7.288664871651918e-08
2007,4.433872363707181e-08
2008,5.3643741226849784e-08
2009,6.389378204296747e-08
2010,7.652544375957859e-08
2011,1.3575101043272753e-07
2012,1.3276585697497012e-07
2013,9.566698633278747e-08
2014,1.0350827839289423e-07
2015,1.0041086628831408e-07
2016,1.0398127248123501e-07
2017,1.0565567443165946e-07
2018,1.0687272133935721e-07
2019,7.499903809105035e-08
