year,on_PRON ira_VERB,on_PRON rira_VERB
1959,4.123398014144186e-07,3.410328996977796e-08
1960,4.3670459604072676e-07,3.8064583485208914e-08
1961,4.530199930741219e-07,3.335116449676434e-08
1962,4.857938620261848e-07,3.741754373010053e-08
1963,4.771947175186142e-07,4.008952991796377e-08
1964,5.451235551845457e-07,2.6769460426123715e-08
1965,4.5636841150553664e-07,3.775709966902241e-08
1966,4.392486232518422e-07,3.268054094007766e-08
1967,4.4767448059701564e-07,4.141481912967038e-08
1968,4.751917970224895e-07,5.434613115085085e-08
1969,4.809721474430262e-07,3.270065551674861e-08
1970,4.2584193238326407e-07,4.322801494538453e-08
1971,4.7530177482713043e-07,3.9051821332236614e-08
1972,4.2426314905696927e-07,4.001514586349231e-08
1973,4.4546686694957316e-07,4.686223142869039e-08
1974,4.286685424403913e-07,1.575160024636091e-08
1975,4.266475741587783e-07,3.1413140533231854e-08
1976,4.125166270796399e-07,2.971033996601591e-08
1977,4.384079375086003e-07,2.527016196296472e-08
1978,4.1524732807829423e-07,2.7326719553855128e-08
1979,5.073660815924086e-07,2.750427441355896e-08
1980,4.11604908379104e-07,2.5583178242527538e-08
1981,5.313461599598668e-07,4.048351698315855e-08
1982,5.214301808109667e-07,3.600351305976801e-08
1983,4.755432883030153e-07,3.0945049189767815e-08
1984,4.818976009346443e-07,2.8415141350990325e-08
1985,4.463544200916658e-07,2.3460676068509656e-08
1986,4.981417305316427e-07,1.9182353483415682e-08
1987,4.577001817551718e-07,2.9331921780340053e-08
1988,5.187019098684686e-07,2.278690480750356e-08
1989,4.708808916120688e-07,2.1952488715726304e-08
1990,4.702185663063574e-07,1.5256222507531447e-08
1991,4.2847311476634786e-07,2.9307326343541718e-08
1992,5.047108970757108e-07,1.8182815697542765e-08
1993,4.957590675758183e-07,2.9911721100006616e-08
1994,5.259101953924983e-07,2.795711129266465e-08
1995,4.744644428456013e-07,2.4401029641296645e-08
1996,5.076525724234671e-07,2.081855932090093e-08
1997,4.2962253132827755e-07,2.5412940196645195e-08
1998,5.092362016512197e-07,1.9072516455054256e-08
1999,5.027221305908824e-07,1.965186458008361e-08
2000,5.239785281219156e-07,1.590491338632205e-08
2001,4.985818975455913e-07,2.0591695459870607e-08
2002,4.626569847232531e-07,3.066855036593097e-08
2003,4.6961220334651443e-07,2.4584844382502524e-08
2004,4.669078776942115e-07,3.215497734743167e-08
2005,4.976643310783402e-07,2.567137347142534e-08
2006,5.279134995817003e-07,3.294312023172097e-08
2007,6.1914430204979e-07,2.316798042301116e-08
2008,7.203587983894977e-07,2.2138686439632238e-08
2009,6.837588131247685e-07,2.2410504119108055e-08
2010,8.384732552713103e-07,3.7790345075450205e-08
2011,9.907911646678258e-07,2.332622894840597e-08
2012,1.2146373649102316e-06,3.6425503502357515e-08
2013,1.105609186424772e-06,3.8489925913154366e-08
2014,1.3798216684790532e-06,4.785633933579447e-08
2015,1.2459370282158488e-06,4.7434713934535466e-08
2016,1.1959917571857659e-06,5.406197622903619e-08
2017,1.4912543520040344e-06,2.8929530770938072e-08
2018,1.5145464544730203e-06,3.717311969353432e-08
2019,1.5071235566210817e-06,4.515248441805397e-08
