year,son_DET an_NOUN,son_DET rang_NOUN
1909,4.950885273968808e-08,2.8946175518740347e-06
1910,3.7409056519166484e-08,2.8633958670809534e-06
1911,3.617854271720233e-08,2.6330530680240827e-06
1912,4.1675368378513156e-08,2.9417601243864056e-06
1913,7.424185671789374e-08,2.6971004576381574e-06
1914,6.76371111341112e-08,2.9090655058183756e-06
1915,3.062998121805549e-08,2.698972574322056e-06
1916,3.515987700986045e-08,2.660064568615894e-06
1917,3.9479127189601115e-08,2.5475004044039906e-06
1918,4.020231880730307e-08,2.5430836316786554e-06
1919,3.9593748335509105e-08,2.5920094195441834e-06
1920,3.256059644130005e-08,2.8297430336721163e-06
1921,4.695103461571648e-08,2.5611030949335145e-06
1922,3.246291635505827e-08,2.646465409483767e-06
1923,2.866305903737043e-08,2.7898712602336673e-06
1924,3.996403508121915e-08,2.7691209023572583e-06
1925,4.289289257108919e-08,2.577972951556262e-06
1926,4.0126098888038086e-08,2.7631276910966562e-06
1927,3.2332752919472796e-08,2.9857623999873795e-06
1928,2.5137290693422187e-08,2.642843371702952e-06
1929,3.7877380565376484e-08,2.61353940089748e-06
1930,3.886333299618627e-08,2.596490826789477e-06
1931,2.737285687004487e-08,2.4646976353182026e-06
1932,3.835837958376942e-08,2.4713754331884275e-06
1933,3.6706119699303486e-08,2.4065448460675043e-06
1934,2.156684431042777e-08,2.3172376035773823e-06
1935,2.992071124197082e-08,2.670124153780762e-06
1936,2.9099315845826368e-08,2.257621781964758e-06
1937,2.392312392629492e-08,2.2336643841214254e-06
1938,2.852347158466273e-08,2.2715055667532624e-06
1939,3.823512795264605e-08,2.2772841781204534e-06
1940,1.7750480196809804e-08,2.3709570591279316e-06
1941,5.31270463177691e-08,2.3907170465520267e-06
1942,4.2478965012193726e-08,2.3636510029234614e-06
1943,4.354852944921106e-08,2.9496869462519726e-06
1944,2.8918675454292497e-08,2.9400654177891283e-06
1945,1.742803235060819e-08,2.753629004814684e-06
1946,2.7842208538686464e-08,2.7118311365370573e-06
1947,2.980217805870211e-08,2.6273599118553648e-06
1948,3.261566305923225e-08,2.4266052776056313e-06
1949,2.4542519905246252e-08,2.0497913322259365e-06
1950,2.4461331626923766e-08,2.260014341004535e-06
1951,3.624876732111204e-08,2.1610662042093054e-06
1952,4.007025555807786e-08,2.135322898055847e-06
1953,2.2625038065271497e-08,2.1633845719293276e-06
1954,2.9317608785106586e-08,2.15777598455702e-06
1955,2.5341140741375057e-08,2.0807893150731616e-06
1956,1.8314397332019894e-08,1.8427771637519186e-06
1957,1.943708272111877e-08,1.949892787678209e-06
1958,2.4816729671250926e-08,2.0093280301836103e-06
1959,1.705164498488898e-08,1.956288643967241e-06
1960,2.9067500517676592e-08,2.0084257883468126e-06
1961,3.474079651732964e-08,2.249119191333193e-06
1962,1.775747771048941e-08,2.1048953762203837e-06
1963,2.7157423310164575e-08,2.118925570115948e-06
1964,2.2510682928800207e-08,2.0941019602815913e-06
1965,3.666269171587189e-08,2.2889556881011686e-06
1966,3.4342264032538594e-08,2.181841532333806e-06
1967,4.585212198815469e-08,2.303945723980405e-06
1968,4.805814923791729e-08,2.477914012644078e-06
1969,3.0883953477944814e-08,2.243628340892201e-06
1970,3.495030997946458e-08,2.2225638396378145e-06
1971,3.442726392854922e-08,2.1375733485484716e-06
1972,3.026786543625093e-08,2.1638959779579636e-06
1973,3.19765822709428e-08,1.8805537980171039e-06
1974,3.431598794012558e-08,1.8491254216712605e-06
1975,3.1413141421410273e-08,1.957324275991823e-06
1976,3.4281162297755685e-08,1.8928914418125942e-06
1977,2.4094806150287695e-08,1.7595084784716164e-06
1978,3.0891073921068823e-08,2.0079197788902547e-06
1979,3.39414459871179e-08,1.8199636606652803e-06
1980,2.842575275163739e-08,1.8027612753712674e-06
1981,3.921840530107801e-08,1.8464278905838682e-06
1982,4.469401748696811e-08,1.921842756047454e-06
1983,3.599730202807905e-08,1.8668073984429157e-06
1984,3.131464598737921e-08,1.954265950843137e-06
1985,2.827312228781409e-08,2.056117677895486e-06
1986,4.07625022069702e-08,2.0914759879531175e-06
1987,4.399788133824245e-08,2.1632290607698224e-06
1988,2.9383113941960914e-08,2.0256359185566453e-06
1989,2.4147736810142817e-08,2.1634176547991046e-06
1990,7.79157096619798e-08,2.0557759832229294e-06
1991,3.0479618662315744e-08,2.175189749209494e-06
1992,2.7549721615116596e-08,2.200671806562582e-06
1993,3.877445237110422e-08,2.103790945895412e-06
1994,3.059457520659947e-08,2.1337077917849e-06
1995,3.958388955505043e-08,2.2405566166838753e-06
1996,4.2704737523990843e-08,2.1768740108285556e-06
1997,4.363353844905049e-08,2.2219541833123913e-06
1998,5.6263925851673946e-08,2.2710600386943725e-06
1999,3.9760751607831324e-08,2.333087600447925e-06
2000,3.843687301774423e-08,2.3084213616186844e-06
2001,2.716351366061076e-08,2.294878694186764e-06
2002,3.811662852015729e-08,2.453484110986892e-06
2003,3.5418845301116164e-08,2.252638433120069e-06
2004,3.611928783842089e-08,2.3354204241599064e-06
2005,4.4136746257805726e-08,2.37212493914285e-06
2006,3.62374311668745e-08,2.6058008266716115e-06
2007,3.8347003267213964e-08,2.570048122763069e-06
2008,2.3415917621560922e-08,2.445047620369678e-06
2009,2.384096209340214e-08,2.4909037996678762e-06
2010,1.936755145148794e-08,2.3784298157636385e-06
2011,1.2619107203626356e-08,2.2737336280442833e-06
2012,8.170206400315294e-09,2.3846790639936444e-06
2013,8.646287685820653e-09,2.5381036756755293e-06
2014,2.9016966135442246e-08,2.8020861293498456e-06
2015,6.871383573248124e-09,2.7472234975789434e-06
2016,9.113895860224375e-09,2.8429141636365785e-06
2017,6.540589680970044e-09,2.2484533594990808e-06
2018,5.162933414126769e-09,2.342164808766256e-06
2019,1.0459050070465992e-08,2.5142535236000185e-06
