year,rien_PRON apporter_VERB,rien_PRON rapporter_VERB
1903,3.510143287144274e-08,3.9961630449170116e-08
1904,4.08471514390385e-08,3.923476299405593e-08
1905,4.6446832158153484e-08,6.399341145879589e-08
1906,4.5268823356536814e-08,5.7100447037328195e-08
1907,4.165703160197154e-08,3.754275823553144e-08
1908,6.090122184332358e-08,3.437972395659017e-08
1909,6.271121577583472e-08,5.77603280760286e-08
1910,4.221879024157715e-08,4.3287620599130605e-08
1911,4.575521828087403e-08,3.405039450399272e-08
1912,4.271725373428126e-08,2.7609932118366487e-08
1913,5.939348568517744e-08,3.075734156254839e-08
1914,5.960101745472457e-08,4.218948390644073e-08
1915,4.5944972271172446e-08,4.005459075528961e-08
1916,4.8344833913915863e-08,3.84561182897869e-08
1917,6.579854527899442e-08,4.496234140560773e-08
1918,5.743188324913717e-08,2.5270027848023346e-08
1919,5.800944435918609e-08,3.038589824200244e-08
1920,5.2248399384779987e-08,2.8774479687854182e-08
1921,4.8465583546430935e-08,2.877644078580488e-08
1922,6.345024416987144e-08,3.098733003525922e-08
1923,5.520293200333981e-08,3.503262746562541e-08
1924,8.637388049237416e-08,2.0626599095407983e-08
1925,5.719052609265418e-08,4.9491799103407175e-08
1926,6.241837269271855e-08,4.346993875969929e-08
1927,7.024011949852138e-08,4.4596898618465275e-08
1928,7.312666383541e-08,4.4561559775502246e-08
1929,6.461435475557664e-08,3.342121956961819e-08
1930,8.087774716614149e-08,3.571225093423891e-08
1931,7.299428261831054e-08,4.334035708097872e-08
1932,7.890866271509367e-08,3.1782654730250215e-08
1933,7.455930273181366e-08,1.8353059516584835e-08
1934,5.990790441501304e-08,2.3963160344919743e-08
1935,8.258115968828861e-08,2.992070946561398e-08
1936,8.729794842565752e-08,3.15242587589637e-08
1937,8.310137644684801e-08,2.1404900962807005e-08
1938,7.90878047496335e-08,3.1116513810047763e-08
1939,1.0247013904063351e-07,3.8235125288110794e-08
1940,9.382397081481031e-08,3.0429394115571995e-08
1941,8.264207451702532e-08,2.066051862925633e-08
1942,1.0316320242509391e-07,3.6410540360520827e-08
1943,1.0161323160673419e-07,3.774205836748479e-08
1944,1.2531425852557732e-07,3.534504600111177e-08
1945,1.0238969139209075e-07,3.485606470121638e-08
1946,1.3085838190818322e-07,3.201854070766785e-08
1947,8.940653373201712e-08,2.9802176726434482e-08
1948,9.458542393758762e-08,1.6307831529616124e-08
1949,8.049946842447753e-08,2.6505922789965553e-08
1950,1.1592543813776501e-07,1.4889506516624351e-08
1951,8.315893040844458e-08,3.5182626589858046e-08
1952,8.646739502182754e-08,2.741649041126948e-08
1953,1.3898237227749632e-07,3.44762476345295e-08
1954,1.2313395814089745e-07,1.5636057781875934e-08
1955,1.3702987189390115e-07,2.0648336374051723e-08
1956,1.2732866139231191e-07,3.1396108823855684e-08
1957,9.01173820011536e-08,1.0602045463770082e-08
1958,9.513080101442029e-08,1.7371711180658167e-08
1959,1.2633718426968699e-07,2.325224279786653e-08
1960,1.0796500049536917e-07,1.6610000486139143e-08
1961,1.0769647218467071e-07,2.084447814354462e-08
1962,1.236681441696419e-07,3.297817485758969e-08
1963,1.2220840517329634e-07,3.36234755593523e-08
1964,1.2228775858602603e-07,3.346182708696688e-08
1965,1.088936656401529e-07,1.91521518644322e-08
1966,9.804162459658983e-08,3.5450078428311826e-08
1967,1.2276535699129454e-07,3.747054933000982e-08
1968,9.0277460174093e-08,2.245707975134792e-08
1969,9.764779207444008e-08,2.7250546708046386e-08
1970,1.0990952858946912e-07,3.081145649730388e-08
1971,1.0893402446754408e-07,3.134422499329048e-08
1972,9.182962656950622e-08,1.6929485369132635e-08
1973,1.102640752037587e-07,3.252790392593852e-08
1974,8.832147813109259e-08,2.5877628928583363e-08
1975,8.967023745753977e-08,2.1703623787061588e-08
1976,9.655860111479342e-08,2.742492810625663e-08
1977,1.098958222200963e-07,1.645498848290572e-08
1978,8.257421768576023e-08,1.7821774278559133e-08
1979,9.480196894173787e-08,1.6970723493159312e-08
1980,9.55105292632652e-08,2.1603572264439208e-08
1981,9.86785693157799e-08,2.213942273954217e-08
1982,7.262777756977812e-08,2.1726258125909226e-08
1983,8.083604541297973e-08,2.652432762317858e-08
1984,7.53871134406836e-08,2.0876431250371752e-08
1985,9.324114813580309e-08,2.045289804186723e-08
1986,8.991727895590884e-08,1.9182353483415682e-08
1987,8.005169860325623e-08,1.8943532964499354e-08
1988,8.635037573867521e-08,3.957725525083333e-08
1989,7.518727329625108e-08,1.92084268491044e-08
1990,8.663354833515768e-08,1.689081763345257e-08
1991,7.619905062483667e-08,1.2309077312977479e-08
1992,7.162927317949652e-08,1.8733810946969243e-08
1993,8.087242520105065e-08,2.4372512896775334e-08
1994,9.020124736025537e-08,2.4264663167627987e-08
1995,7.971002702333863e-08,2.060531301140145e-08
1996,6.886138947947984e-08,2.028474987980644e-08
1997,7.14439281068735e-08,1.7741109914481967e-08
1998,8.725676536869287e-08,1.7642078020685403e-08
1999,8.226361813967742e-08,2.1479944933844308e-08
2000,7.333932217079564e-08,1.899753598877396e-08
2001,9.463417427468812e-08,1.796296800193886e-08
2002,7.798574586104223e-08,1.5772396722013582e-08
2003,7.583799543908754e-08,2.1667998950647416e-08
2004,8.545295315798285e-08,1.8500124099318782e-08
2005,7.97163650645416e-08,2.477062288619436e-08
2006,8.524032324430664e-08,2.2236605445868918e-08
2007,8.348462188223493e-08,2.676301313897511e-08
2008,8.685177022016433e-08,2.0009967016676455e-08
2009,7.581426331171315e-08,2.2410505451375684e-08
2010,8.172161614083961e-08,2.172944846279279e-08
2011,6.997868950975317e-08,2.370862617340208e-08
2012,7.285100878107187e-08,2.4851045665741367e-08
2013,8.144245100538683e-08,2.9843636895066084e-08
2014,9.181487570231184e-08,2.685152011849823e-08
2015,7.669351020922477e-08,2.8150507702662253e-08
2016,7.208263497204825e-08,2.941302845727023e-08
2017,7.697770598724674e-08,1.8112402244696568e-08
2018,7.150662639787697e-08,3.046130814254866e-08
2019,7.678472968564165e-08,2.3469088006322636e-08
