year,bon_ADJ établissement_NOUN,bon_ADJ etablissement_NOUN,bon_ADJ rétablissement_NOUN
1989,1.92084268491044e-08,1.6464366536794728e-09,7.134558832611049e-09
1990,1.2531897297662908e-08,5.44865097484859e-10,7.62811153132148e-09
1991,1.699824869749733e-08,0.0,1.0550637030704024e-08
1992,1.0468894195980738e-08,0.0,4.407955445095979e-09
1993,1.4955860550003308e-08,5.539207426075166e-10,1.0524493720964756e-08
1994,8.967375286772494e-09,0.0,7.3848970827405935e-09
1995,1.4640617052030791e-08,0.0,3.253470381991974e-09
1996,1.7081895009596337e-08,0.0,6.4057104065540216e-09
1997,1.7261619689179497e-08,0.0,5.753873488778538e-09
1998,2.0026142522056034e-08,1.9072516899143466e-09,6.6753808036779105e-09
1999,1.553868322901053e-08,0.0,8.683381930163492e-09
2000,2.739179560951044e-08,0.0,9.719668958574346e-09
2001,1.8839211080035057e-08,4.3812117822561447e-10,1.8839211413101964e-08
2002,1.5772396722013582e-08,0.0,1.2705542173918616e-08
2003,1.3334153337041244e-08,4.1669229178253886e-10,8.750538516011375e-09
2004,1.4976289902657314e-08,0.0,1.497628998592404e-08
2005,1.8465373230469595e-08,9.007499190971657e-10,1.4862373665103235e-08
2006,2.717807418006757e-08,0.0,9.882935692040462e-09
2007,2.995859596510719e-08,0.0,3.155638861329635e-08
2008,3.4485261840577763e-08,8.514879357157668e-10,2.299017509699297e-08
2009,2.765551587735615e-08,1.430457752249481e-09,2.717869773682935e-08
2010,3.967986117459077e-08,9.447586046817946e-10,2.9759896769121497e-08
2011,5.965396343565743e-08,0.0,4.932923847178472e-08
2012,6.910633176815395e-08,6.808505426114664e-10,4.799996222715208e-08
2013,5.578250039661725e-08,1.3945625210176615e-09,5.606141506575568e-08
2014,5.760084254013975e-08,1.7323561474213989e-09,5.8033931438217223e-08
2015,6.738388913518634e-08,1.3299452372717013e-09,6.561062981802479e-08
2016,5.88260589129419e-08,2.485608052715804e-09,6.731855339836557e-08
2017,6.062623336688944e-08,2.0124890642847504e-09,8.628546943612037e-08
2018,5.937373415143554e-08,1.5488799687268795e-09,9.035133352597313e-08
2019,4.285659416236598e-08,2.55098775436835e-10,8.596828671159074e-08
