year,en_PRON apporterai_VERB,en_PRON rapporterai_VERB
1865,1.1767110841276462e-08,2.5416959203994338e-08
1866,2.432806400776144e-09,1.216403244796993e-08
1867,9.7056229719783e-09,6.308654931785895e-09
1868,3.951899252285784e-09,7.903798504571569e-09
1869,7.325278605918584e-09,6.8369265804335555e-09
1870,5.734048791339319e-09,1.3761717099214366e-08
1871,5.3105884134652115e-09,1.4869648623516696e-08
1872,1.4513614310374123e-08,1.2094679036067646e-08
1873,7.183205141814142e-09,1.1972009161809183e-08
1874,1.9118749250424116e-08,6.572069999322139e-09
1875,5.149374260327022e-09,5.149374260327022e-09
1876,1.3301232115736639e-08,9.069021977836655e-09
1877,6.80329748092845e-09,1.7317484335421796e-08
1878,9.662541877730746e-09,5.435179861734696e-09
1879,4.27652757650776e-09,5.498392852132383e-09
1880,1.8611753915820373e-08,3.8507077526617195e-09
1881,8.367009307619355e-09,3.4862537301449947e-09
1882,1.0648616211028639e-08,1.1314154946262533e-08
1883,1.0110942305630033e-08,9.479008689083912e-09
1884,1.1222884843675729e-08,9.242375753615306e-09
1885,3.86738152613475e-09,9.023890079618013e-09
1886,7.098810428374236e-09,1.4197620856748472e-08
1887,3.9173548849191775e-09,1.4363633837888301e-08
1888,8.876860135842435e-09,8.242799331981132e-09
1889,7.51816386923565e-09,8.14467782106476e-09
1890,4.5880703680722945e-09,2.6217545912032847e-09
1891,3.1871101313640793e-09,9.561330394092238e-09
1892,4.387958441043338e-09,8.149066310636499e-09
1893,1.2316833108982905e-09,1.1085149687062312e-08
1894,5.041231432301174e-09,3.150769645188234e-09
1895,1.5046536461227333e-08,7.824199066419624e-09
1896,1.4152869098893461e-08,1.533227589334274e-08
1897,4.661370844871726e-09,7.574727511894253e-09
1898,5.6583546736987955e-09,3.3950129374460403e-09
1899,7.738609753005221e-09,7.185851913504848e-09
1900,4.15284251431558e-09,5.19105292084987e-09
1901,5.029864968975062e-09,5.029864968975062e-09
1902,1.9641135384773634e-09,6.38336894454028e-09
1903,7.020286574288548e-09,2.7001101354784396e-09
1904,3.7622376325430196e-09,4.837162670412454e-09
1905,3.6125313851442797e-09,4.64468330463319e-09
1906,5.658602919567102e-09,4.629765903985117e-09
1907,2.057137349353866e-09,5.142843484406967e-09
1908,5.40252820258047e-09,6.384805573134145e-09
1909,4.950885035270858e-09,2.7504918342913243e-09
1910,7.481810726517324e-09,5.878565634276356e-09
1911,1.0640748726586935e-08,3.1922244847493175e-09
1912,9.897900277167082e-09,9.376957876838787e-09
1913,8.484783542428431e-09,4.772690687104841e-09
1914,8.705766774141921e-09,6.696743715117748e-10
1915,1.6493066468115103e-08,0.0
1916,4.394984820521586e-09,1.0987462051303964e-09
1917,8.773139548168274e-09,0.0
1918,2.2972752589112133e-09,2.2972752589112133e-09
1919,1.012863304339362e-08,3.6831393490643904e-09
1920,2.2716695191604686e-09,3.028892692213958e-09
1921,1.060184651180407e-08,6.058197943303867e-09
1922,9.591316185719734e-09,7.377935595798135e-09
1923,8.492758496458919e-09,7.431163684401554e-09
1924,9.02413699321869e-09,5.156649773851996e-09
1925,3.299453377181294e-09,7.698724324711748e-09
1926,8.916910765321973e-09,7.802296586589819e-09
1927,8.919379901328739e-09,2.2298449753321847e-09
1928,1.0283437212876834e-08,1.1426041446327417e-08
1929,0.0,0.0
1930,2.3107928015519974e-08,2.100720708497761e-09
1931,5.7026783295555106e-09,3.4216069977333063e-09
1932,5.4797681947604815e-09,4.383814644626227e-09
1933,1.0323596200123575e-08,4.588264879146209e-09
1934,4.7926320689839486e-09,3.5944740517379614e-09
1935,3.590485242455088e-09,8.377798899061872e-09
1936,8.487299751891442e-09,6.0623572828433225e-09
1937,1.2591118148108649e-09,7.554670666820584e-09
1938,6.482607339819424e-09,0.0
1939,4.588215141154706e-09,3.058810094103137e-09
1940,1.0143131667916805e-08,5.0715658339584024e-09
1941,2.6563522936839945e-08,1.1806010391524069e-08
1942,6.068423541449874e-09,3.034211770724937e-09
1943,1.1612940831184915e-08,0.0
1944,1.2852744646352221e-08,0.0
1945,2.178504043826024e-09,0.0
1946,1.3921104269343232e-09,1.3921104269343232e-09
1947,1.1920870957027319e-09,0.0
1948,8.697510267552389e-09,0.0
1949,4.908504269707237e-09,6.8719057111366055e-09
1950,5.317680518146517e-09,4.2541445921528975e-09
1951,6.396841278899501e-09,3.1984206394497505e-09
1952,1.0544803918932644e-09,1.0544803918932644e-09
1953,6.464296653518886e-09,0.0
1954,2.9317608341017376e-09,1.3681550115052232e-08
1955,1.5016972554349195e-08,0.0
1956,5.232684952005684e-09,4.360570571293465e-09
1957,4.417518795207798e-09,0.0
1958,1.2408365002158916e-08,8.272243445794913e-10
1959,5.425523585955716e-09,2.325224457422337e-09
1960,4.152500121534786e-09,4.152500121534786e-09
1961,8.33779090214648e-09,4.16889545107324e-09
1962,8.8787386332001e-09,1.0781326054143392e-08
1963,2.5864212993553792e-09,9.052474325699222e-09
1964,8.517555549758526e-09,4.867174663303331e-09
1965,3.830430195250756e-09,7.660860390501512e-09
1966,3.8773522170743036e-09,8.308612464702492e-09
1967,8.874604162656397e-09,6.902469706915326e-09
1968,4.042274071025531e-09,1.7965663401398047e-09
1969,8.175163657142548e-09,2.2708788183223305e-09
1970,4.1388523719376735e-09,0.0
1971,4.1107179882260425e-09,2.569198631618974e-09
1972,2.565073486948677e-09,3.5911027485013847e-09
1973,4.9618833486420044e-09,1.102640756478479e-09
1974,2.812785782069227e-09,2.812785782069227e-09
1975,7.4249242310031605e-09,5.711480177694739e-10
1976,3.9994687561772935e-09,1.142705374768127e-09
1977,4.7014254711541525e-09,4.11374712072643e-09
1978,1.7821774056514528e-09,3.5643548113029055e-09
1979,4.096381456264453e-09,2.925986564150662e-09
1980,4.548120546843393e-09,1.1370301367108482e-09
1981,2.5302198114474095e-09,1.8976649140967083e-09
1982,2.483000915987077e-09,1.8622506869903077e-09
1983,3.157658134966823e-09,2.5261264191556165e-09
1984,5.219107812592938e-09,2.3196033982486597e-09
1985,5.414002135495366e-09,2.4062232206745193e-09
1986,5.395036861699509e-09,4.7955883708539204e-09
1987,2.4443267410134695e-09,6.110816741511371e-09
1988,1.1993107618124554e-09,2.99827696004229e-09
1989,3.2928733073589456e-09,1.0976244357863152e-09
1990,3.814055737905164e-09,0.0
1991,2.9307325455363298e-09,5.861465202094962e-10
1992,4.4079553340736766e-09,0.0
1993,4.4313659408601325e-09,3.323524566667402e-09
1994,2.1099706426497278e-09,3.164955852952289e-09
1995,3.253470381991974e-09,1.0844901643380922e-09
1996,1.067618438099771e-09,1.067618438099771e-09
1997,2.3974471297094624e-09,1.917957792585412e-09
1998,4.7681290027412615e-09,2.86087753487152e-09
1999,6.398281460207045e-09,4.113180906983871e-09
2000,4.418031274155965e-09,5.743440834038438e-09
2001,5.695575122643959e-09,2.6287270138425356e-09
2002,3.504977197366088e-09,8.76244299341522e-10
2003,5.8336921959778465e-09,4.1669229178253886e-10
2004,3.523833003171717e-09,2.2023955992267474e-09
2005,6.7556245042510454e-09,4.5037495954858286e-10
2006,5.353256948836815e-09,1.6471559671771274e-09
2007,9.98619853476157e-09,5.192823504529542e-09
2008,3.405951742863067e-09,2.9802078582719105e-09
2009,3.337734755248789e-09,2.860915504498962e-09
2010,9.919965293647692e-09,2.8342759250676863e-09
2011,8.795135286732148e-09,1.529588788962144e-09
2012,8.851056776393307e-09,4.425528388196653e-09
2013,1.7571487376244477e-08,3.6258624991347688e-09
2014,1.2126492698882885e-08,1.5158115873603606e-09
2015,1.2412821881468972e-08,5.098123256885856e-09
2016,1.4499380363020009e-08,4.971216327476213e-09
2017,1.282961736848165e-08,1.7609279590047322e-09
2018,1.2649186587054828e-08,4.130346731301415e-09
2019,9.94885240857002e-09,4.08158040698936e-09
