year,on_PRON allume_VERB,on_PRON rallume_VERB
1896,4.3284193651516034e-07,1.474257205202889e-08
1897,5.045934017289255e-07,1.3401441290028515e-08
1898,4.090990657346083e-07,1.1316709791486801e-08
1899,4.1125183258827747e-07,1.2713430308508578e-08
1900,4.09574084869746e-07,7.26747417800766e-09
1901,4.1691992436199143e-07,9.5008563238963e-09
1902,6.943141670490149e-07,2.1114219705964388e-08
1903,4.039364682739688e-07,1.2420506845245427e-08
1904,4.159959985372552e-07,2.6335663427801137e-08
1905,3.8550869874143245e-07,2.3223416079076742e-08
1906,4.09991507410723e-07,2.3148830408104004e-08
1907,5.394842617079121e-07,1.1828539647762426e-08
1908,3.7768580796182505e-07,2.013669497813453e-08
1909,3.6471519848646494e-07,1.4852655993990993e-08
1910,3.8050354334018266e-07,1.8170112081605794e-08
1911,3.6550969895188246e-07,1.3832972989291648e-08
1912,3.8393434209638144e-07,1.1981668546212632e-08
1913,3.8605765695365335e-07,6.893886572711949e-09
1914,3.7903568284036737e-07,1.339348720819089e-08
1915,2.980532727292484e-07,8.246533456102156e-09
1916,4.219185285592175e-07,1.3184954239520152e-08
1917,4.3536704907864987e-07,8.773139548168274e-09
1918,3.59523582460497e-07,1.1486376294556067e-08
1919,3.5173980705849317e-07,1.3811773058591825e-08
1920,3.3999319271060813e-07,1.8930579770426448e-08
1921,3.460745503502949e-07,8.330022227553968e-09
1922,4.0873762685578185e-07,1.549366501762961e-08
1923,3.927900849021171e-07,1.3800732556745743e-08
1924,3.429172039659534e-07,1.4180787100137593e-08
1925,4.0473295115361907e-07,1.7597085122389444e-08
1926,3.74510250367166e-07,5.573069228326233e-09
1927,4.036019518594003e-07,1.0034302277972529e-08
1928,3.2449957387825634e-07,1.2568645568755699e-08
1929,2.874224804827463e-07,7.798284462623428e-09
1930,2.720433300851255e-07,1.995684684175103e-08
1931,2.953987348064402e-07,1.3686427990933225e-08
1932,3.5837685885553583e-07,1.53433514782364e-08
1933,2.3744271260284222e-07,1.3764795081527836e-08
1934,2.671892360694983e-07,1.0783422155213884e-08
1935,2.848451643444605e-07,1.3165112555668657e-08
1936,2.7886842701718706e-07,9.699771652549316e-09
1937,2.883366079231564e-07,1.888667666705146e-08
1938,3.1375819276036054e-07,1.2965214457594243e-09
1939,2.661164870687571e-07,4.588215141154706e-09
1940,3.372591201866726e-07,1.7750480640899013e-08
1941,3.4237431378869587e-07,2.9515025978810172e-09
1942,3.246606610218805e-07,3.034211770724937e-09
1943,4.267755784326255e-07,1.4516176261025748e-08
1944,2.538417085418132e-07,1.6065930807940276e-08
1945,2.940980436960672e-07,1.3071024707045353e-08
1946,3.257538523371295e-07,4.1763312808029696e-09
1947,3.087505504595356e-07,4.7683483828109274e-09
1948,3.294181922797179e-07,7.61032148410834e-09
1949,2.4935200571007954e-07,8.835307485632882e-09
1950,2.733287871592438e-07,1.4889505628445932e-08
1951,2.612043488170457e-07,9.595261585282344e-09
1952,2.066781519260985e-07,7.381362632230548e-09
1953,2.7473260644228503e-07,1.400597604561682e-08
1954,2.0033699144050843e-07,1.5636057781875934e-08
1955,2.6936695007862e-07,9.385607846468247e-09
1956,2.4768042550249447e-07,6.976913047296307e-09
1957,1.5814717713169557e-07,1.0602045241725477e-08
1958,2.2335056826250366e-07,1.8198935691771112e-08
1959,1.875680908369759e-07,8.525822714489095e-09
1960,2.124695832605994e-07,8.997083300599229e-09
1961,2.0566551839351632e-07,9.03260710671816e-09
1962,2.270420367267434e-07,8.244543270308213e-09
1963,2.0562049840577856e-07,9.69907976156037e-09
1964,2.597854518171516e-07,1.764350843203033e-08
1965,2.5007238235730256e-07,1.0396882466068291e-08
1966,1.9774496706759237e-07,6.6468897053084675e-09
1967,2.238372260876531e-07,1.3311905799895385e-08
1968,2.236725080706492e-07,1.3474247717581989e-08
1969,1.7122426854143669e-07,9.991866889436096e-09
1970,2.0786237797665308e-07,6.438215127690938e-09
1971,1.8241311039446373e-07,1.3873672877195986e-08
1972,2.0469285644253432e-07,1.2312352470900123e-08
1973,1.7587120382245303e-07,9.923766919328614e-09
1974,2.160219594316004e-07,1.0126029348356269e-08
1975,1.8505195242823902e-07,1.31364044086979e-08
1976,1.8283285641018665e-07,6.284879505713548e-09
1977,1.8629398823577503e-07,8.227494796564372e-09
1978,2.233662286243998e-07,7.722768535778357e-09
1979,2.0306347892073973e-07,1.2289143702659544e-08
1980,2.1603572974981944e-07,1.2507331392797028e-08
1981,2.0747803120002573e-07,8.85576922904363e-09
1982,2.1167582531234075e-07,9.932003885992913e-09
1983,2.0903695485685603e-07,1.0736036948344463e-08
1984,2.3601964826980293e-07,8.69851302098823e-09
1985,1.7745896840892783e-07,8.421781050316213e-09
1986,1.7324063250612198e-07,1.0790073723399018e-08
1987,1.8943532253956619e-07,1.2832714890720354e-08
1988,1.9428834363566239e-07,1.0793796745289796e-08
1989,1.8879140029071095e-07,1.2073868682627165e-08
1990,2.0377954967898404e-07,8.71784133771314e-09
1991,1.6353488518916492e-07,1.523980985851381e-08
1992,2.0386793408988524e-07,9.366905251440016e-09
1993,2.459408108279604e-07,1.0524494165053966e-08
1994,1.9622727265300455e-07,8.439882570598911e-09
1995,1.9683497143319073e-07,8.133675954979935e-09
1996,2.087194026501038e-07,6.4057106285986265e-09
1997,1.908368005842931e-07,9.58978896292706e-09
1998,1.5973232692090278e-07,7.629006537612781e-09
1999,1.6818340142776833e-07,1.142550276611587e-08
2000,1.8379011379465737e-07,7.510653543540968e-09
2001,1.962782931741458e-07,1.1391150245287918e-08
2002,2.3395723047769934e-07,7.448076377869484e-09
2003,1.6501014243885948e-07,9.583922322420335e-09
2004,1.814774037711686e-07,9.690540814233373e-09
2005,1.815011039241199e-07,4.053374524914943e-09
2006,1.9065830869635647e-07,1.3589037006767057e-08
2007,1.9652838645356496e-07,9.58675072659787e-09
2008,2.090402944077141e-07,9.792111343998045e-09
2009,2.0789319776781667e-07,1.7165493026993772e-08
2010,2.0312310056169736e-07,7.0856894796023084e-09
2011,2.3555667993946372e-07,1.7590271017553505e-08
2012,2.730210653112408e-07,1.4978711604385353e-08
2013,2.3121847192442146e-07,1.7292575371641306e-08
2014,2.6245195527963006e-07,1.645738345601444e-08
2015,2.515813086745311e-07,1.906254798456075e-08
2016,3.0738685552478273e-07,1.512078262599914e-08
2017,2.485423955533861e-07,1.1320251402935355e-08
2018,2.2923424225496092e-07,2.090988093783608e-08
2019,2.3009909355664604e-07,1.811201277845953e-08
