year,bon_ADJ aide_NOUN
1910,5.344150788566537e-09
1911,1.4365010403416534e-08
1912,8.335073964360618e-09
1913,1.1136278177392711e-08
1914,6.027069510139427e-09
1915,3.534228465440492e-09
1916,5.493730803607377e-09
1917,9.869782324756216e-09
1918,6.89182577673364e-09
1919,2.762354511798293e-09
1920,7.572231730534895e-10
1921,1.5145495524393482e-08
1922,5.902348387820666e-09
1923,2.1231896241147297e-09
1924,1.2891624656674594e-08
1925,7.698724546756353e-09
1926,3.343841648018042e-09
1927,4.4596899506643695e-09
1928,1.0283437212876834e-08
1929,4.4561625500705304e-09
1930,7.352522590764465e-09
1931,1.1405356659111021e-09
1932,3.287861094491973e-09
1933,9.176529758292418e-09
1934,7.188948103475923e-09
1935,8.377798899061872e-09
1936,9.699771208460106e-09
1937,5.036447148221157e-09
1938,0.0
1939,1.5294050470515685e-09
1940,2.5357829169792012e-09
1941,8.854508237732261e-09
1942,1.2136847082899749e-08
1943,2.9032352077962287e-09
1944,0.0
1945,4.357008087652048e-09
1946,8.352662561605939e-09
1947,5.960435700558264e-09
1948,7.610321262063735e-09
1949,3.9268033269479474e-09
1950,6.381216888229346e-09
1951,2.1322803522849654e-09
1952,1.0544803918932644e-09
1953,4.3095309543161875e-09
1954,8.795282724349818e-09
1955,3.754243138587299e-09
1956,6.104799110673298e-09
1957,2.1204091371629374e-08
1958,8.272243612328367e-09
1959,3.1002992395556817e-09
1960,3.460416619915918e-09
1961,4.168895617606694e-09
1962,7.610347907416326e-09
1963,2.5864212993553792e-09
1964,2.4335873316516654e-09
1965,5.47204326295514e-09
1966,6.6468897053084675e-09
1967,7.395503209828291e-09
1968,7.635406862327443e-09
1969,2.7250546541512932e-09
1970,4.5987250119061684e-09
1971,7.193756701440179e-09
1972,3.078088173236182e-09
1973,4.410563136936219e-09
1974,2.8127858930915295e-09
1975,5.140332159925265e-09
1976,4.570821499072508e-09
1977,4.113747231748732e-09
1978,1.1881182704343018e-09
1979,7.607565355449708e-09
1980,7.390696055153967e-09
1981,4.427884725544118e-09
1982,6.2075020679230875e-09
1983,4.4207211225000265e-09
1984,3.4794050973729895e-09
1985,4.812446330326736e-09
1986,7.79283104712647e-09
1987,2.4443267965246207e-09
1988,1.798966087207532e-09
1989,2.1952488715726304e-09
1990,3.2691906959314565e-09
1991,2.344586080837985e-09
1992,3.30596661157756e-09
1993,2.2156829704300662e-09
1994,1.0549853213248639e-09
1995,3.253470381991974e-09
1996,3.2028553142993132e-09
1997,2.876936688878118e-09
1998,3.814503379828693e-09
1999,2.7421207526856506e-09
2000,1.7672125984802278e-09
2001,3.066848330846028e-09
2002,2.190610748353805e-09
2003,2.5001538617175356e-09
2004,3.0833537945085254e-09
2005,4.053374524914943e-09
2006,4.117890028965121e-09
2007,3.595031605740928e-09
2008,1.2772318758180745e-09
2009,2.384096253749135e-09
2010,4.2514138876015295e-09
2011,3.4415748029203996e-09
2012,2.382976926895708e-09
2013,3.6258624991347688e-09
2014,3.6812568132704726e-09
2015,2.21657536769726e-09
2016,2.278474076078396e-09
2017,5.03122282724533e-09
2018,7.744400121190154e-10
2019,1.785691428057845e-09
