year,son_DET appel_NOUN,son_DET rappel_NOUN
1931,1.5374420243574605e-06,4.299819380548797e-07
1932,1.614339685929167e-06,3.4851326802254334e-07
1933,1.7045404430149347e-06,5.035620667115381e-07
1934,2.048850175739858e-06,4.1336450706808137e-07
1935,1.6097341823950728e-06,3.9255970918361527e-07
1936,1.7568711498938683e-06,3.637414431878483e-07
1937,1.91384999492783e-06,3.1225972474402397e-07
1938,1.711408354587718e-06,2.956068971826653e-07
1939,1.7802274570044574e-06,3.242338602049699e-07
1940,1.7141892492134048e-06,3.550096225879429e-07
1941,2.051294197613629e-06,4.7224042454274695e-07
1942,1.7477059284232155e-06,4.278238492361197e-07
1943,1.8696834525044892e-06,4.616144053670723e-07
1944,2.0435864414025673e-06,2.570548929270444e-07
1945,1.921440530239238e-06,3.594531730044537e-07
1946,1.7512748877734907e-06,3.090485130030629e-07
1947,1.8489270487975773e-06,3.492815316974429e-07
1948,1.8384362725498704e-06,3.544235367414217e-07
1949,1.7327019463664328e-06,3.3181489023093036e-07
1950,1.763342920568789e-06,3.0098074166318156e-07
1951,1.793247745851545e-06,6.801974450354464e-07
1952,1.7862897951914647e-06,3.86994297940646e-07
1953,1.8789554445675094e-06,3.6523274182798104e-07
1954,1.7961921585651908e-06,3.430160213646616e-07
1955,1.8414562461543937e-06,3.6603871667040266e-07
1956,1.5820150496281826e-06,3.5058988867575636e-07
1957,1.8827465328996595e-06,3.2071186062410106e-07
1958,1.8050035173189372e-06,2.787746034016436e-07
1959,1.6509092652938762e-06,2.906530340851532e-07
1960,1.9814345328939e-06,3.1628208319034457e-07
1961,1.7495464703642938e-06,2.9043306781773026e-07
1962,1.6451034525744035e-06,3.2534237348613715e-07
1963,1.626859017278548e-06,2.6446157974646667e-07
1964,1.6232027562068652e-06,2.993312318011476e-07
1965,1.5080951278889643e-06,3.7538216801635826e-07
1966,1.458438392276662e-06,3.351140254181928e-07
1967,1.4366997778125778e-06,4.2696705193634443e-07
1968,1.472286143666679e-06,4.0737140594160337e-07
1969,1.340726948129145e-06,3.3563590307039703e-07
1970,1.5249372253833826e-06,2.9569801540674234e-07
1971,1.453652661353999e-06,2.5794754776597983e-07
1972,1.343585427804328e-06,3.031916886442332e-07
1973,1.4003537494033935e-06,4.614551656345611e-07
1974,1.3670139580312934e-06,3.7185029100328393e-07
1975,1.2570968355163359e-06,3.701039084091917e-07
1976,1.3272523116114598e-06,2.7482063114092625e-07
1977,1.4574419502366709e-06,2.274314585548609e-07
1978,1.4495043050288814e-06,2.4118800290295894e-07
1979,1.3125976483507884e-06,2.428568910417539e-07
1980,1.3769435351917991e-06,2.3365969248345664e-07
1981,1.339118846033216e-06,2.2708722280384563e-07
1982,1.3768240236800011e-06,2.1726258081500305e-07
1983,1.3874749917874851e-06,1.9893245273294724e-07
1984,1.3424705187503605e-06,2.1746282552470575e-07
1985,1.4244841306521039e-06,2.526534319535756e-07
1986,1.426088051204033e-06,2.2838990121343272e-07
1987,1.4555965535123505e-06,2.1143426032210755e-07
1988,1.3480252967212891e-06,1.9188972455452813e-07
1989,1.3670912757390852e-06,3.2434801777725397e-07
1990,1.5125454915221326e-06,2.85509313968646e-07
1991,1.4354727753129737e-06,2.6200749392302214e-07
1992,1.4127496541505025e-06,2.36927598429304e-07
1993,1.316669575146534e-06,2.4594080905160354e-07
1994,1.4115703557138204e-06,2.4106414109326124e-07
1995,1.4331537858680576e-06,2.3696110407200877e-07
1996,1.4119254281297344e-06,2.1245606873776524e-07
1997,1.362709033614351e-06,2.287164635461636e-07
1998,1.3498573956383098e-06,2.3792965464508598e-07
1999,1.2106462445871102e-06,2.1479944845026466e-07
2000,1.3227586634911859e-06,2.275286248298869e-07
2001,1.276246974768469e-06,2.4447161806051554e-07
2002,1.3226907960017797e-06,2.554252169773008e-07
2003,1.2729949414591601e-06,2.400147618430992e-07
2004,1.274746548318717e-06,2.1363237578952976e-07
2005,1.4096736009605593e-06,2.4725585134888206e-07
2006,1.320607353250125e-06,2.4583802860078663e-07
2007,1.444403723738219e-06,2.5245111068272763e-07
2008,1.5096880545684144e-06,2.3586215291970802e-07
2009,1.5591989885876956e-06,2.1075411549276168e-07
2010,1.6920626535466e-06,1.7808700114585463e-07
2011,1.81715151903461e-06,1.533412805621026e-07
2012,1.8222965287861825e-06,1.433190388588912e-07
2013,1.9136186324431037e-06,1.7320466660919465e-07
2014,2.1238687555324987e-06,2.0723310711900922e-07
2015,2.0337079753574017e-06,1.5449529833233555e-07
2016,2.089153507967012e-06,1.8621347219749396e-07
2017,2.2653080407053494e-06,1.3559145450869892e-07
2018,2.188567505001515e-06,1.4998321340442544e-07
2019,2.1767579418963123e-06,1.5510005813013095e-07
