year,rien_PRON établi_VERB,rien_PRON rétabli_VERB
1917,1.315970976634162e-08,1.0966424435210342e-09
1918,1.378365155346728e-08,0.0
1919,4.603924352863942e-09,0.0
1920,2.0445025228355007e-08,7.572231730534895e-10
1921,1.2116395886607734e-08,0.0
1922,2.4347187377316004e-08,0.0
1923,7.431163684401554e-09,0.0
1924,2.578324886925998e-09,0.0
1925,8.798542339150117e-09,0.0
1926,1.114613823460786e-08,0.0
1927,2.6758140592164636e-08,0.0
1928,1.3711249025050165e-08,0.0
1929,7.798284684668033e-09,0.0
1930,1.05036033204442e-08,0.0
1931,9.124285327288817e-09,0.0
1932,1.2055489939655217e-08,0.0
1933,5.735331320977366e-09,0.0
1934,1.0783422155213884e-08,2.3963160344919743e-09
1935,2.393656828303392e-08,0.0
1936,1.2124714565686645e-08,0.0
1937,5.0364472592434595e-09,0.0
1938,9.075650453382877e-09,0.0
1939,1.5294050470515685e-08,0.0
1940,7.607348528892999e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,0.0,6.068423541449874e-09
1943,3.4838823381733164e-08,0.0
1944,6.4263723231761105e-09,0.0
1945,1.3071024262956144e-08,0.0
1946,1.2528993842408909e-08,0.0
1947,1.549713246618012e-08,0.0
1948,3.2615663503321457e-09,0.0
1949,8.835307596655184e-09,0.0
1950,6.381216888229346e-09,0.0
1951,1.0661401539380222e-08,0.0
1952,8.435843135146115e-09,0.0
1953,1.0773827163745864e-08,2.1547654771580937e-09
1954,6.840775057526116e-09,9.772536113672459e-10
1955,1.1262729415761896e-08,0.0
1956,6.976913269340912e-09,2.616342476002842e-09
1957,3.534015080575159e-09,2.6505113659425206e-09
1958,8.272243334772611e-09,0.0
1959,5.425523585955716e-09,0.0
1960,1.038124963770315e-08,6.920833350854139e-10
1961,5.55852741612739e-09,0.0
1962,5.7077609305622445e-09,0.0
1963,8.405868889838075e-09,2.5864212993553792e-09
1964,5.475571551727398e-09,0.0
1965,9.302473458205895e-09,0.0
1966,3.8773522170743036e-09,5.539074754423723e-10
1967,9.367637332502454e-09,0.0
1968,1.0330256650092906e-08,4.4914158503495116e-10
1969,3.6334062425424918e-09,0.0
1970,6.438214850135182e-09,9.197450023812337e-10
1971,9.762954888969944e-09,0.0
1972,5.130146973897354e-09,0.0
1973,5.513203671370093e-09,0.0
1974,2.812785782069227e-09,0.0
1975,5.140332159925265e-09,5.711480177694739e-10
1976,7.998937512354587e-09,1.142705374768127e-09
1977,3.526069214387917e-09,5.876781838942691e-10
1978,2.3762365408686037e-09,0.0
1979,7.607565244427406e-09,4.096381456264453e-09
1980,4.548120546843393e-09,0.0
1981,1.2651099057237047e-09,0.0
1982,3.1037510339615437e-09,0.0
1983,2.5261264191556165e-09,0.0
1984,3.479405208395292e-09,5.799008495621649e-10
1985,3.609334831011779e-09,0.0
1986,2.3977941854269602e-09,1.1988970927134801e-09
1987,4.277571630240118e-09,0.0
1988,2.99827696004229e-09,0.0
1989,2.1952488715726304e-09,0.0
1990,3.2691906959314565e-09,0.0
1991,3.5168792322792797e-09,1.1722930404189924e-09
1992,2.7549720282848966e-09,0.0
1993,3.323524566667402e-09,0.0
1994,3.164955852952289e-09,0.0
1995,5.4224509327127635e-09,0.0
1996,7.473328622609188e-09,0.0
1997,9.58978896292706e-10,4.79489448146353e-10
1998,9.059445638115449e-09,0.0
1999,5.941261704833778e-09,4.570201161957499e-10
2000,4.859834756842929e-09,8.836062992401139e-10
2001,7.448059946568719e-09,4.3812117822561447e-10
2002,4.38122149670761e-10,1.752488598683044e-09
2003,2.9168460979889232e-09,4.1669229178253886e-10
2004,1.1011977996133737e-08,1.3214374039449694e-09
2005,4.053374524914943e-09,4.5037495954858286e-10
2006,4.117890028965121e-09,0.0
2007,8.787854888225866e-09,0.0
2008,4.257439734089985e-09,0.0
2009,5.245011536203492e-09,0.0
2010,3.3066551718974324e-09,0.0
2011,4.206369030868018e-09,0.0
2012,4.085103366691101e-09,0.0
2013,7.530637446961919e-09,0.0
2014,5.630157673408576e-09,4.330890368553497e-10
2015,6.871383906315032e-09,0.0
2016,5.59261792432153e-09,4.1426800878596737e-10
2017,7.2952728302766445e-09,2.515611330355938e-10
2018,4.3884935685412074e-09,0.0
2019,4.3366790158927415e-09,2.55098775436835e-10
