year,on_PRON apportait_VERB,on_PRON rapportait_VERB
1937,1.724983231810029e-07,1.0828361851622503e-07
1938,2.3855994868426933e-07,8.168085230408906e-08
1939,1.575287260635605e-07,1.3458764414053803e-07
1940,1.597543253240019e-07,9.889553531650108e-08
1941,1.9479917057196872e-07,1.2101160962174617e-07
1942,1.69915864489667e-07,1.0316320242509391e-07
1943,2.090329367376853e-07,9.290352842583616e-08
1944,2.538417120945269e-07,1.8315161121051915e-07
1945,2.0260087296719576e-07,1.285317381416462e-07
1946,1.754059084646542e-07,6.264496832386612e-08
1947,1.549713246618012e-07,1.0371157443955781e-07
1948,1.5764236849236113e-07,9.0236667915633e-08
1949,1.8455976125153484e-07,7.657266465344037e-08
1950,1.3825970235359364e-07,8.827350228557407e-08
1951,2.1642645720021392e-07,9.168805270576286e-08
1952,1.5079069370926845e-07,7.908602661643727e-08
1953,1.3575022350664767e-07,8.942276963352924e-08
1954,1.407245200368834e-07,6.254423112750374e-08
1955,1.604938937305178e-07,9.197895778356724e-08
1956,1.683180279599128e-07,7.238547539145657e-08
1957,1.3959359534965188e-07,7.156380554818043e-08
1958,1.2242920455207695e-07,4.880623727387956e-08
1959,1.1316091530488848e-07,8.293299913475494e-08
1960,1.4118500146764745e-07,7.33608347402992e-08
1961,1.4382689528247283e-07,6.670232899352868e-08
1962,1.5410954290473455e-07,8.815319141319833e-08
1963,1.4483959454025808e-07,8.793832506626131e-08
1964,1.2958852479982852e-07,1.0099387282025418e-07
1965,1.3297065493134141e-07,7.770301380105593e-08
1966,1.506628350966821e-07,7.976267468734477e-08
1967,1.7995724732600138e-07,7.39550358730412e-08
1968,1.6303839700526623e-07,8.578604138165247e-08
1969,1.2444416697121596e-07,7.175977323470306e-08
1970,1.3658213404710295e-07,7.265985679794085e-08
1971,1.3154297917594704e-07,8.940811291324735e-08
1972,1.0311595310952271e-07,6.053573464726014e-08
1973,1.1687992262920943e-07,8.104409587872397e-08
1974,1.1701189173152216e-07,6.244384387343871e-08
1975,8.56722035535995e-08,6.453972645203976e-08
1976,1.2112676728293081e-07,5.3135800648362874e-08
1977,9.579154536254464e-08,6.523227735755199e-08
1978,1.194058842912682e-07,7.663362922016859e-08
1979,1.1820986145494317e-07,6.027532428731774e-08
1980,1.0460677657420092e-07,6.424220266865177e-08
1981,1.2081799738439258e-07,6.262293972270072e-08
1982,1.1732179316936708e-07,5.9592023760046686e-08
1983,1.1746487871278077e-07,6.441622524278046e-08
1984,1.304776926502882e-07,6.726849655080969e-08
1985,1.0587381993332201e-07,6.075713621100931e-08
1986,9.89090072067711e-08,5.8146508941092634e-08
1987,1.0510604830926695e-07,5.927492452428851e-08
1988,8.934865114440527e-08,9.714417181783119e-08
1989,9.165163916691199e-08,6.695509213727746e-08
1990,1.0352436596861025e-07,6.102489180648263e-08
1991,1.1312627634652017e-07,5.4511625435793576e-08
1992,1.0634192548764076e-07,6.887430181734544e-08
1993,1.0302925979033262e-07,6.536264862688768e-08
1994,9.547617274563436e-08,7.859640760443654e-08
1995,1.1061800009315448e-07,6.290042975365395e-08
1996,9.875470219355975e-08,6.298948918015412e-08
1997,8.918503624499863e-08,5.274383951814343e-08
1998,9.72698330770072e-08,5.292623583841305e-08
1999,9.0489981730002e-08,5.667049407520608e-08
2000,7.819915914808462e-08,6.450325962248371e-08
2001,9.638665865452367e-08,5.783199696907104e-08
2002,9.112940446698303e-08,5.607963338150057e-08
2003,8.875545987052647e-08,5.708684369665207e-08
2004,1.0835786845575512e-07,7.488145215006625e-08
2005,9.592986671691506e-08,6.665549356910105e-08
2006,8.52403214679498e-08,5.68268809786332e-08
2007,8.108793636552036e-08,6.151498510575948e-08
2008,8.855474575852895e-08,7.067349727662986e-08
2009,9.584066873458141e-08,6.150968268059387e-08
2010,9.164158143448731e-08,6.282644626764977e-08
2011,1.1051278825391364e-07,6.615471548343521e-08
2012,1.3582968350078772e-07,7.1829733272466e-08
2013,1.48381452902413e-07,8.144245278174367e-08
2014,1.7193634249679235e-07,8.293654829572006e-08
2015,2.0392493027543424e-07,8.289991981769163e-08
2016,1.6570720262620853e-07,8.430354014876684e-08
2017,1.3433364465242903e-07,5.3834082081039014e-08
2018,1.5282282816997395e-07,7.615326680365797e-08
2019,2.1300747121699715e-07,7.346844910216532e-08
