year,son_DET envoi_NOUN,son_DET renvoi_NOUN
1864,2.800121023938118e-07,2.852863103530723e-07
1865,2.4852137503472704e-07,4.2691078011580785e-07
1866,3.371869672363914e-07,3.4497195733340646e-07
1867,3.236825385499742e-07,4.0666560963131815e-07
1868,2.9392251388316026e-07,2.9491047293106476e-07
1869,2.7591883267064077e-07,3.237773202879879e-07
1870,2.4943112109099275e-07,5.613633797807438e-07
1871,2.7827483517484097e-07,3.8767296772768134e-07
1872,3.277657762978947e-07,3.827965817659873e-07
1873,3.298288602238131e-07,3.0468762624025203e-07
1874,2.8976853805318115e-07,4.3554900219788806e-07
1875,3.558789911650706e-07,3.713271148342301e-07
1876,3.7424831766941224e-07,4.0508297827202e-07
1877,3.865509921041621e-07,4.1376418336014353e-07
1878,4.015993928518924e-07,3.544944910949255e-07
1879,3.854984296225439e-07,3.5495180039646357e-07
1880,3.395040604203814e-07,4.2935392041698606e-07
1881,5.215435656680256e-07,2.956343214677304e-07
1882,4.2128588972900616e-07,3.9133664131441037e-07
1883,4.341385864137237e-07,4.1454863897172345e-07
1884,4.073247126257229e-07,4.4825523293212655e-07
1885,4.5892926259227806e-07,5.485235980984271e-07
1886,3.768822987026965e-07,4.1366702219214346e-07
1887,3.434214432829208e-07,4.393966310800579e-07
1888,3.6204909292791854e-07,4.65401107874186e-07
1889,3.9345059921203074e-07,3.5585975943774883e-07
1890,4.319340547453976e-07,4.804365283384016e-07
1891,3.773538317375369e-07,4.557567208074431e-07
1892,4.4945235000426464e-07,4.970930156389386e-07
1893,3.9290697095850646e-07,5.505624480761639e-07
1894,3.78092363639837e-07,5.614671501064095e-07
1895,4.826928892143201e-07,6.042688749374747e-07
1896,5.437060437429864e-07,5.596280407971221e-07
1897,4.282634407104524e-07,6.333637720956631e-07
1898,4.5606341636528214e-07,5.760205255000983e-07
1899,4.3502042679222086e-07,5.643657310372419e-07
1900,4.4227773088323374e-07,4.947073843908356e-07
1901,5.577561701386458e-07,5.068986164147304e-07
1902,4.1884720580753765e-07,4.5321919017737855e-07
1903,4.795395742718256e-07,5.281415464963857e-07
1904,4.073965911288724e-07,5.842217483120749e-07
1905,5.000775367136612e-07,5.052382938686151e-07
1906,4.897263519154649e-07,4.7069288000578524e-07
1907,4.854844277701886e-07,4.69027323202198e-07
1908,4.651085347973094e-07,4.533212201174308e-07
1909,4.4612976779490054e-07,4.86837072877222e-07
1910,4.6333785874708155e-07,4.980748657956724e-07
1911,4.7564145511103106e-07,4.346745647865191e-07
1912,4.605128260948277e-07,4.474892794092966e-07
1913,4.2211798501057274e-07,3.918909483591193e-07
1914,3.930988592415474e-07,3.904201690829723e-07
1915,4.3942243221906097e-07,3.769843885947921e-07
1916,3.95548647169619e-07,4.834483542381918e-07
1917,4.616864597295489e-07,6.85401520428286e-07
1918,3.744558725315983e-07,4.5141459814601603e-07
1919,3.498982295013775e-07,5.009069354855455e-07
1920,4.664494781536632e-07,4.179871861964557e-07
1921,3.9984105715262785e-07,3.73336445758099e-07
1922,4.4562731460473515e-07,3.688967815662636e-07
1923,3.641270183152301e-07,3.397103323088402e-07
1924,3.970620241489087e-07,3.5709799539596077e-07
1925,4.1353148283462815e-07,3.5854060342899174e-07
1926,4.2020942814247064e-07,3.49988737102791e-07
1927,3.701542716783024e-07,3.656945664065603e-07
1928,4.1476528522821354e-07,3.43923843182381e-07
1929,4.2556350976497015e-07,3.609491550093935e-07
1930,3.7392829632665325e-07,3.1195701843955703e-07
1931,3.444417728815097e-07,2.74869085714613e-07
1932,3.5508897866520783e-07,3.013872551527186e-07
1933,4.909443500622501e-07,2.913548204919181e-07
1934,3.330879412288823e-07,2.6239659156601647e-07
1935,3.758041362544873e-07,3.231436744854932e-07
1936,3.2615481782016786e-07,3.237298766833874e-07
1937,3.689197516365539e-07,2.6567258748499967e-07
1938,3.9284598951638827e-07,2.5800777248008444e-07
1939,4.2976281733331234e-07,3.196456539455994e-07
1940,3.271159942919155e-07,2.865434640675346e-07
1941,2.862957662053134e-07,3.040047649172095e-07
1942,3.398317058866951e-07,1.6688164339306866e-07
1943,2.6129116381667927e-07,2.6709764799903724e-07
1944,2.5705488937433074e-07,2.1207028666481165e-07
1945,3.289541155027109e-07,2.832055256973831e-07
1946,2.5336409059661946e-07,2.8955897946048026e-07
1947,2.9325341266428495e-07,3.492815263683724e-07
1948,2.3048402120195988e-07,2.6201250236113083e-07
1949,2.0419377078084722e-07,2.905834497468618e-07
1950,2.5418514582042917e-07,2.56312216784238e-07
1951,2.3561697792828795e-07,2.9745310392570445e-07
1952,3.0790828109417134e-07,2.224953634666349e-07
1953,2.3810158467085785e-07,2.3702420381965794e-07
1954,2.003369949932221e-07,2.2672283872537946e-07
1955,2.50595729056613e-07,2.3651731462237535e-07
1956,2.5552945448481523e-07,2.6948327258580207e-07
1957,2.880222353951467e-07,2.1380791315195324e-07
1958,1.9108882653995352e-07,2.663662383994847e-07
1959,2.76701705992366e-07,2.674007966163572e-07
1960,2.2077458883273948e-07,2.574549893274991e-07
1961,2.5777671730509155e-07,2.5152335325628883e-07
1962,2.0865037075878945e-07,1.9596645306485527e-07
1963,2.0885351403876484e-07,2.4247698959811714e-07
1964,2.591770398296944e-07,2.5430987715679976e-07
1965,2.3310905294948725e-07,2.298258188204727e-07
1966,2.110387464782093e-07,2.3374895086192282e-07
1967,2.3271184090845054e-07,2.445446485310754e-07
1968,2.3040963625931e-07,1.8684290248316415e-07
1969,2.8930998396958785e-07,3.197397373533306e-07
1970,2.625871928785273e-07,2.51090383152075e-07
1971,2.3379709013227057e-07,2.517814801095142e-07
1972,1.9289352870544008e-07,2.195702819562939e-07
1973,2.172202258066136e-07,2.734549071625736e-07
1974,2.0702103498138058e-07,2.2446031566758506e-07
1975,2.1475166134266033e-07,2.2217657402734403e-07
1976,2.2854107672998225e-07,2.845336242174312e-07
1977,2.1626557433762628e-07,2.468248414544405e-07
1978,2.6138600794922695e-07,2.584157350327132e-07
1979,2.0423387425694273e-07,2.5046447271748207e-07
1980,2.5696881422732076e-07,2.626539741257261e-07
1981,2.808543975163502e-07,2.4416620991729587e-07
1982,2.2657383258462005e-07,2.3153983086388052e-07
1983,1.9198560297084555e-07,2.639802181292339e-07
1984,2.0702459835320042e-07,2.6037548828128365e-07
1985,2.628798814185984e-07,2.3580987029703238e-07
1986,2.0201415473763973e-07,2.6375736617012535e-07
1987,2.2671130395224282e-07,3.153181475923361e-07
1988,2.3986215946791845e-07,3.3580700087298965e-07
1989,2.458678789452051e-07,3.5178863821982986e-07
1990,2.4736876103048644e-07,2.637147051842703e-07
1991,2.239079641697117e-07,2.661105087398141e-07
1992,2.435395352051728e-07,2.7219125087185603e-07
1993,2.2821534884087669e-07,2.8803878793226545e-07
1994,2.4686656097117066e-07,3.0330826827906776e-07
1995,2.5160172079097265e-07,3.248048159321115e-07
1996,2.66370797419313e-07,2.9679791158088165e-07
1997,2.4453961167125726e-07,2.771448874838711e-07
1998,2.1075131328984753e-07,3.15173330101004e-07
1999,2.230258147051245e-07,3.15343876344798e-07
2000,2.1515813752870372e-07,3.1456384697037265e-07
2001,2.786450608027735e-07,2.8215004865828064e-07
2002,2.4491028494111333e-07,2.992374410482057e-07
2003,2.837674593081374e-07,2.6751644188749424e-07
2004,2.1891812007623912e-07,2.6428747013085285e-07
2005,2.8013321973219263e-07,2.5085883859077285e-07
2006,2.3966118867235764e-07,2.8454619460660524e-07
2007,2.528505564924899e-07,3.259495251484168e-07
2008,2.6183253787337435e-07,2.567236023764963e-07
2009,2.221977712935086e-07,2.71786963601528e-07
2010,2.0123358357437837e-07,2.612257503642468e-07
2011,1.931105910735198e-07,2.5658850955068147e-07
2012,1.3855308322874293e-07,2.6961682575432633e-07
2013,1.4921818980440094e-07,3.0094659297930093e-07
2014,1.567782295097686e-07,3.6314517082303155e-07
2015,1.7754769077171773e-07,2.690922622505809e-07
2016,1.7005701336003654e-07,2.897804787238556e-07
2017,1.386101908806836e-07,3.0363429903701444e-07
2018,2.2458760451371518e-07,2.7879839592515054e-07
2019,2.099462985682976e-07,3.1555717594500265e-07
