year,ton_DET an_NOUN,ton_DET rang_NOUN
1984,1.7397025486864948e-09,3.0734745637417404e-08
1985,6.015558051686298e-10,2.466378745680231e-08
1986,1.1988970927134801e-09,3.416856841909066e-08
1987,2.4443267965246207e-09,3.9720310263113845e-08
1988,2.99827696004229e-09,3.418035621205462e-08
1989,1.6464366536794728e-09,3.018467154003446e-08
1990,0.0,3.3781637709395795e-08
1991,1.1722930404189924e-09,5.451162776726193e-08
1992,5.509944167592096e-10,2.5896737698705152e-08
1993,1.6617622278225497e-09,3.101956319584431e-08
1994,1.0549853213248639e-09,2.637463225596548e-08
1995,1.0844901643380922e-09,2.76544991351102e-08
1996,0.0,2.3487604750016544e-08
1997,1.438468344439059e-09,2.4933451303610354e-08
1998,1.43043876743576e-09,2.3840645457795517e-08
1999,2.7421207526856506e-09,2.9249287436527993e-08
2000,4.4180314962005696e-10,2.8275401686705948e-08
2001,3.0668482198237257e-09,4.0307148174711926e-08
2002,4.38122149670761e-10,4.337409409416182e-08
2003,8.333845835650777e-10,4.416938248485991e-08
2004,4.404791253964646e-10,3.6119286783709015e-08
2005,9.007499190971657e-10,3.152624672431159e-08
2006,0.0,3.953174321225106e-08
2007,0.0,4.913209616930203e-08
2008,8.514879357157668e-10,5.151501980549256e-08
2009,9.53638501499654e-10,4.5774648294028e-08
2010,0.0,5.999217478347418e-08
2011,1.1471915639660324e-09,6.84490950586536e-08
2012,3.404252713057332e-10,8.10212126278742e-08
2013,0.0,9.510916432198258e-08
2014,3.248167693148396e-09,1.1152043022377711e-07
2015,2.2165753954528356e-10,1.278964063544663e-07
2016,6.214020409345267e-10,1.1930918963898307e-07
2017,7.54683426862357e-10,1.0112757209412848e-07
2018,2.5814667070633845e-10,1.1848931880109603e-07
2019,0.0,1.257637007867629e-07
