year,mon_DET envoi_NOUN,mon_DET renvoi_NOUN
1959,2.945284249822322e-08,1.9376869886400527e-08
1960,3.114374941270981e-08,2.214666694477785e-08
1961,2.3623741851608315e-08,1.5285950616394928e-08
1962,3.2343978606519386e-08,2.72704117065814e-08
1963,2.586421288253149e-08,4.202934689168103e-08
1964,5.0496937964439326e-08,3.467862086381501e-08
1965,3.502107759345563e-08,3.6115487489496445e-08
1966,1.7725039214155913e-08,1.883285383197375e-08
1967,3.155414796118805e-08,2.4158644196248247e-08
1968,5.524441515358802e-08,1.661823922916028e-08
1969,2.7250547540713654e-08,1.7258680234943924e-08
1970,4.5067505283213904e-08,2.0694262303777577e-08
1971,3.288574434989755e-08,2.4150468513894907e-08
1972,4.6171322765076184e-08,2.6163749167196215e-08
1973,5.127279489869352e-08,1.984753439376874e-08
1974,1.968950003039538e-08,2.4752515148662724e-08
1975,1.6563292515314743e-08,1.5420996479775795e-08
1976,3.256710273680241e-08,2.342546046030236e-08
1977,1.9393379346865913e-08,2.4094805095575822e-08
1978,3.0891075808447965e-08,2.0792069732600282e-08
1979,3.745262944221395e-08,2.165230061912382e-08
1980,5.059784058403238e-08,2.160357320812878e-08
1981,3.289285782637208e-08,2.0241758103001217e-08
1982,3.103751144983846e-08,1.6760255960868164e-08
1983,3.6628833743890254e-08,2.020901079813342e-08
1984,3.421414884741125e-08,1.9716628885113607e-08
1985,2.707001156565525e-08,1.4437338990980209e-08
1986,5.155257554179116e-08,4.855533353165242e-08
1987,3.605382020710479e-08,2.0165695613361123e-08
1988,2.3986215458293714e-08,1.739000587974715e-08
1989,2.7440611560791695e-08,3.896566758143649e-08
1990,5.2307048470368045e-08,1.8525414091641323e-08
1991,3.28242034108861e-08,2.579044766637395e-08
1992,3.30596639508407e-08,1.9835798559242335e-08
1993,2.9357798858598017e-08,2.6034275180109034e-08
1994,5.0639297144439155e-08,2.4264662723538777e-08
1995,3.253470470809816e-08,1.2471637056421514e-08
1996,3.73666457775812e-08,2.56228422923499e-08
1997,2.1097535607417228e-08,2.2056514392687632e-08
1998,2.5271085557498907e-08,2.765514972580263e-08
1999,2.6050146761935622e-08,2.422206613061917e-08
2000,3.7995070645280293e-08,1.5904913275299748e-08
2001,4.687896693056359e-08,1.5772362971233633e-08
2002,2.891606110111411e-08,2.059174164514843e-08
2003,3.5418846189294584e-08,2.3751461075693925e-08
2004,3.083353805610756e-08,3.7881206449430493e-08
2005,4.2335245975522184e-08,1.981649888627146e-08
2006,4.035532147339538e-08,2.84134404893166e-08
2007,3.874645027046597e-08,3.155638772511793e-08
2008,4.598035019398594e-08,3.107930957035876e-08
2009,2.9085974517784052e-08,3.862235842255757e-08
2010,3.5900828365686976e-08,3.590082864324273e-08
2011,2.6767802974170252e-08,3.2886157574907315e-08
2012,2.382976907466805e-08,5.140421488469826e-08
2013,2.733342463479005e-08,5.99661886813152e-08
2014,3.919455782153136e-08,5.543539693952937e-08
2015,3.701681028367432e-08,8.024002706719102e-08
2016,3.376284252176731e-08,6.131166507827857e-08
2017,3.043889640341746e-08,4.905442152480788e-08
2018,3.588238617346917e-08,5.885744025491135e-08
2019,3.775462048549727e-08,7.908061983030734e-08
