year,un_DET est_NOUN,un_DET reste_NOUN
1881,1.1469775245132041e-06,2.6809291142626535e-06
1882,1.1254255696258042e-06,2.8158933460531443e-06
1883,1.200674432766391e-06,2.6819275049660973e-06
1884,1.2160326150478795e-06,2.7132975688459737e-06
1885,1.0906015859291074e-06,2.605325981619444e-06
1886,1.180983872473007e-06,2.4690953353001532e-06
1887,1.1954460887864116e-06,2.5671731549437027e-06
1888,1.2300793059694115e-06,2.483618771975671e-06
1889,1.1101822110504145e-06,2.5530431102538387e-06
1890,1.230258362738823e-06,2.311732018256407e-06
1891,1.140985432357411e-06,2.253924236583771e-06
1892,1.081945242731308e-06,2.4660328818981725e-06
1893,1.1411545983719407e-06,2.274303259497401e-06
1894,1.0958376606140519e-06,2.418530684167308e-06
1895,1.0382110531281796e-06,2.208831546113288e-06
1896,1.0661827900548815e-06,2.2562033308304308e-06
1897,1.035989726005937e-06,2.1448131661827574e-06
1898,1.2442721981642535e-06,2.1496090951700353e-06
1899,1.0546619932938484e-06,2.0916356930911206e-06
1900,1.1529328958204133e-06,2.0520233761089912e-06
1901,1.1211010360057116e-06,2.1136610186545113e-06
1902,1.2511403610915295e-06,1.7888164194346245e-06
1903,1.0454826906425296e-06,2.2200306375452783e-06
1904,1.1141597724417807e-06,1.991298645975803e-06
1905,1.064664616023947e-06,2.0080512861397892e-06
1906,1.0725624406404677e-06,2.231032929955745e-06
1907,1.1021113550668815e-06,2.1497085853638964e-06
1908,1.0986777851940133e-06,2.0411732251091053e-06
1909,1.0567389381321846e-06,2.1420830691454285e-06
1910,1.095550942409318e-06,2.0735304886443373e-06
1911,1.1231310281800688e-06,2.123361205974561e-06
1912,1.054386871146562e-06,2.039488371963216e-06
1913,1.0128710528078955e-06,1.8411980491350732e-06
1914,1.0828634913195856e-06,1.944734378866997e-06
1915,1.016679789245245e-06,1.7647580961011045e-06
1916,9.921677701640874e-07,1.628341923520793e-06
1917,9.913648000292596e-07,1.4793706242244298e-06
1918,8.821536994219059e-07,1.632214022606604e-06
1919,9.207848279402242e-07,1.6629374357535198e-06
1920,9.245695196113957e-07,1.7688733251475242e-06
1921,9.375061154059949e-07,1.7773238383256285e-06
1922,9.399489613315382e-07,1.7485707175524112e-06
1923,1.1199824712093687e-06,1.8036495603723779e-06
1924,1.0016792657552287e-06,1.840923921747617e-06
1925,1.049226170835027e-06,2.0214650646721566e-06
1926,9.808601362237823e-07,1.8903850573792624e-06
1927,9.331901082987315e-07,2.1072034499525216e-06
1928,8.912311955100449e-07,2.101248924191168e-06
1929,9.190835044137202e-07,1.8103160215332537e-06
1930,1.03250420124823e-06,1.7467492696709996e-06
1931,1.0538549304328626e-06,1.5066476208858148e-06
1932,9.797826123758568e-07,1.6055720735153045e-06
1933,9.910652352118632e-07,1.5909808652736501e-06
1934,9.129964269050106e-07,1.6151170072475907e-06
1935,1.012516804621555e-06,1.713858274854374e-06
1936,9.53002540882153e-07,1.570150494956124e-06
1937,1.021139723889064e-06,1.6154404463009087e-06
1938,1.0242519010716933e-06,1.640099654309779e-06
1939,1.0629364624037407e-06,1.673169165883337e-06
1940,1.1081370985266403e-06,1.6862956719876365e-06
1941,1.1127165180369047e-06,1.6764534862545588e-06
1942,1.0377003718531341e-06,1.6657822499155372e-06
1943,1.1787135463237064e-06,1.8348446175764366e-06
1944,9.639558129492798e-07,1.7351205414684046e-06
1945,1.0478604508534772e-06,1.6404135436687284e-06
1946,1.2027834372929647e-06,1.6273770384600539e-06
1947,1.0037373385785031e-06,1.7881306817457698e-06
1948,1.0404396562080365e-06,1.6481782338928497e-06
1949,9.061098467100237e-07,1.474514622401557e-06
1950,9.199587793773389e-07,1.5208566779278954e-06
1951,9.723198672872968e-07,1.630128338092618e-06
1952,8.92090383786126e-07,1.5437593248179837e-06
1953,9.168526844405278e-07,1.467395335907895e-06
1954,1.0046167062682798e-06,1.3877001805440159e-06
1955,1.0652664741428453e-06,1.432243735166594e-06
1956,9.724072924655047e-07,1.368347128050118e-06
1957,9.550675486025284e-07,1.5717532590997507e-06
1958,9.595802339390502e-07,1.4501242731057573e-06
1959,9.944209296008921e-07,1.361031337410168e-06
1960,9.979842161556007e-07,1.5080496140740252e-06
1961,9.776059641808388e-07,1.4208985561481313e-06
1962,1.0895481636907789e-06,1.398401352048495e-06
1963,1.0015916132033453e-06,1.3817956272532683e-06
1964,1.0409669357613893e-06,1.4370333261126689e-06
1965,9.548715524942963e-07,1.5245113118567133e-06
1966,1.0468851314726635e-06,1.4717322045498804e-06
1967,9.954347888196935e-07,1.4702261168508812e-06
1968,1.0685077995731262e-06,1.5203442771394293e-06
1969,9.478648621552566e-07,1.440645540640162e-06
1970,9.744697990754503e-07,1.235217503392505e-06
1971,9.814339136937633e-07,1.4593049399991287e-06
1972,9.280435619984928e-07,1.3594889267665167e-06
1973,9.675673027231824e-07,1.2785119949398904e-06
1974,8.635252584099362e-07,1.024416587114274e-06
1975,8.784256237959198e-07,1.1280173737304722e-06
1976,8.758836429478833e-07,1.075857053223217e-06
1977,8.697637099430722e-07,1.133631169381033e-06
1978,9.392074957759178e-07,1.188118236683522e-06
1979,9.134930678555975e-07,1.2757302023658212e-06
1980,9.028019007928378e-07,1.2160537750105505e-06
1981,9.355487691209419e-07,1.1714918173311162e-06
1982,9.454025757804629e-07,1.1545953810809806e-06
1983,9.011956194626691e-07,1.0420271614464127e-06
1984,9.324805887445109e-07,1.1418247467531728e-06
1985,9.498565987087204e-07,1.0653552990902426e-06
1986,9.039683845912805e-07,1.2222755643165328e-06
1987,9.508431162430497e-07,1.1152240304568295e-06
1988,9.36062065193255e-07,1.157934512718839e-06
1989,9.093818675864895e-07,1.1481151673820023e-06
1990,8.995722851068422e-07,1.0929994189723402e-06
1991,8.440509873253177e-07,1.0503746068479813e-06
1992,8.799380566415493e-07,1.1185186608031472e-06
1993,8.851653205965704e-07,1.1371992592046354e-06
1994,8.893526342035329e-07,1.0813599331527257e-06
1995,9.039225687956787e-07,9.8309032381394e-07
1996,8.711766668056953e-07,1.015838940077174e-06
1997,8.832195703689649e-07,9.76240542627238e-07
1998,9.097590805140499e-07,1.1186030874910102e-06
1999,8.825058444017486e-07,1.100961416256041e-06
2000,9.211595397573547e-07,1.1239472641477732e-06
2001,8.701086358087196e-07,1.0265179000157332e-06
2002,9.332001695838699e-07,1.1132683397363508e-06
2003,9.91727688415267e-07,1.001728271887714e-06
2004,8.739106078792247e-07,1.1148526226634203e-06
2005,8.304914445034228e-07,1.1453035142494628e-06
2006,8.495206884617801e-07,1.0657098954425237e-06
2007,8.044881383284519e-07,1.1448178014461519e-06
2008,8.455274951302272e-07,1.1260928189926744e-06
2009,8.339568466908531e-07,1.2301937175607236e-06
2010,7.55334497171134e-07,1.3344715554808317e-06
2011,7.0590522227576e-07,1.340684541162318e-06
2012,6.594037245122308e-07,1.6520838954647843e-06
2013,6.459613359766081e-07,1.630522476148144e-06
2014,6.860130383756768e-07,1.8436600726090546e-06
2015,6.940097705410153e-07,1.978515228984179e-06
2016,6.746354301867541e-07,2.0104426425859856e-06
2017,6.81730682572379e-07,1.623575528242327e-06
2018,6.585321443708381e-07,1.727517485505814e-06
2019,6.512671575364948e-07,1.8446192768806213e-06
