year,bien_ADV enseigner_VERB,bien_ADV renseigner_VERB
1860,2.197048232233101e-08,2.334363813361051e-08
1861,4.102888340185018e-08,2.2165028923382124e-08
1862,5.828202276347838e-08,1.7168348520613108e-08
1863,3.346395871517416e-08,2.7969877081091e-08
1864,5.370095124135332e-08,2.828889478223573e-08
1865,5.7894187222018445e-08,1.835669216632141e-08
1866,4.038458811805867e-08,4.135770836910524e-08
1867,4.31900204489466e-08,3.785192959071537e-08
1868,4.989272639477349e-08,2.667531973088444e-08
1869,3.857980246380066e-08,3.320792885119772e-08
1870,4.816600807089344e-08,3.669791226457164e-08
1871,3.611200227737754e-08,3.717412155879174e-08
1872,4.656451224605007e-08,2.1770421909650395e-08
1873,3.6514627765882324e-08,3.352162636360845e-08
1874,5.377148326601855e-08,2.5093358502203955e-08
1875,5.263805036292979e-08,5.8359578503086595e-08
1876,5.8646342893098335e-08,4.957732002708326e-08
1877,5.071549225021954e-08,4.08197848855707e-08
1878,5.254007007238215e-08,4.1065803202400275e-08
1879,6.1704184872724e-08,4.7041805117942204e-08
1880,7.765594034481182e-08,2.759673911612026e-08
1881,6.972507549107831e-08,5.717456375009533e-08
1882,9.849969728747965e-08,3.5939081044489285e-08
1883,7.014466518739937e-08,5.181857787306399e-08
1884,4.15906917794473e-08,5.2813575734944607e-08
1885,5.736615804607936e-08,5.5432465728699754e-08
1886,6.195325141788999e-08,5.162771188338411e-08
1887,7.899998877292091e-08,4.961982824625011e-08
1888,6.213802095089704e-08,4.7554610915767626e-08
1889,7.20490760386383e-08,5.826577265111155e-08
1890,3.211649257650606e-08,4.260351360585446e-08
1891,4.461954006274027e-08,5.035633776628856e-08
1892,8.462491507543746e-08,3.57305189879753e-08
1893,4.92673315477532e-08,5.1114856347567184e-08
1894,3.213785149114301e-08,4.348062176973144e-08
1895,6.861220214204877e-08,6.98159254852726e-08
1896,5.484237064479203e-08,3.007484750128242e-08
1897,5.360576338375722e-08,4.428302347037061e-08
1898,3.960848360406999e-08,3.451596342074481e-08
1899,5.859233098703953e-08,5.969784666604028e-08
1900,5.398695179792412e-08,4.1009318607621026e-08
1901,4.694540578498163e-08,5.253414414596591e-08
1902,5.106695155632224e-08,5.254003809795904e-08
1903,4.968202560462487e-08,4.9142006020019835e-08
1904,8.545654139879844e-08,4.245953988402107e-08
1905,3.973784501454247e-08,4.1286071450485906e-08
1906,3.343719967574543e-08,3.395161840558103e-08
1907,4.011417686911045e-08,3.5485619775954547e-08
1908,4.371136341774218e-08,4.469363901193901e-08
1909,5.3359539009534274e-08,3.740668930163338e-08
1910,4.4890864359103944e-08,4.0615546481603815e-08
1911,3.937076797910777e-08,4.362706818028528e-08
1912,4.636384787204406e-08,2.344239469209697e-08
1913,5.037840367094759e-08,4.1363318104004065e-08
1914,5.2234600644851525e-08,3.4153391226254826e-08
1915,1.4136913861761968e-08,3.887651445211304e-08
1916,5.493730981243061e-08,3.186363883855847e-08
1917,3.070598708632133e-08,3.838248474608008e-08
1918,4.135095466040184e-08,4.020231614276781e-08
1919,4.1435317399418636e-08,3.222746869369075e-08
1920,3.48322650722821e-08,2.4988365154854364e-08
1921,3.332008802203745e-08,3.4077363153528495e-08
1922,4.500540740082215e-08,2.0658220023506146e-08
1923,6.157249998750558e-08,3.927900849021171e-08
1924,4.2542360745301266e-08,4.1253198190815965e-08
1925,3.299453510408057e-08,4.2892892793133797e-08
1926,4.681378129589575e-08,3.009457216762712e-08
1927,4.1252132376712325e-08,3.4562596340492746e-08
1928,4.34189573184085e-08,2.399468712610542e-08
1929,4.790374674712439e-08,4.3447585085232276e-08
1930,4.411513643276521e-08,3.2561171536826805e-08
1931,2.167017854048936e-08,2.737285598186645e-08
1932,2.082311922890767e-08,2.849479585620429e-08
1933,2.7529589274877253e-08,1.261772819560747e-08
1934,3.834105655187159e-08,2.3963160344919743e-08
1935,2.6330225111337313e-08,2.2739740757060645e-08
1936,3.8799086610197264e-08,3.031178508194898e-08
1937,4.1550688223424004e-08,3.651424407280501e-08
1938,3.1116513810047763e-08,2.7226949583791793e-08
1939,4.129393715857077e-08,1.8352860564618823e-08
1940,6.846613587185857e-08,1.7750480196809804e-08
1941,2.066051862925633e-08,2.3612020783048138e-08
1942,2.1239483061208375e-08,3.034211815133858e-08
1943,4.645176332473966e-08,2.0322646676618206e-08
1944,2.5705489292704442e-08,3.534504600111177e-08
1945,3.921307367704685e-08,1.089252066321933e-08
1946,3.3410650246423756e-08,2.227376683094917e-08
1947,2.7418003867296648e-08,1.7881307101674793e-08
1948,3.913879709216417e-08,1.522064252412747e-08
1949,2.3560819073509265e-08,1.3743811422273211e-08
1950,3.828730044119766e-08,1.3825969702452312e-08
1951,3.1984203729962246e-08,1.1727541604500402e-08
1952,3.1634410646574906e-08,1.7926167217297007e-08
1953,1.508335856215126e-08,1.508335856215126e-08
1954,1.9545073115523337e-08,7.818028890937967e-09
1955,3.566530892840092e-08,1.6894095011821264e-08
1956,1.744228228517386e-08,1.3953826538681824e-08
1957,1.6786572132332367e-08,1.6786572132332367e-08
1958,1.9853384713997002e-08,1.5717262158432277e-08
1959,2.0927018340444192e-08,1.4726420971555854e-08
1960,2.6991250123842292e-08,1.038124963770315e-08
1961,2.779263752472616e-08,1.598076693198891e-08
1962,3.0441391629665304e-08,1.6489087428794846e-08
1963,3.556329275511416e-08,1.0992290633282664e-08
1964,4.1979379972190145e-08,1.4601523545820783e-08
1965,2.6265809083270142e-08,1.641613067704384e-08
1966,3.932743197765376e-08,1.1078149952936656e-08
1967,5.1768523690043367e-08,1.429797347185513e-08
1968,3.817703486674873e-08,1.2126823101255013e-08
1969,2.997560244466513e-08,8.175163657142548e-09
1970,3.54101814536989e-08,1.7935027685211935e-08
1971,4.419021948365298e-08,1.5929032315398217e-08
1972,5.284051241005727e-08,9.234264020108185e-09
1973,2.536073751002732e-08,7.1671650836435674e-09
1974,3.825388716904854e-08,9.563471792262135e-09
1975,2.227477224892027e-08,1.2565256390928425e-08
1976,2.513951891103261e-08,1.2569759455516305e-08
1977,2.4094806150287695e-08,1.4104276857551667e-08
1978,2.8514838490423244e-08,1.544553818177974e-08
1979,2.984506508596496e-08,1.1118749476679568e-08
1980,2.7288724169238776e-08,2.21720881654619e-08
1981,3.0995192190630405e-08,7.590659656386833e-09
1982,2.7313010519947056e-08,4.966001831974154e-09
1983,2.0209011353244932e-08,1.515675762675528e-08
1984,3.537395087960249e-08,1.0438215625185876e-08
1985,1.804667348892508e-08,1.0828004270990732e-08
1986,2.997242631863628e-08,1.0790073723399018e-08
1987,2.5665430669619127e-08,1.649920555735207e-08
1988,3.2381390013824785e-08,7.195864348830128e-09
1989,3.84168536982088e-08,1.2073869015694072e-08
1990,2.45189291092629e-08,1.0352437129768077e-08
1991,3.341035181847474e-08,9.96449056600568e-09
1992,3.250866953408149e-08,6.060938417817852e-09
1993,2.6034275180109034e-08,1.1078414630105726e-08
1994,3.481451571474281e-08,1.160483886764041e-08
1995,4.446409818115171e-08,8.675921314704738e-09
1996,2.5089033073300016e-08,1.1209993822092201e-08
1997,3.5002731380018304e-08,8.630809844589749e-09
1998,3.194646680526603e-08,9.536258005482523e-09
1999,3.1991408633302854e-08,7.312321859131998e-09
2000,3.976228413193894e-08,8.394259509714175e-09
2001,3.8992784112679146e-08,7.886181485616817e-09
2002,2.584920721915296e-08,6.133709984368352e-09
2003,3.875238263617575e-08,3.7502307925763034e-09
2004,3.611928889313276e-08,1.0571499231559756e-08
2005,2.612174831995162e-08,7.656374201303606e-09
2006,3.7884586134850906e-08,6.1768350434476815e-09
2007,3.395307501818934e-08,4.393927444112933e-09
2008,3.15050527888161e-08,7.663391698997657e-09
2009,3.528462499957641e-08,8.105927484791664e-09
2010,4.156937905008817e-08,9.919965293647692e-09
2011,3.288615957330876e-08,1.1471915861704929e-08
2012,2.3489343803362317e-08,9.19148224198807e-09
2013,2.2034088331679413e-08,8.08846234434668e-09
2014,2.295371892557796e-08,1.1043770342666903e-08
2015,2.903713713919842e-08,1.1969507163200888e-08
2016,2.83773591291947e-08,1.1392370602436586e-08
2017,2.389830733307008e-08,1.0565567976072998e-08
2018,3.278462656908232e-08,1.0067719991013746e-08
2019,2.602007498353487e-08,9.94885240857002e-09
