year,son_DET achat_NOUN,son_DET rachat_NOUN
1918,1.9756566871365067e-07,6.432370813769239e-08
1919,1.703451946166723e-07,6.997964835386838e-08
1920,1.9006301599233666e-07,2.5291254246440076e-07
1921,1.9764871383998184e-07,3.672782394326113e-07
1922,1.763326510362262e-07,6.713921507639498e-08
1923,1.900254757991604e-07,7.112685551646791e-08
1924,1.8692854863999742e-07,4.3831523188764265e-08
1925,1.814699372992834e-07,3.948345919102536e-07
1926,1.3486827121766964e-07,8.136681373116517e-08
1927,1.6277868142289265e-07,4.66037586410728e-07
1928,1.4054030961219155e-07,4.159078978993591e-07
1929,1.7156225795567082e-07,3.6540534043005835e-07
1930,1.99568463532529e-07,2.0271955547546128e-07
1931,1.893289178767077e-07,5.5886246741465584e-08
1932,1.5343351833507768e-07,1.1288322676605844e-07
1933,1.387950163689311e-07,6.53827711971644e-08
1934,1.5336422620748635e-07,5.990790441501304e-08
1935,1.603750137135762e-07,5.8644593181611526e-08
1936,1.2609703770039005e-07,6.426098897449606e-08
1937,1.2842940744217657e-07,7.051026240656455e-08
1938,1.4132083359097436e-07,3.759912203804561e-08
1939,1.819992023754935e-07,8.105846394101945e-08
1940,1.3693227174371714e-07,5.0715659227762444e-08
1941,1.8004165269758232e-07,6.788455841899577e-08
1942,1.790184902539238e-07,6.675266206457309e-08
1943,1.683876436064935e-07,8.419382169222445e-08
1944,1.9279117502435383e-07,9.318240046241044e-08
1945,1.3288874622929825e-07,6.535512397931598e-08
1946,1.2946627414578415e-07,6.682130138102593e-08
1947,1.776209710424581e-07,7.033313664805974e-08
1948,1.2393951775990786e-07,7.936478141346015e-08
1949,1.2958450745781391e-07,9.915178367236877e-08
1950,8.720996480526821e-08,7.232045651228702e-08
1951,1.3433365841919453e-07,5.6505429890663095e-08
1952,1.20210767562412e-07,8.330395107059019e-08
1953,1.49756204881335e-07,6.895249304861295e-08
1954,1.1433867297405698e-07,7.036226090662012e-08
1955,1.435997969423397e-07,1.1638153551984942e-07
1956,1.8227185560881765e-07,6.628067694691708e-08
1957,1.378265899742992e-07,6.802979157782829e-08
1958,1.389736925538898e-07,7.114129640939382e-08
1959,1.3331286918827345e-07,7.208195396124495e-08
1960,1.3910875040767934e-07,7.197666618274923e-08
1961,1.090861014851896e-07,6.253343548534573e-08
1962,1.2620493450299364e-07,6.088277970661693e-08
1963,1.661775632655349e-07,6.336732105705067e-08
1964,1.034274581535044e-07,7.300761928341615e-08
1965,1.302346355203099e-07,6.621172343734827e-08
1966,1.5066283065579e-07,5.760637900031895e-08
1967,1.2276535366062546e-07,5.9164026788849355e-08
1968,1.3159847811472503e-07,9.072660256403964e-08
1969,1.3080262650788654e-07,6.585548750770442e-08
1970,1.4164072870137545e-07,6.944074537607037e-08
1971,1.5517960694211297e-07,7.039604876801775e-08
1972,1.2979271524216074e-07,8.105632359756143e-08
1973,1.3672745313719759e-07,7.277429148189185e-08
1974,1.355762828669782e-07,9.563471792262135e-08
1975,1.513542251529998e-07,9.709515991218609e-08
1976,1.8683232183569487e-07,5.8277972558862245e-08
1977,1.610238258287211e-07,7.757352238346726e-08
1978,1.9485140345665286e-07,8.495045855649863e-08
1979,1.6912202394081532e-07,9.71427610574338e-08
1980,1.688489703610685e-07,8.982538279855845e-08
1981,1.7015728692726384e-07,9.678090706621845e-08
1982,1.762930668114393e-07,8.752578029014302e-08
1983,1.9514326776715052e-07,1.0420271345790155e-07
1984,1.8614817420825602e-07,9.510373599752597e-08
1985,1.5820917687037195e-07,1.0045981724271513e-07
1986,1.6664669644228525e-07,1.11497431953822e-07
1987,1.7599152357661296e-07,1.258828286054836e-07
1988,1.6850316331140647e-07,1.4631591205294114e-07
1989,2.0854864413166752e-07,1.3555661571018618e-07
1990,1.8797846568219256e-07,1.5746600978694403e-07
1991,1.6646560485611417e-07,1.9284220709181454e-07
1992,1.8733810636106796e-07,1.5868639535732143e-07
1993,2.0550459822743505e-07,1.357105863242225e-07
1994,1.6616019116177938e-07,1.5824779975304182e-07
1995,2.0713761816892884e-07,1.6538475522409612e-07
1996,1.836303749058743e-07,1.4679753101987103e-07
1997,1.8268548274136265e-07,1.8220599629081846e-07
1998,1.6450046169680377e-07,1.6593089791072657e-07
1999,2.161705099368305e-07,1.5995703694926533e-07
2000,1.908589606358646e-07,1.6390896551143896e-07
2001,1.7831532073131484e-07,1.7743907831935246e-07
2002,1.8926876954594718e-07,1.502758983917829e-07
2003,1.8501138221438396e-07,1.4917584545415252e-07
2004,1.8676315161059165e-07,1.669415814475883e-07
2005,2.2383635389644496e-07,1.7024174070456866e-07
2006,2.026001801880284e-07,1.750103200137687e-07
2007,2.3767153400910956e-07,1.565835932026971e-07
2008,1.962679641032139e-07,2.0180264748148602e-07
2009,2.393632700936621e-07,1.5019806487437393e-07
2010,2.5839148554140934e-07,1.436033084667443e-07
2011,3.116537032887834e-07,1.5487086169052589e-07
2012,2.958295621802165e-07,1.388935173540773e-07
2013,2.844907474042202e-07,1.252317212152576e-07
2014,2.9991416194974363e-07,1.1671749255981467e-07
2015,2.7685026848800476e-07,1.0595230204302197e-07
2016,2.701027459472982e-07,1.0915962289637093e-07
2017,3.167154538630257e-07,1.7860840917371945e-07
2018,2.702795538489511e-07,1.2984777209013032e-07
2019,2.8366984317074184e-07,1.2576370189698594e-07
