year,bien_ADV entrer_VERB,bien_ADV rentrer_VERB
1947,9.05986183852292e-08,5.722018059373113e-08
1948,1.30462652236929e-07,4.566192757238241e-08
1949,8.049946842447753e-08,3.239612667016445e-08
1950,9.465471606517895e-08,3.509669355139522e-08
1951,1.0554787621686046e-07,5.224086763178093e-08
1952,7.381363076319758e-08,6.432330224015459e-08
1953,6.8952495269059e-08,4.417269394707546e-08
1954,7.622578124255597e-08,4.49536656788041e-08
1955,7.320774386698758e-08,4.129667274810345e-08
1956,8.982775767663043e-08,2.8779767902165077e-08
1957,9.453490434907508e-08,3.268964121616591e-08
1958,7.445019178931034e-08,2.9780077070995503e-08
1959,1.0696032148871382e-07,3.2553142403912716e-08
1960,1.1073333183730938e-07,4.15249985508126e-08
1961,9.31053349972899e-08,5.072156383789661e-08
1962,1.179603899004178e-07,4.6296282363300634e-08
1963,9.699079583924686e-08,4.4615767080813384e-08
1964,1.0768624036927577e-07,3.589541464066315e-08
1965,1.1491290763387951e-07,3.994591679656878e-08
1966,9.194864247774603e-08,6.037591759877614e-08
1967,1.1142558520305101e-07,4.092178684800274e-08
1968,9.970943182224801e-08,4.491415950269584e-08
1969,9.946449353037679e-08,3.8150766101807676e-08
1970,1.1220888751495295e-07,4.5067505283213904e-08
1971,1.1458626403282324e-07,3.596878173084406e-08
1972,1.0362896318838466e-07,3.8989117712162624e-08
1973,6.560712506598065e-08,2.811733956775697e-08
1974,6.806941854620163e-08,2.5315072704756858e-08
1975,8.167416609694556e-08,2.8557401776652114e-08
1976,7.71326114090698e-08,2.9138986334942274e-08
1977,7.345977337536169e-08,2.8208553715103335e-08
1978,7.306927329864266e-08,4.277225684745645e-08
1979,8.602400924928588e-08,3.862302477841695e-08
1980,9.437350456664717e-08,3.809050852510154e-08
1981,8.286470176699368e-08,4.1748627666038374e-08
1982,7.759378206628753e-08,3.848651530802272e-08
1983,8.14675757965233e-08,2.3366668600033336e-08
1984,8.118611560803402e-08,4.697196942515802e-08
1985,7.639759047606276e-08,4.030423994549892e-08
1986,6.174320077434459e-08,4.6756987615026446e-08
1987,7.394088186174486e-08,3.5442738521851425e-08
1988,6.296381371839743e-08,4.497415417858974e-08
1989,8.396826700618476e-08,5.707646977270997e-08
1990,8.118490057995587e-08,3.923028657482064e-08
1991,7.502675458681551e-08,5.7442360201775955e-08
1992,6.336436086940012e-08,4.4079552452558346e-08
1993,7.311754046668284e-08,2.3264671966671813e-08
1994,9.653115995433836e-08,4.958431176760314e-08
1995,6.994961410100586e-08,5.097103894513566e-08
1996,8.701090337126516e-08,3.25623616959092e-08
1997,7.240290500476476e-08,4.075660342550691e-08
1998,6.866105906055964e-08,4.577404055794432e-08
1999,7.677937929884138e-08,4.2959889867688617e-08
2000,7.024669912425452e-08,4.064589020913445e-08
2001,7.316623396036448e-08,4.4688359679412315e-08
2002,8.236696658059373e-08,4.950780407853017e-08
2003,8.042161425692029e-08,3.7502307037584615e-08
2004,7.532192825010497e-08,5.4619412992451544e-08
2005,6.530436991170063e-08,4.053374524914943e-08
2006,6.629802840052434e-08,5.888582421675892e-08
2007,7.509621724466342e-08,5.911829603633123e-08
2008,7.918837496845299e-08,7.067350082934354e-08
2009,8.91651978918162e-08,8.725792355335216e-08
2010,7.983210537076957e-08,8.786255278891986e-08
2011,1.093656010198174e-07,1.1127758625661954e-07
2012,1.028084284371289e-07,1.460424385868464e-07
2013,1.160275999723126e-07,1.5507535522374383e-07
2014,1.1974911728884763e-07,1.4205321008375904e-07
2015,1.363193860015599e-07,1.3011297994580673e-07
2016,1.2324473175340245e-07,1.313229631705326e-07
2017,1.1496343432781941e-07,1.4565389960807806e-07
2018,1.1332638649719229e-07,1.4017363980656228e-07
2019,1.1096796725951208e-07,1.3086567207665212e-07
