year,bon_ADJ aliment_NOUN
1925,2.3096173862313663e-08
1926,2.7865345586519652e-08
1927,1.4493992672726108e-08
1928,5.827281057690925e-08
1929,3.78773812315103e-08
1930,3.991369368350206e-08
1931,2.5091784650044247e-08
1932,2.520693342944469e-08
1933,2.6382522833046096e-08
1934,4.073737258636356e-08
1935,3.4708023122220766e-08
1936,4.00115567344983e-08
1937,1.888667711114067e-08
1938,2.7226949583791793e-08
1939,1.5294050470515685e-08
1940,6.085878823114399e-08
1941,7.67390702094417e-08
1942,6.371844563091145e-08
1943,2.322588166236983e-08
1944,4.819779064746399e-08
1945,3.0499055725385915e-08
1946,3.201854070766785e-08
1947,2.0265479960812627e-08
1948,4.348755311411878e-08
1949,4.417653798327592e-08
1950,4.4668517773516214e-08
1951,3.3050344683260846e-08
1952,3.057992969957013e-08
1953,3.232148060305917e-08
1954,2.9317607896928166e-08
1955,3.2849627018549654e-08
1956,2.2674967681268754e-08
1957,4.94762097957846e-08
1958,3.391619785020339e-08
1959,2.40273188012452e-08
1960,2.4914999841030294e-08
1961,1.876002997391879e-08
1962,2.1562652108286784e-08
1963,2.0691370394843034e-08
1964,9.125952438182594e-09
1965,2.2982582947861374e-08
1966,2.0494576702390077e-08
1967,1.1339771788243524e-08
1968,1.1677681044375277e-08
1969,1.4987801222332564e-08
1970,1.5635665207014426e-08
1971,1.6956711590410123e-08
1972,1.1799337507056862e-08
1973,1.2129047988196362e-08
1974,6.750686232237513e-09
1975,5.711480177694739e-09
1976,1.085570122683066e-08
1977,1.3516598507123945e-08
1978,1.7821774278559133e-08
1979,7.022368020415115e-09
1980,1.989802811408481e-08
1981,1.2018544381930951e-08
1982,1.6139505731871395e-08
1983,1.7682884490000106e-08
1984,8.118611560803402e-09
1985,6.617113967877231e-09
1986,1.1988970705090196e-08
1987,7.944062296871834e-09
1988,7.195864348830128e-09
1989,9.329808037250586e-09
1990,1.471135746555774e-08
1991,9.37834432335194e-09
1992,1.322386644631024e-08
1993,8.862731881720265e-09
1994,1.002236071911966e-08
1995,1.1929391696696712e-08
1996,1.0676184380997711e-08
1997,5.274384040632185e-09
1998,7.152193948201102e-09
1999,1.5995704316651427e-08
2000,8.83606254831193e-09
2001,1.1391150245287918e-08
2002,7.886198361006791e-09
2003,5.8336921959778465e-09
2004,1.5416770082765652e-08
2005,9.457874483587148e-09
2006,8.235780057930242e-09
2007,9.586750948642475e-09
2008,1.1920831433087642e-08
2009,9.53638501499654e-09
2010,1.4643758206034363e-08
2011,1.4531093661673822e-08
2012,1.0212757750593937e-08
2013,1.5061274893923837e-08
2014,1.1693403578760808e-08
2015,1.8175917659846164e-08
2016,2.713455415914723e-08
2017,1.4842107098900215e-08
2018,9.809573597863164e-09
2019,1.4285530980373551e-08
