year,bien_ADV appelé_VERB,bien_ADV rappelé_VERB
1845,1.5959452071001579e-07,3.5155437672074186e-08
1846,1.885149458757951e-07,2.3418005312692003e-08
1847,2.0170656966911338e-07,2.1033571329098777e-08
1848,1.4722755281582067e-07,3.137636639394259e-08
1849,1.61722709890455e-07,9.217356655710773e-09
1850,1.6836710869938543e-07,2.647708541303473e-08
1851,1.3221350059211545e-07,2.5152811389261842e-08
1852,1.5299781352950959e-07,3.450589147746541e-08
1853,1.409375869343421e-07,1.0152284346531815e-08
1854,1.1170678249072807e-07,1.6626126253527218e-08
1855,1.2630511037059478e-07,2.4942604426314574e-08
1856,1.3564235246121825e-07,2.174419400091665e-08
1857,9.616572782533694e-08,1.7085282522089074e-08
1858,1.1940569777380006e-07,3.131952652779546e-08
1859,1.5632971894774528e-07,1.5276519604867644e-08
1860,8.559334219171433e-08,1.4189270203246451e-08
1861,1.2355825163012923e-07,3.395494019287071e-08
1862,9.578130999443601e-08,3.885468302655681e-08
1863,1.5333485237079003e-07,2.447364266799923e-08
1864,1.1411452760512475e-07,1.582260189536555e-08
1865,1.0543331541157386e-07,2.2592853810010638e-08
1866,1.279656203223567e-07,2.238181906477621e-08
1867,9.414453927547584e-08,4.513114504334226e-08
1868,7.656804967837161e-08,3.2603168165223906e-08
1869,8.301982745706482e-08,1.5138908793232986e-08
1870,1.1640118913192055e-07,3.669791226457164e-08
1871,1.348889497876371e-07,2.549082545044712e-08
1872,1.1368997832050809e-07,2.2979889990892843e-08
1873,8.61984617017697e-08,1.3169209722718733e-08
1874,9.977597414945194e-08,2.3300975371398636e-08
1875,1.0928116722652703e-07,2.1741803024610817e-08
1876,1.269663130187837e-07,2.8416270225761764e-08
1877,1.0576035691656216e-07,2.288381928394756e-08
1878,1.2500913726398721e-07,4.287753085918666e-08
1879,1.191318403925834e-07,3.787781821529279e-08
1880,1.1102873997970164e-07,2.3104245627791897e-08
1881,1.7431268872769579e-07,1.8128519130300447e-08
1882,1.7170893329421233e-07,2.1962771157291172e-08
1883,1.522960673128182e-07,2.8437025179073316e-08
1884,1.9276954787983414e-07,2.2445769687351458e-08
1885,1.3858117142717674e-07,2.320428826863008e-08
1886,1.4649363322405407e-07,2.452316216761119e-08
1887,1.710578203528712e-07,1.697520346510828e-08
1888,1.3442102897442965e-07,4.2482117379449846e-08
1889,1.4597767972190923e-07,2.7566601445982997e-08
1890,1.6582598050263186e-07,1.7696843102044113e-08
1891,1.3577088964211725e-07,2.2309770031370135e-08
1892,1.7301094601407385e-07,2.820830502514582e-08
1893,1.6319803819442313e-07,3.202376674948937e-08
1894,1.915667979801583e-07,2.9617234886814003e-08
1895,1.7032678556461178e-07,2.347259631108045e-08
1896,1.645271083816624e-07,2.8305738197786923e-08
1897,1.5032921396596066e-07,2.2141511735185304e-08
1898,2.0143743029166217e-07,3.451596342074481e-08
1899,2.1447004883157206e-07,2.3768587098516036e-08
1900,1.827250741825992e-07,3.7894686499839736e-08
1901,1.9895909986189508e-07,2.6825947685438223e-08
1902,1.6007525971417635e-07,2.4060391012881155e-08
1903,1.4418587568343355e-07,3.6181475593366486e-08
1904,1.590888984992489e-07,3.171028950532673e-08
1905,1.4450125718212803e-07,2.0643035725242953e-08
1906,1.2500368029577658e-07,1.800464666246171e-08
1907,1.285710879983526e-07,3.291419758966185e-08
1908,1.596201428810673e-07,1.8663278922304016e-08
1909,1.7163068832815043e-07,1.6502950117569526e-08
1910,1.4108557877534622e-07,2.51175080734356e-08
1911,1.2715693742393341e-07,3.2454281040372734e-08
1912,1.7034807342497515e-07,3.959160110866833e-08
1913,1.2037786234486703e-07,2.1211958411981868e-08
1914,1.3058649983577197e-07,1.6072185360371805e-08
1915,5.654765544704787e-08,8.246533234057551e-09
1916,1.4063951425669075e-07,2.4172416956957932e-08
1917,8.77313937053259e-08,5.15421945124217e-08
1918,7.006689628497043e-08,2.8715941624568586e-08
1919,6.629650783906982e-08,2.6702760891339494e-08
1920,8.708066445706208e-08,2.5745588771997063e-08
1921,8.708659748890568e-08,7.572747762196741e-09
1922,1.0033992481339737e-07,1.770704471937279e-08
1923,5.8387715995422695e-08,2.866305948145964e-08
1924,3.738571052736006e-08,3.0939897754933554e-08
1925,4.8391981977147225e-08,1.0998178368026856e-08
1926,4.458455293843144e-08,2.452150482668003e-08
1927,5.686104742608222e-08,1.6723836537835268e-08
1928,5.3702393643106916e-08,3.6563331917705e-08
1929,4.567566591617833e-08,2.8965056131369238e-08
1930,5.671945757512731e-08,2.6259009189288918e-08
1931,3.877821086462063e-08,4.790249619190945e-08
1932,4.822195975862087e-08,3.616647248350091e-08
1933,7.570636739728798e-08,3.555905436769535e-08
1934,4.313368862085554e-08,2.036868629318178e-08
1935,4.4282650435434334e-08,3.111753699158726e-08
1936,5.092380206406233e-08,2.182448710641438e-08
1937,5.791914503561202e-08,2.6441348666139675e-08
1938,5.704694316932546e-08,2.7226949583791793e-08
1939,5.8117393564316444e-08,1.8352860564618823e-08
1940,4.81798743123818e-08,2.7893612752905028e-08
1941,5.312704587367989e-08,2.066051862925633e-08
1942,3.944475324146879e-08,3.3376331032286544e-08
1943,4.3548528338988035e-08,2.0322646676618206e-08
1944,5.462416652335378e-08,9.639558484764166e-09
1945,5.446259976338297e-08,2.3963544037997053e-08
1946,2.227376683094917e-08,2.7842208538686464e-08
1947,4.887557025767819e-08,2.1457568166738383e-08
1948,4.4574740343250596e-08,2.5005341797168512e-08
1949,3.7304630495782476e-08,3.043272656100271e-08
1950,3.403315673722318e-08,2.7651939404904624e-08
1951,3.944718685033877e-08,2.8785784422780125e-08
1952,5.483298082253896e-08,2.4253049346611988e-08
1953,2.8011951869189033e-08,2.2625037843226892e-08
1954,5.472620046020893e-08,2.34540866728139e-08
1955,2.5341140741375057e-08,3.191106756617046e-08
1956,3.401245152190313e-08,3.662879421995058e-08
1957,4.0641172205369e-08,2.8272120644601273e-08
1958,4.4670112941957996e-08,2.4816730004317833e-08
1959,3.332821663093455e-08,1.9376869886400527e-08
1960,2.629916728835724e-08,2.629916728835724e-08
1961,4.099414141478519e-08,4.377340445671507e-08
1962,3.55149545328004e-08,2.5367825173816527e-08
1963,4.2029345337368795e-08,3.2330266463986845e-08
1964,5.049693641012709e-08,2.251068309533366e-08
1965,3.0643441562006046e-08,2.954903344232207e-08
1966,2.2710207048248776e-08,3.1572724878969893e-08
1967,2.465167803222812e-08,3.007504645324843e-08
1968,2.2007936806289763e-08,3.054162789339898e-08
1969,3.5425710365188934e-08,2.952142530432411e-08
1970,3.2650948611490094e-08,3.724967356788511e-08
1971,2.723350611688602e-08,3.596878173084406e-08
1972,3.9502129567381417e-08,3.4884998001416534e-08
1973,2.4258095976392724e-08,1.929621262775072e-08
1974,2.925297337696975e-08,4.219178606490459e-08
1975,2.798625331479343e-08,2.7415104852934746e-08
1976,3.485251554025126e-08,2.399681342524218e-08
1977,2.2331770210826107e-08,2.8208553715103335e-08
1978,2.8514838490423244e-08,3.386137237271214e-08
1979,2.4578287849408298e-08,2.984506508596496e-08
1980,2.0466542238750662e-08,3.752199617679253e-08
1981,2.340453342242199e-08,3.415796712147312e-08
1982,3.1658260013500694e-08,4.6556266397601576e-08
1983,2.273513821648976e-08,2.5892795463278162e-08
1984,3.073474630355122e-08,3.189454744756404e-08
1985,2.045289804186723e-08,3.549179083961462e-08
1986,3.11713250766843e-08,4.016305155118971e-08
1987,3.299841111470414e-08,3.849814689260711e-08
1988,2.7584148298842592e-08,3.2981045450242163e-08
1989,2.140367705294466e-08,4.116091645300912e-08
1990,3.3236769780842224e-08,3.105731138930423e-08
1991,2.8721180100887977e-08,3.04796188288492e-08
1992,2.4243753671271406e-08,2.8651710337612712e-08
1993,3.10195602537533e-08,2.6034275180109034e-08
1994,1.318731612798274e-08,3.428702299856923e-08
1995,3.633041956163652e-08,4.609083248396928e-08
1996,1.8149513891785318e-08,3.896807143632941e-08
1997,2.6851409984374186e-08,3.6920688728514506e-08
1998,2.288702027897216e-08,4.625085381348981e-08
1999,3.519054914136177e-08,3.7475651026852574e-08
2000,1.988114206596947e-08,4.462211933287108e-08
2001,2.716351232834313e-08,3.855466346180947e-08
2002,3.8992872930521116e-08,5.0384048932983205e-08
2003,2.6668306674082487e-08,4.458607349988597e-08
2004,3.259545522382723e-08,5.373845368694674e-08
2005,3.0625496805214425e-08,4.4136747590073355e-08
2006,2.2236605445868918e-08,4.4473210891737835e-08
2007,4.234148320847453e-08,4.433872291542684e-08
2008,3.1079309792403365e-08,4.2148652568130274e-08
2009,2.2410505451375684e-08,4.005281795116389e-08
2010,4.109699958121382e-08,3.920748170571642e-08
2011,3.6710130046913036e-08,3.020937811015756e-08
2012,4.289358557230116e-08,3.812763083033133e-08
2013,4.434708955614042e-08,3.653753921639691e-08
2014,3.9844191945803686e-08,3.269822101970021e-08
2015,5.2754494106466154e-08,4.0563328695952805e-08
2016,4.991929358766356e-08,3.728412067971476e-08
2017,5.006066672308407e-08,4.226227190429199e-08
2018,5.0854893629548314e-08,4.724084234908332e-08
2019,5.66319293682227e-08,4.5407581694689725e-08
