year,on_PRON entrait_VERB,on_PRON rentrait_VERB
1861,6.234503899804622e-07,6.272231622972413e-08
1862,5.59778484898743e-07,8.4938144517821e-08
1863,5.209389613014537e-07,9.639618259171812e-08
1864,5.475579456515334e-07,6.233146265799405e-08
1865,5.958864903732319e-07,9.037141168732887e-08
1866,5.498142741089396e-07,1.0509723935570037e-07
1867,7.677147806361972e-07,1.1695275858869536e-07
1868,5.685795088083978e-07,8.595380762699278e-08
1869,6.529265164090248e-07,9.425192182277442e-08
1870,5.997815009095575e-07,1.1296076252165221e-07
1871,4.6839390677178017e-07,1.0196330180178848e-07
1872,5.702640919480473e-07,1.0099056346746238e-07
1873,4.669083608632718e-07,1.0535367778174987e-07
1874,5.347275049416567e-07,9.738613115928274e-08
1875,7.043199730105698e-07,8.296214115688372e-08
1876,4.836811910990946e-07,9.371323006490684e-08
1877,5.560149531902425e-07,6.865145918411031e-08
1878,4.4024956480370747e-07,1.1111923026163595e-07
1879,4.575884560154009e-07,1.1546624634206637e-07
1880,5.487258505354475e-07,7.444701566328149e-08
1881,4.79011262655149e-07,1.0040410813871858e-07
1882,5.77021893377605e-07,7.786800715336994e-08
1883,4.865891014560475e-07,9.415814616886564e-08
1884,4.2514928821901776e-07,1.0760766144812806e-07
1885,4.724651034848648e-07,1.411594219291601e-07
1886,4.8723652668059e-07,9.099384001842736e-08
1887,5.027271896551611e-07,1.299256009446026e-07
1888,5.573400301273068e-07,1.0462014188306057e-07
1889,5.275245200664358e-07,1.0838686392844465e-07
1890,5.518793386727339e-07,9.37277278012516e-08
1891,4.653180667446577e-07,9.178877213855685e-08
1892,4.519597496255301e-07,9.65350928083808e-08
1893,5.062218377815952e-07,1.3610100246808088e-07
1894,5.772210087684471e-07,9.38929325400295e-08
1895,6.066763376111339e-07,9.689969360238138e-08
1896,4.859151943037432e-07,9.081424856560716e-08
1897,3.9563385456631295e-07,1.0604618516651954e-07
1898,4.334299958941301e-07,1.0128455052438312e-07
1899,4.3059836229986104e-07,1.2215948075322558e-07
1900,4.469496701631215e-07,8.409506335738115e-08
1901,4.3200952859479003e-07,6.985923750590928e-08
1902,4.036253287154068e-07,5.9414436037741325e-08
1903,3.429139852073604e-07,6.696273047168688e-08
1904,3.660119745063639e-07,7.524475265086039e-08
1905,3.9376590166284586e-07,7.276670643818761e-08
1906,4.362268555269111e-07,1.1008554601232845e-07
1907,4.196560325908649e-07,9.359974573186491e-08
1908,4.0322503025436163e-07,1.0264803051995841e-07
1909,4.0597259953756293e-07,8.746563651129691e-08
1910,4.64406689104635e-07,1.3520701624969433e-07
1911,3.788106255342427e-07,9.417062507566243e-08
1912,5.490729790835758e-07,1.1252349985113597e-07
1913,4.5658742919840734e-07,7.583275163369763e-08
1914,4.192161568994379e-07,9.710278447983e-08
1915,3.852309333751691e-07,8.953379015963492e-08
1916,3.4500630619049844e-07,7.91097249930317e-08
1917,3.9150136643684164e-07,1.1076088668460216e-07
1918,4.0776637177941666e-07,9.993147642717304e-08
1919,4.152739592200305e-07,9.944475998224789e-08
1920,4.369177588614548e-07,1.4084351107612747e-07
1921,3.771228165305729e-07,8.405749341022783e-08
1922,4.7218786392022594e-07,9.222419272703064e-08
1923,3.8111252820272057e-07,1.2526818693459063e-07
1924,4.1511030701713025e-07,1.0313299547703991e-07
1925,4.97117632392019e-07,1.1548086753521147e-07
1926,4.257824883779904e-07,7.57937428375044e-08
1927,5.585761613247087e-07,1.237563935774233e-07
1928,4.124800767613124e-07,8.569531040336642e-08
1929,4.935200053068911e-07,1.37026997748535e-07
1930,3.7497864013857907e-07,1.0083459400789252e-07
1931,4.1287390217803477e-07,9.238338805062085e-08
1932,4.0879073281985256e-07,8.329248046834437e-08
1933,3.9344372027017016e-07,7.341223984269618e-08
1934,3.9059951006947813e-07,9.345632889790068e-08
1935,3.746073033994435e-07,1.1250187270661627e-07
1936,3.5646659313215423e-07,1.248845578061264e-07
1937,3.9284287822738406e-07,9.569249570517968e-08
1938,2.956068883008811e-07,7.779128452511941e-08
1939,3.3646909969320404e-07,9.176430282309411e-08
1940,3.727600841330059e-07,6.339457403470306e-08
1941,3.6598630970274826e-07,1.00351089216133e-07
1942,3.64105417816063e-07,1.153000468434584e-07
1943,4.09356154307261e-07,1.3645205498846735e-07
1944,4.0486143859652657e-07,1.188878862024012e-07
1945,4.465933329811378e-07,1.4813827675652647e-07
1946,4.078883648617193e-07,1.1554516810008408e-07
1947,3.9815709840240743e-07,8.106192339596419e-08
1948,3.718185581647049e-07,8.69750991228102e-08
1949,3.2297958085791834e-07,7.853606653895895e-08
1950,4.5200287956959073e-07,6.700277843663116e-08
1951,4.0726555994297087e-07,1.4925961799860943e-07
1952,3.51141963506052e-07,1.4340933418566237e-07
1953,3.167505226997491e-07,1.0127397587211817e-07
1954,2.6581298584460455e-07,7.036225824208486e-08
1955,3.2568059538107264e-07,7.039205840442264e-08
1956,3.523341050026829e-07,6.540856212211565e-08
1957,2.8272120289329905e-07,9.365140130057625e-08
1958,2.9449186911278957e-07,6.865962021151972e-08
1959,2.8135213625546385e-07,5.115493451057773e-08
1960,3.0520875071715636e-07,8.997083256190308e-08
1961,3.2725830578783643e-07,7.226085507738844e-08
1962,3.5578374735223406e-07,8.625060488043346e-08
1963,3.795573206843983e-07,6.854016465496215e-08
1964,3.4556940420316096e-07,9.916868570769566e-08
1965,3.168313043033777e-07,8.37222629002099e-08
1966,3.761031663884751e-07,7.92087675449693e-08
1967,4.0823177016591217e-07,8.628087044826316e-08
1968,3.799737697818273e-07,8.937917428397668e-08
1969,3.756033706281414e-07,7.811823721226574e-08
1970,3.067349538810049e-07,6.760125614846402e-08
1971,3.458141506484935e-07,7.553444447694346e-08
1972,2.795930029719784e-07,6.515286354868977e-08
1973,3.0322620858669325e-07,8.490333502919611e-08
1974,2.6946489128931717e-07,1.0069773459520093e-07
1975,2.467359436764127e-07,7.253579781263397e-08
1976,3.0567368014544627e-07,7.256179301862176e-08
1977,2.9148838365244956e-07,6.170620814316408e-08
1978,2.6554442911219667e-07,9.683163781915027e-08
1979,2.966950489735609e-07,9.421677304999321e-08
1980,2.905112026496681e-07,9.721607696633328e-08
1981,3.2260302873510227e-07,1.0626923341305883e-07
1982,2.7747534403488316e-07,8.566353137950955e-08
1983,2.6776940842410113e-07,9.536127087983459e-08
1984,2.748729954760165e-07,1.1771987473707668e-07
1985,3.0137945827846124e-07,8.301470089122631e-08
1986,3.356911975060939e-07,1.1029853297372938e-07
1987,2.8231973914216724e-07,1.2160525386661902e-07
1988,2.8423665554555555e-07,1.1153590229184829e-07
1989,3.276408904184791e-07,9.439569836899864e-08
1990,2.762466024819332e-07,9.480652529703093e-08
1991,2.989347223092409e-07,1.0902325442430083e-07
1992,3.162707997717007e-07,9.972998959995039e-08
1993,3.2459755772151766e-07,1.1743119898710574e-07
1994,3.1174815973145087e-07,9.442118731328719e-08
1995,3.0257276506517883e-07,1.2146290018222317e-07
1996,2.861217396343818e-07,9.555185087606333e-08
1997,2.680345971839415e-07,9.541840029214654e-08
1998,2.965776388919039e-07,1.1348147310741297e-07
1999,3.066604961077246e-07,1.192822480788891e-07
2000,2.955663020998145e-07,1.1045078451843438e-07
2001,2.8784560868189146e-07,9.85772636852289e-08
2002,3.356015696454051e-07,1.1215926853935798e-07
2003,3.1085245666417904e-07,1.3625838235498122e-07
2004,2.783828065844318e-07,1.361080457229491e-07
2005,2.9409484625375626e-07,1.1034186364611287e-07
2006,3.2943118810635497e-07,1.1941880373456115e-07
2007,2.979881656983707e-07,1.2822279060742403e-07
2008,2.8695142617607416e-07,1.1665384391790212e-07
2009,3.390184915019745e-07,1.5782717710521865e-07
2010,3.59480644362975e-07,1.6060896612657416e-07
2011,3.426278780693792e-07,1.6787236312154619e-07
2012,4.7659537472100055e-07,2.1582961906574383e-07
2013,4.6160020872321184e-07,2.214565348879205e-07
2014,5.158090345958044e-07,2.6158577881574274e-07
2015,5.408443968235588e-07,2.506946827907086e-07
2016,5.269489236070513e-07,2.3613276667333594e-07
2017,4.0576810533821117e-07,2.462783434964422e-07
2018,4.871227758940222e-07,2.772495300007449e-07
2019,4.851978729902839e-07,2.673435126610002e-07
