year,en_ADP humeur_NOUN,en_ADP rumeur_NOUN
2009,4.196009228962794e-08,6.007922337403215e-08
2010,4.2986517456711226e-08,3.7317963830219014e-08
2011,4.5505267110002023e-08,4.474047088365296e-08
2012,6.536165386705761e-08,5.957442184012507e-08
2013,9.98506735072624e-08,7.558529091511446e-08
2014,9.159833069816159e-08,8.012147389990787e-08
2015,1.2146833228143805e-07,1.3920093522301613e-07
2016,1.507935536437799e-07,1.4250819901917566e-07
2017,4.603568726224694e-08,4.578412671207843e-08
2018,8.931874617701396e-08,8.828616415712531e-08
2019,8.265200079904389e-08,1.1198836347148244e-07
