year,on_PRON emporte_VERB,on_PRON remporte_VERB
1842,1.1605298411154763e-07,4.159124245006751e-08
1843,1.086871677102863e-07,2.3627644951673688e-08
1844,1.3117661090689126e-07,2.6893950177964143e-08
1845,1.545723140594646e-07,2.6785095030845696e-08
1846,1.9495490022336526e-07,2.2247104825012798e-08
1847,1.65032645327301e-07,2.9123407685460734e-08
1848,1.6251348000650978e-07,3.137636539474187e-08
1849,1.6842624184221222e-07,4.02211925987217e-08
1850,1.255964257040887e-07,3.59816780814981e-08
1851,1.3479326810283965e-07,2.8377531435808123e-08
1852,1.5625308691369355e-07,2.9297455350629775e-08
1853,1.5527023222716707e-07,2.7470886676539408e-08
1854,1.6730039575918454e-07,5.143707948462861e-08
1855,1.5390116914204555e-07,4.6701046585440054e-08
1856,1.3512464214215925e-07,4.7630139388132875e-08
1857,1.3082444638712332e-07,2.0990488514005534e-08
1858,1.5219332638594096e-07,3.914940971405656e-08
1859,1.6702328764495178e-07,2.1387128512628806e-08
1860,1.441812926827879e-07,2.517451153094541e-08
1861,1.9146813201587065e-07,4.385846263943449e-08
1862,2.0602017158921626e-07,3.252950264709398e-08
1863,1.7631011672847308e-07,5.2942980666159656e-08
1864,1.5151340093666477e-07,2.9727313943794798e-08
1865,1.6050339368689492e-07,3.2006542416418426e-08
1866,1.4742806797585217e-07,4.3303953534135076e-08
1867,1.441285029102346e-07,3.639608436856179e-08
1868,1.7981141553491398e-07,1.9265509632049316e-08
1869,1.5529590768892376e-07,2.24641888424415e-08
1870,1.3819057542718838e-07,3.268407855472333e-08
1871,1.7737366775349983e-07,1.4869648623516696e-08
1872,1.8686278480117835e-07,2.4794092001734214e-08
1873,1.556361155508057e-07,3.112722185560912e-08
1874,1.6669159563775793e-07,1.852128828083721e-08
1875,1.567698433291298e-07,2.3458261777520306e-08
1876,1.7714823030701154e-07,1.4510435297765412e-08
1877,1.9544017959560733e-07,2.8450153344294904e-08
1878,1.7815312247648762e-07,1.69094480639842e-08
1879,1.6739550900979339e-07,2.6270098985037293e-08
1880,1.2643157276670536e-07,4.1074215140213255e-08
1881,1.8477145502515668e-07,2.022027217885025e-08
1882,1.5839816924767547e-07,1.8635077481121698e-08
1883,1.9400371087385793e-07,1.64302811356265e-08
1884,1.6306191952253357e-07,3.1688146329145184e-08
1885,1.740321664556177e-07,1.933690724209569e-08
1886,1.7295282361828868e-07,1.3552273858685737e-08
1887,2.154545164501087e-07,1.3057849135300614e-08
1888,1.5851536261379806e-07,1.4583413365798492e-08
1889,1.7354428294424906e-07,1.2530273263422487e-08
1890,1.8680000835047395e-07,1.8352282360467598e-08
1891,1.6063033925206582e-07,2.5496881050912634e-08
1892,1.4731003972201506e-07,1.8178686334024974e-08
1893,1.7920992334552466e-07,2.401782439598321e-08
1894,3.7809236630437226e-07,1.9534772022211655e-08
1895,1.7032678378825494e-07,1.1435367319734269e-08
1896,1.9165344511407056e-07,2.1229304536518612e-08
1897,1.806281257898945e-07,1.2236098356765979e-08
1898,1.7936985230448954e-07,1.4711722728932841e-08
1899,1.5090289195995865e-07,2.1557555740514545e-08
1900,1.8012955038670952e-07,1.7130475704618675e-08
1901,1.531314506308945e-07,1.956058603980182e-08
1902,1.3847000701616707e-07,6.874397495693074e-09
1903,1.609265680713179e-07,9.720396709766987e-09
1904,1.537142768626154e-07,1.1286712897629059e-08
1905,1.4656555791248138e-07,1.9610883583709438e-08
1906,2.17084583198357e-07,7.201858387428928e-09
1907,1.6302814032087554e-07,1.1828539925318182e-08
1908,1.905618915998275e-07,1.2278473127125267e-08
1909,1.7218078340874854e-07,2.0353638774395222e-08
1910,1.795634680945568e-07,1.4963621453034648e-08
1911,1.8302087312349613e-07,1.4897047595496815e-08
1912,1.76599378676201e-07,5.2094213387476884e-09
1913,1.999227094984235e-07,1.80301642505043e-08
1914,1.8148175229271146e-07,1.0714789944188396e-08
1915,2.1087564050503715e-07,8.246533234057551e-09
1916,2.4502040218976617e-07,2.197492410260793e-08
1917,2.2590833737012872e-07,1.4256352209862655e-08
1918,2.0330885774910712e-07,1.722956355365568e-08
1919,1.850777486822608e-07,1.74949117415224e-08
1920,1.6128852919905512e-07,2.8774480576032602e-08
1921,2.0825054747319882e-07,1.6660044899197146e-08
1922,2.006798425213674e-07,1.8444839433584548e-08
1923,1.624240049125092e-07,2.1231897129325716e-08
1924,2.0497683550502188e-07,1.8048273875415077e-08
1925,1.4187649632901866e-07,1.7597084678300234e-08
1926,2.0285972368583316e-07,1.671920735191179e-08
1927,2.0068605266487793e-07,3.5677520049404166e-08
1928,1.8053144756891015e-07,2.627989537096198e-08
1929,1.737903350118586e-07,1.2254446568604749e-08
1930,1.6595693352883245e-07,2.2057566884114976e-08
1931,1.7792356388213193e-07,1.0264820993199919e-08
1932,2.0713524762072666e-07,2.191907289006423e-08
1933,1.4567740791449069e-07,1.1470662197865522e-08
1934,1.5456238600108918e-07,1.0783422155213884e-08
1935,1.6875279840178337e-07,2.154291145473053e-08
1936,1.4185916086262296e-07,1.4549657922913184e-08
1937,1.422796387373637e-07,2.2664012666595568e-08
1938,1.3872779547341452e-07,1.555825723809079e-08
1939,1.6058752905223628e-07,3.058810094103137e-08
1940,1.0396709626547818e-07,1.0143131667916805e-08
1941,1.4462362685208063e-07,3.246652724442356e-08
1942,1.0316319887238024e-07,9.102635312174812e-09
1943,1.5677470699415608e-07,2.032264689866281e-08
1944,1.8957798886276578e-07,1.6065930807940276e-08
1945,1.8517284772201492e-07,1.9606535950345005e-08
1946,2.0603233963356615e-07,2.3665878146061914e-08
1947,1.8000515211724633e-07,9.53669654357725e-09
1948,1.4677048909561563e-07,2.935409759707852e-08
1949,1.286028101787906e-07,1.1780409536754632e-08
1950,1.2230665902279725e-07,2.2334258886758107e-08
1951,1.6631786436960283e-07,2.4521223385143287e-08
1952,1.4973621631497736e-07,2.1089607837865287e-09
1953,1.4760143685066396e-07,1.831550577868768e-08
1954,1.270429663691175e-07,1.8567819282111486e-08
1955,1.4359979871869655e-07,1.783265446420046e-08
1956,1.2907289459462845e-07,1.4825940475304833e-08
1957,1.4312761109636085e-07,1.3252556940734905e-08
1958,9.926692001727133e-08,8.272243334772611e-09
1959,9.145882096106561e-08,1.705164498488898e-08
1960,1.224987506986963e-07,8.997083300599229e-09
1961,1.1603425775774667e-07,3.4740795795684676e-09
1962,1.3825465217109922e-07,1.0147130247162295e-08
1963,1.1250932452355755e-07,1.7458343659626507e-08
1964,1.222877621387397e-07,1.6426714100070683e-08
1965,1.0561043595203046e-07,1.641612978886542e-08
1966,1.0247288528830722e-07,1.4401594028434772e-08
1967,1.2177928709888874e-07,2.0707408898701374e-08
1968,1.1902251806361619e-07,1.5270813835677188e-08
1969,9.219768060120259e-08,1.2262745707758427e-08
1970,1.0117194904069038e-07,1.4256047453642395e-08
1971,1.0636482628001431e-07,1.5415192788914567e-08
1972,1.179933786232823e-07,1.7955514408640738e-08
1973,9.648106491511044e-08,1.598829157956061e-08
1974,8.157078745796298e-08,1.3501372464475025e-08
1975,9.538172029976977e-08,1.4849848017917111e-08
1976,8.11320806093363e-08,1.5997875468798384e-08
1977,1.1107117714459491e-07,5.289103821581875e-09
1978,1.0811875839067397e-07,1.2475242172627077e-08
1979,1.19965450906534e-07,1.4629933042797916e-08
1980,9.778459286735597e-08,1.1370301200575028e-08
1981,7.527403944607158e-08,1.897664803074406e-08
1982,8.752578217752216e-08,1.6760256071890467e-08
1983,8.14675757965233e-08,1.0104505454577861e-08
1984,1.1250076425994848e-07,6.958810194745979e-09
1985,8.301469911486947e-08,6.617113967877231e-09
1986,9.890900898312793e-08,9.591176797218992e-09
1987,9.777306786418194e-08,1.3443796853529477e-08
1988,1.1093624685543091e-07,9.594486038988492e-09
1989,1.0098145075687626e-07,1.2073868571604862e-08
1990,8.17297625133051e-08,6.538381391862913e-09
1991,1.0609251610560477e-07,8.7921980806982e-09
1992,9.146507018442662e-08,1.3223866057732181e-08
1993,1.0524493987418282e-07,9.416652624327781e-09
1994,9.705865089415511e-08,8.967375231261343e-09
1995,8.187900846223783e-08,1.3013881527967897e-08
1996,9.555185265242017e-08,8.007137841659073e-09
1997,1.0069278211233268e-07,1.2466725651805177e-08
1998,7.438281279803505e-08,1.9072516455054256e-08
1999,7.35802405671393e-08,1.0054442445284195e-08
2000,8.968604170433991e-08,8.39425973175878e-09
2001,9.463417605104496e-08,8.762423675534592e-09
2002,8.806255102911109e-08,7.448076377869484e-09
2003,8.917214877612878e-08,1.0833999697368313e-08
2004,9.073870366194114e-08,9.690540814233373e-09
2005,6.890737047626772e-08,9.457873817453333e-09
2006,1.1488912754487046e-07,8.647569049724524e-09
2007,9.626695351983017e-08,8.78785511027047e-09
2008,1.0515875992211932e-07,1.3198063253394565e-08
2009,9.822476521037515e-08,1.7165492804949167e-08
2010,1.1195389504337072e-07,1.1337102812092326e-08
2011,1.3995737191407898e-07,1.6443079564609775e-08
2012,1.2765947232651342e-07,1.9063814638009546e-08
2013,1.3164670065179962e-07,1.3945625543243523e-08
2014,1.5959330923465131e-07,2.295371936966717e-08
2015,1.5538193309794224e-07,2.0392493471632633e-08
2016,1.7896377357828896e-07,2.60988848310717e-08
2017,1.154665589808701e-07,1.7106156935398076e-08
2018,1.368177358074263e-07,2.1684320561377035e-08
2019,1.4413080506869846e-07,2.117319897187997e-08
