year,bien_ADV envoyer_VERB,bien_ADV renvoyer_VERB
1967,6.508042815767112e-08,2.5637744371920235e-08
1968,5.973583228069401e-08,2.0660513300185812e-08
1969,4.7688455850902756e-08,3.2246479264586014e-08
1970,6.852100398191396e-08,3.357069289222636e-08
1971,6.628533100183631e-08,2.7747345754391972e-08
1972,4.052816038324636e-08,3.1806909106535386e-08
1973,6.119655893144227e-08,2.921997932503473e-08
1974,3.712877472139553e-08,2.0814615808717463e-08
1975,4.454954449784054e-08,2.1703623787061588e-08
1976,3.94233339306993e-08,3.370981005446083e-08
1977,2.938390863960194e-08,2.2331770210826107e-08
1978,3.6237608469491533e-08,3.6237608469491533e-08
1979,3.3941446986318624e-08,3.6867433550469286e-08
1980,5.1166356485055076e-08,2.615169236719339e-08
1981,4.364629191400127e-08,4.427884547908434e-08
1982,3.972801465579323e-08,4.159026545380584e-08
1983,4.2312617409834274e-08,3.4734238596456635e-08
1984,3.131464509920079e-08,4.465236713713239e-08
1985,4.1507352221969995e-08,5.113224332831123e-08
1986,5.2751470747125495e-08,4.555808885697843e-08
1987,3.360949207831254e-08,3.422057304192094e-08
1988,3.2981045450242163e-08,5.276967485201567e-08
1989,4.774666351181622e-08,4.555141330797596e-08
1990,3.214704236143007e-08,6.48389431034957e-08
1991,3.634108480810028e-08,4.5719428243273796e-08
1992,3.1406681699763794e-08,4.1324582866764104e-08
1993,3.545092752688106e-08,5.317639306667843e-08
1994,4.483687732204089e-08,5.6969206241319625e-08
1995,4.663307606733724e-08,5.856247042856921e-08
1996,4.2704737523990843e-08,6.085424786306248e-08
1997,3.116681313031222e-08,7.336188900808338e-08
1998,3.766822231909828e-08,7.342919161601458e-08
1999,3.8846710737061585e-08,6.078367675854679e-08
2000,3.180982588446568e-08,6.141063835229943e-08
2001,3.7240301509200435e-08,7.491872366927055e-08
2002,3.417352800738627e-08,6.790893536390286e-08
2003,2.9168459647621603e-08,6.958761389341817e-08
2004,4.052407831522942e-08,7.356001674452273e-08
2005,3.738112042128705e-08,7.836523963078434e-08
2006,3.253132874192488e-08,8.482853530722423e-08
2007,3.475197019042753e-08,6.15149815530458e-08
2008,3.2356542334355254e-08,5.832692195895106e-08
2009,4.052963475942306e-08,5.48342136141855e-08
2010,4.2514137987836875e-08,4.156937905008817e-08
2011,3.326855591012645e-08,4.206369297321544e-08
2012,3.846805540774767e-08,2.5872321174347235e-08
2013,4.9088601628000106e-08,2.8449075983871808e-08
2014,4.460817137896811e-08,3.2265134564113396e-08
2015,4.144995813248897e-08,3.08103977886276e-08
2016,5.5304777646369985e-08,2.568461709984149e-08
2017,4.578412671207843e-08,2.842640789424422e-08
2018,5.498523947267131e-08,2.942872079358949e-08
2019,3.775461721033935e-08,3.061185438468783e-08
