year,en_PRON ramène_VERB
1956,5.407107650512444e-08
1957,2.738861759610245e-08
1958,2.0680609225109947e-08
1959,3.8753739772801055e-08
1960,3.18358317485945e-08
1961,3.47407969059077e-08
1962,2.980719671086263e-08
1963,3.879631904624148e-08
1964,3.528701597588224e-08
1965,2.5718604135249734e-08
1966,3.212663202134536e-08
1967,3.64844829903177e-08
1968,3.503304313312583e-08
1969,2.9067249940339934e-08
1970,3.54101814536989e-08
1971,4.1107178105903586e-08
1972,2.3085661382538092e-08
1973,3.9695066789136035e-08
1974,2.2502286256553816e-08
1975,3.1413140533231854e-08
1976,3.5423866506789636e-08
1977,3.526069036752233e-08
1978,3.148513272321907e-08
1979,4.154901134256761e-08
1980,3.354238842234736e-08
1981,3.6688188487232765e-08
1982,3.41412622617554e-08
1983,4.104955309003344e-08
1984,3.015484395518797e-08
1985,4.090579608373446e-08
1986,3.057187569766029e-08
1987,3.116516467116526e-08
1988,2.998276826815527e-08
1989,2.8538234886354985e-08
1990,3.596109721115681e-08
1991,3.282420379946416e-08
1992,2.975369817193041e-08
1993,2.9911721100006616e-08
1994,2.9012095836833396e-08
1995,4.663307606733724e-08
1996,2.1886178203089912e-08
1997,3.4523239378358994e-08
1998,4.1005911555203056e-08
1999,4.798711117359744e-08
2000,3.269343196166119e-08
2001,3.986902896713218e-08
2002,3.855474872693776e-08
2003,3.2501997537792704e-08
2004,2.8631143678126136e-08
2005,2.9724747108161864e-08
2006,4.2414267653612114e-08
2007,4.154258803623634e-08
2008,2.9802077250451475e-08
2009,4.672828524121542e-08
2010,3.3066552163063534e-08
2011,3.709252638373073e-08
2012,4.868081404652003e-08
2013,3.2911675162949905e-08
2014,4.200963488187881e-08
2015,3.768178302721026e-08
2016,3.1070101158547914e-08
2017,3.547011928617394e-08
2018,3.5624239558273985e-08
2019,2.5764975930542278e-08
