year,rien_PRON enseigner_VERB,rien_PRON renseigner_VERB
1866,7.493044051898323e-08,0.0
1867,3.6396087921275466e-08,0.0
1868,5.335063946176888e-08,0.0
1869,7.618289998845285e-08,0.0
1870,6.307453759291093e-08,0.0
1871,3.717412155879174e-08,0.0
1872,6.591599799321557e-08,1.2094678591978436e-09
1873,4.968383748860106e-08,0.0
1874,4.899179373296647e-08,0.0
1875,3.4901315615343265e-08,0.0
1876,7.436598536969541e-08,0.0
1877,3.896434108696667e-08,0.0
1878,4.408534692856847e-08,0.0
1879,6.964630472339195e-08,0.0
1880,3.4656370218044685e-08,0.0
1881,4.183504387356152e-08,0.0
1882,5.324308105514319e-08,0.0
1883,5.497824773215143e-08,0.0
1884,2.2445769687351458e-08,0.0
1885,3.3517306263775026e-08,0.0
1886,2.968593371122097e-08,0.0
1887,4.439668899181015e-08,0.0
1888,4.5018364147608736e-08,2.53624587998047e-09
1889,4.009687515349469e-08,0.0
1890,2.8839300725280737e-08,1.9663159989136147e-09
1891,3.378336543846672e-08,6.374220040683554e-10
1892,2.820830502514582e-08,0.0
1893,1.2932674486876294e-08,0.0
1894,3.969969597505951e-08,0.0
1895,2.768562623600701e-08,0.0
1896,3.184395680477792e-08,0.0
1897,2.7385553380554484e-08,0.0
1898,2.1501747937691107e-08,0.0
1899,2.432134493801641e-08,1.1055156790007459e-09
1900,5.0353214930964896e-08,2.595526460424935e-09
1901,2.6825947685438223e-08,4.470991132876634e-09
1902,1.4730851205513318e-08,2.455141867585553e-09
1903,4.212171944573129e-08,0.0
1904,3.117282432185675e-08,0.0
1905,2.580379465655369e-08,0.0
1906,2.211999294843281e-08,0.0
1907,3.291419758966185e-08,4.114274698707732e-09
1908,3.97822503828138e-08,4.911389073214423e-10
1909,3.960708028216686e-08,5.500983557560346e-10
1910,5.9320072409718705e-08,2.137660271017694e-09
1911,6.544060227042792e-08,2.128149656499545e-09
1912,3.750783150735515e-08,0.0
1913,1.6439267724877027e-08,0.0
1914,2.678697441638178e-08,0.0
1915,1.5314990164938536e-08,1.1780761921542648e-09
1916,3.955486249651585e-08,0.0
1917,1.4256351654751143e-08,0.0
1918,2.2972752589112133e-08,0.0
1919,2.1178051312631396e-08,0.0
1920,4.0890050456710014e-08,0.0
1921,2.8019165654313838e-08,0.0
1922,2.5084981203349344e-08,0.0
1923,6.157249998750558e-08,0.0
1924,2.836157442231979e-08,1.289162443462999e-09
1925,4.8391981977147225e-08,0.0
1926,2.3406890647947876e-08,0.0
1927,2.7873062080630007e-08,0.0
1928,2.9707706517001498e-08,0.0
1929,3.230717737778832e-08,0.0
1930,4.621585603103995e-08,0.0
1931,2.3951248095954725e-08,0.0
1932,3.287861005674131e-08,0.0
1933,2.064719240024715e-08,4.588264879146209e-09
1934,3.4746584276490466e-08,0.0
1935,3.4708023122220766e-08,1.196828414151696e-09
1936,4.00115567344983e-08,3.6374143697059935e-09
1937,2.0145789036973838e-08,1.2591118148108649e-09
1938,1.1668692678767911e-08,1.2965214457594243e-09
1939,2.7529290846928234e-08,1.5294050470515685e-09
1940,5.0715659227762444e-08,0.0
1941,7.37875680556499e-08,0.0
1942,3.944475324146879e-08,0.0
1943,3.193558839598154e-08,0.0
1944,4.819779064746399e-08,0.0
1945,2.178504132643866e-08,0.0
1946,2.7842208538686464e-08,0.0
1947,3.099426493236024e-08,0.0
1948,2.8266908813634473e-08,1.0871887834440486e-09
1949,3.9268034157657894e-08,0.0
1950,3.722376362702562e-08,0.0
1951,3.1984203729962246e-08,0.0
1952,2.003512733494972e-08,0.0
1953,2.3702419582605216e-08,0.0
1954,2.5408594339637602e-08,0.0
1955,3.191106756617046e-08,0.0
1956,2.2674967681268754e-08,0.0
1957,1.9437083054185678e-08,0.0
1958,1.8198935691771112e-08,0.0
1959,2.712761748568937e-08,0.0
1960,2.2838749558218296e-08,0.0
1961,3.196153386397782e-08,0.0
1962,3.4880759613997725e-08,6.341956404476434e-10
1963,2.909724017285953e-08,0.0
1964,3.4070222199034106e-08,0.0
1965,3.3379464525751246e-08,0.0
1966,3.378835700118543e-08,0.0
1967,2.267954357648705e-08,4.930335584241163e-10
1968,3.458390196442451e-08,0.0
1969,2.7704722072030563e-08,0.0
1970,3.127133041402885e-08,0.0
1971,3.339958354331429e-08,0.0
1972,1.846852804021637e-08,0.0
1973,2.4809416743210022e-08,5.513203782392395e-10
1974,1.800182936051442e-08,0.0
1975,2.9128548462153958e-08,0.0
1976,1.085570122683066e-08,0.0
1977,1.7630345183761165e-08,0.0
1978,2.3762364520507617e-08,0.0
1979,2.0481905949054635e-08,0.0
1980,1.3644362084619388e-08,0.0
1981,1.2651098835192442e-08,0.0
1982,2.1726258125909226e-08,0.0
1983,2.1472073896688926e-08,0.0
1984,2.145633182237816e-08,0.0
1985,1.6242006850575308e-08,0.0
1986,2.038125046510686e-08,0.0
1987,2.261002229886344e-08,0.0
1988,1.9788627625416666e-08,0.0
1989,1.7561990972581043e-08,5.488122178931576e-10
1990,1.471135746555774e-08,0.0
1991,1.875668864670388e-08,1.1722930404189924e-09
1992,1.928480486412809e-08,0.0
1993,1.4401939196773128e-08,0.0
1994,1.2659823411809157e-08,0.0
1995,1.1929391696696712e-08,0.0
1996,2.2953797085278893e-08,0.0
1997,1.3905194329311144e-08,0.0
1998,1.9072516010965046e-08,0.0
1999,1.7366764026860437e-08,0.0
2000,1.678851901942835e-08,0.0
2001,1.4019877703219663e-08,0.0
2002,1.62105191492401e-08,4.38122149670761e-10
2003,2.083461403401543e-08,0.0
2004,2.026203915761471e-08,4.404791253964646e-10
2005,1.7564623533417034e-08,0.0
2006,2.388376074691223e-08,0.0
2007,1.5977917655618512e-08,3.994479469415779e-10
2008,1.702975893635994e-08,0.0
2009,2.2410505451375684e-08,0.0
2010,1.0392344762522043e-08,4.723793023408973e-10
2011,1.2619107536693264e-08,3.82397197240536e-10
2012,1.5659562535574878e-08,6.808505426114664e-10
2013,1.4224537991935904e-08,8.367375126105969e-10
2014,2.3386807157521616e-08,2.1654451842767486e-10
2015,2.327404224899965e-08,0.0
2016,2.2991875070488277e-08,0.0
2017,1.282961736848165e-08,0.0
2018,3.071945542387766e-08,7.744400121190154e-10
2019,2.4999680547921344e-08,2.55098775436835e-10
