year,bien_ADV enseigné_VERB,bien_ADV renseigné_VERB
1941,4.7224041566096275e-08,5.342219839832296e-07
1942,2.4273694165799498e-08,5.431238889741508e-07
1943,2.0322646676618206e-08,4.96453225640181e-07
1944,1.927911696952833e-08,5.526680340040002e-07
1945,1.5249527862692958e-08,5.141269525665848e-07
1946,2.227376683094917e-08,5.902548458891488e-07
1947,1.6689218895749036e-08,5.793543498278098e-07
1948,6.523132700664291e-09,5.153274962310661e-07
1949,1.3743811422273211e-08,4.201679439930217e-07
1950,1.595304155443955e-08,5.147514743342185e-07
1951,1.7058242818279723e-08,4.339190633473322e-07
1952,1.1599284199803606e-08,4.154652799570613e-07
1953,1.1851209791302608e-08,4.68661496277889e-07
1954,2.8340354063516315e-08,3.869924221078236e-07
1955,1.6894095011821264e-08,5.753377854134101e-07
1956,2.3547082506070183e-08,4.334407472939006e-07
1957,1.8553580005686854e-08,4.6295597577739045e-07
1958,1.9853384713997002e-08,4.2353885465473695e-07
1959,1.9376869886400527e-08,4.882971094133381e-07
1960,2.2146666722733244e-08,3.4742582855074033e-07
1961,2.501337270643944e-08,4.523251759813718e-07
1962,1.331810839388936e-08,4.344240052134296e-07
1963,1.4871922360271128e-08,4.1900024161378724e-07
1964,1.764350798794112e-08,4.15535049036464e-07
1965,2.681301225493371e-08,4.5582121188658675e-07
1966,1.7171132071780448e-08,3.949360198873819e-07
1967,2.5637744371920235e-08,4.2696706659128836e-07
1968,2.0660513300185812e-08,4.343199089262839e-07
1969,1.544197658631674e-08,3.6197809905047507e-07
1970,1.74751555448438e-08,3.8997188323008913e-07
1971,2.209510974182649e-08,3.437587912102913e-07
1972,1.487742551375959e-08,3.5705822920562014e-07
1973,1.4885650045926013e-08,3.137013022680435e-07
1974,1.518904291231138e-08,3.35846638499504e-07
1975,1.1994108817248161e-08,3.335504317192317e-07
1976,1.314111219841152e-08,3.4452567510001586e-07
1977,1.1753563455840776e-08,3.097064107393521e-07
1978,1.841583241457556e-08,3.1128698108062736e-07
1979,2.0481905949054635e-08,3.581407614916543e-07
1980,2.0466542238750662e-08,3.1382030707405306e-07
1981,9.488323904349727e-09,3.067891465313721e-07
1982,1.4277254933858785e-08,3.3520513120777196e-07
1983,2.0209011353244932e-08,3.100820311630059e-07
1984,1.5657322549600394e-08,3.021283303539235e-07
1985,1.2632671797518924e-08,2.6348144188670375e-07
1986,1.6185110141009318e-08,2.781441228449921e-07
1987,1.7721369260925712e-08,2.8843055410732177e-07
1988,1.4391728697660255e-08,2.9383114918957176e-07
1989,1.4269117443177493e-08,2.628810564786477e-07
1990,1.198703181159999e-08,2.8768876569884583e-07
1991,2.3445860364290638e-08,2.450092488892608e-07
1992,1.652983172562017e-08,2.8706809995782123e-07
1993,1.994114740000441e-08,2.8416132780151315e-07
1994,1.8462243289718572e-08,2.716587337303622e-07
1995,2.4943274112843028e-08,2.5539742942726207e-07
1996,1.7081895009596337e-08,2.3167319618266902e-07
1997,1.7261619689179497e-08,2.6419869225691173e-07
1998,1.859570453177639e-08,2.2648614184106464e-07
1999,1.3710603319339043e-08,2.2256879006476993e-07
2000,1.590491294223284e-08,2.2001796651238692e-07
2001,1.2267393323384113e-08,2.3746168231753018e-07
2002,1.1829298429688606e-08,2.357097157457133e-07
2003,2.1251306492331423e-08,2.325143042547495e-07
2004,1.4535810777260849e-08,2.5768027578365604e-07
2005,1.306087415997581e-08,1.9050860311509155e-07
2006,2.3471972809829822e-08,2.6395675023493936e-07
2007,1.2782334302130494e-08,2.476577138921243e-07
2008,1.4475294740634581e-08,2.409710884165861e-07
2009,1.2874119548200724e-08,2.59389685286493e-07
2010,2.3146585093059002e-08,2.9665419365443313e-07
2011,2.2561435386592166e-08,3.166248658814652e-07
2012,1.974466634635519e-08,3.771911920580351e-07
2013,2.2034088331679413e-08,3.812734057362377e-07
2014,2.1004817440939405e-08,4.378530089610422e-07
2015,2.770719298439417e-08,3.867924087685992e-07
2016,2.2577607339258066e-08,3.995614825669236e-07
2017,2.037645252528364e-08,3.375950350381629e-07
2018,2.4265787601507327e-08,4.052902697893046e-07
2019,1.9387506711154856e-08,3.984642740206823e-07
