year,ancien_ADJ enseignement_NOUN,ancien_ADJ renseignement_NOUN
1908,2.1118973236866623e-08,2.4556945366072114e-09
1909,1.7603148050326922e-08,0.0
1910,2.2979847358328698e-08,1.6032452032632705e-09
1911,3.777465806820146e-08,1.0640748282497725e-09
1912,3.3340296468065134e-08,1.0418842455450772e-09
1913,3.0227042202568555e-08,5.302989602995467e-09
1914,3.6832089655991496e-08,9.37544086809794e-09
1915,5.890381071793627e-09,4.712304768617059e-09
1916,1.3184954461564757e-08,0.0
1917,1.973956464951243e-08,0.0
1918,3.331049214239101e-08,0.0
1919,2.301962176431971e-08,1.8415696745321952e-09
1920,2.5745588771997063e-08,0.0
1921,2.877644039722682e-08,0.0
1922,1.8444838545406128e-08,0.0
1923,1.9108707505210987e-08,0.0
1924,2.4494086758863887e-08,3.867487219366694e-09
1925,1.429763130111894e-08,4.399271169575059e-09
1926,1.114613823460786e-08,2.229227691330493e-09
1927,3.1217830098739796e-08,1.1149224876660924e-09
1928,1.0283437212876834e-08,4.570416489713125e-09
1929,1.1140405931087116e-08,0.0
1930,2.4158288369768854e-08,0.0
1931,1.4826963656844327e-08,0.0
1932,2.191907300108653e-08,1.0959536611565568e-09
1933,1.605892707701173e-08,4.588264879146209e-09
1934,1.7972370258689807e-08,2.3963160344919743e-09
1935,1.9149254626427137e-08,0.0
1936,1.576212937948185e-08,1.2124714565686645e-09
1937,3.399602022113868e-08,2.5182236296217297e-09
1938,1.6854778905894818e-08,2.5930428915188486e-09
1939,4.129393449403551e-08,0.0
1940,5.0715658339584024e-09,2.5357829169792012e-09
1941,1.4757512545315876e-08,2.9515025978810172e-09
1942,9.102635090130207e-09,0.0
1943,1.7419411690866582e-08,2.9032352077962287e-09
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,1.089252066321933e-08,0.0
1946,6.960552134671616e-09,0.0
1947,1.311295805273005e-08,1.1920870957027319e-09
1948,1.522064252412747e-08,0.0
1949,1.8652315247891238e-08,2.945102384188658e-09
1950,1.3825969702452312e-08,5.317680518146517e-09
1951,2.7719645245838365e-08,2.1322803522849654e-09
1952,2.8470971358274255e-08,3.1634410646574906e-09
1953,2.477980309834038e-08,1.0773827385790469e-09
1954,1.4658803948464083e-08,0.0
1955,1.407841132561316e-08,0.0
1956,3.226822409274632e-08,0.0
1957,1.767007518083119e-08,0.0
1958,5.790570245522986e-09,0.0
1959,1.4726420971555854e-08,0.0
1960,1.868625076895114e-08,1.3841666701708277e-09
1961,3.196153386397782e-08,1.3896318540318475e-09
1962,2.1562652108286784e-08,6.341956404476434e-10
1963,1.4871922360271128e-08,6.466053248388448e-10
1964,1.764350798794112e-08,0.0
1965,1.1491291473930687e-08,2.73602163147757e-09
1966,9.970334780007306e-09,1.1078149508847446e-09
1967,4.930335695263466e-09,4.930335695263466e-09
1968,1.9313088017725022e-08,5.838840522187638e-09
1969,1.544197658631674e-08,0.0
1970,1.6095537708205043e-08,9.197450023812337e-10
1971,2.6205826841874114e-08,0.0
1972,1.4364411160538992e-08,2.0520587451500205e-09
1973,1.1577728109557484e-08,5.513203782392395e-10
1974,1.0126029015289362e-08,5.625571675160757e-10
1975,1.4278700888326057e-08,2.2845920710778955e-09
1976,1.2569759455516305e-08,0.0
1977,8.815172591880582e-09,0.0
1978,8.31682822610702e-09,0.0
1979,5.851973128301324e-09,1.7555920051037788e-09
1980,1.4212877097463661e-08,1.1370301367108482e-09
1981,8.22321433169293e-09,0.0
1982,9.932003663948308e-09,1.2415004579935385e-09
1983,8.841442245000053e-09,4.4207211225000265e-09
1984,1.2757819023434536e-08,1.1598016991243298e-09
1985,1.2031115659283387e-08,6.015558051686298e-10
1986,1.0790073945443623e-08,5.994485463567401e-10
1987,1.588812459374367e-08,6.110816852533674e-10
1988,2.99827696004229e-09,5.996553809062277e-10
1989,1.3720305780395847e-08,1.6464366536794728e-09
1990,1.1987032033644596e-08,1.089730194969718e-09
1991,8.20605094986604e-09,5.861465202094962e-10
1992,4.4079553340736766e-09,5.509944167592096e-10
1993,6.647049133334804e-09,0.0
1994,8.967375175750192e-09,1.5824779264761446e-09
1995,7.591431483433553e-09,0.0
1996,1.014237493990322e-08,2.6690460952494277e-09
1997,7.1923419442398995e-09,0.0
1998,5.2449422582867555e-09,4.768129224785866e-10
1999,8.226361813967742e-09,0.0
2000,1.0603275590881367e-08,1.3254094488601709e-09
2001,1.1829272117402923e-08,4.3812117822561447e-10
2002,8.762443215459825e-09,0.0
2003,3.7502307925763034e-09,0.0
2004,8.369103632333008e-09,0.0
2005,1.0358624180639708e-08,0.0
2006,1.0294725072412803e-08,8.235779835885637e-10
2007,6.7906151812735516e-09,0.0
2008,4.6831836186811415e-09,0.0
2009,9.059565542202108e-09,0.0
2010,1.0864724231396394e-08,0.0
2011,2.2943831279320648e-09,0.0
2012,5.1063788752969685e-09,0.0
2013,3.0680376017500066e-09,0.0
2014,2.165445156521173e-09,4.330890368553497e-10
2015,6.428068480279769e-09,0.0
2016,7.871092222444531e-09,2.0713400439298368e-10
2017,4.024978128569501e-09,0.0
2018,7.744400121190154e-10,0.0
2019,3.826481798085979e-09,2.55098775436835e-10
