year,on_PRON entra_VERB,on_PRON rentra_VERB
1895,1.6611376096875574e-07,6.801034402315054e-08
1896,2.0875481965276776e-07,8.019959274463417e-08
1897,1.7247072037207545e-07,8.856604694074122e-08
1898,1.7031648269494326e-07,9.788954002942774e-08
1899,1.7632975612968949e-07,6.246163586354214e-08
1900,1.5884622328599107e-07,5.7620690441240185e-08
1901,1.6710329830971205e-07,5.979950579160231e-08
1902,1.3454177860694472e-07,4.17374117489544e-08
1903,1.960279902846196e-07,6.372259875320196e-08
1904,1.3114085462007097e-07,6.127072627037933e-08
1905,1.6617644149619082e-07,4.231822359201942e-08
1906,1.2963345241701063e-07,6.687439935149087e-08
1907,1.475996036504057e-07,4.93712972726712e-08
1908,1.389923127703696e-07,7.219741959829662e-08
1909,1.7108059324755232e-07,5.5009834909469646e-08
1910,1.6353101273125503e-07,9.459146710355526e-08
1911,1.3407342791538213e-07,5.00115167056947e-08
1912,1.2919365133257088e-07,5.053138529831358e-08
1913,1.6704417760138313e-07,6.151468134873994e-08
1914,1.573734813575811e-07,5.491329879703244e-08
1915,1.3430068435127396e-07,5.890380982975785e-08
1916,1.2196082721516177e-07,3.735737053034427e-08
1917,9.540789314144149e-08,4.0575770299255964e-08
1918,1.2635013924011673e-07,2.6418665477478953e-08
1919,1.0036554698444888e-07,4.4197671300594266e-08
1920,1.0525402416305951e-07,2.7260034229925623e-08
1921,1.3630945616682766e-07,2.8019166542492258e-08
1922,1.593634024743551e-07,5.3858929760508545e-08
1923,1.146522397021954e-07,4.352538596208433e-08
1924,1.405187077807568e-07,5.543398451379744e-08
1925,1.341777711161285e-07,6.488924952918751e-08
1926,1.527020927483136e-07,3.009457394398396e-08
1927,1.5051453416958793e-07,6.243565842112275e-08
1928,1.1197520244365933e-07,5.5987602110008083e-08
1929,1.7267629459638556e-07,6.238627570098743e-08
1930,1.5335261593918403e-07,6.197126189988467e-08
1931,1.505507043475518e-07,1.0150767693062335e-07
1932,9.206011064577524e-08,5.808554526254284e-08
1933,1.0438302666671007e-07,6.308864186621577e-08
1934,1.2460843379358266e-07,3.9539214569117576e-08
1935,1.029272453934027e-07,5.744776299110299e-08
1936,1.1518478970629076e-07,5.577368611398015e-08
1937,1.0198805711070236e-07,4.658713770311351e-08
1938,8.038432852686128e-08,6.22330311728092e-08
1939,8.717608679376099e-08,8.411727847601469e-08
1940,8.114505334333444e-08,2.5357829391836617e-08
1941,7.969056881051984e-08,3.24665290207804e-08
1942,9.102635445401575e-08,3.034211815133858e-08
1943,1.0451646836884265e-07,3.193558706371391e-08
1944,1.5101975137099544e-07,2.5705489292704442e-08
1945,8.278315277721049e-08,2.83205521256491e-08
1946,9.466351258424766e-08,1.80974355501462e-08
1947,8.821444552609137e-08,3.9338873492056337e-08
1948,8.588791189367839e-08,3.37028520647209e-08
1949,5.792034762919229e-08,3.7304630495782476e-08
1950,8.614642865722999e-08,3.50966926632168e-08
1951,1.0661402072287274e-07,4.157946698057913e-08
1952,1.3602797110934262e-07,3.268889159357968e-08
1953,8.080370506036161e-08,4.5250074798275364e-08
1954,6.743049851820615e-08,2.34540866728139e-08
1955,6.288357390360488e-08,2.9095385656319195e-08
1956,8.721141497858298e-08,2.616342520411763e-08
1957,1.0248643889099185e-07,3.710715823501687e-08
1958,8.603132961582105e-08,3.391619873838181e-08
1959,7.905762622328893e-08,3.720359043057897e-08
1960,8.85866633382193e-08,3.460416664324839e-08
1961,9.4494964741898e-08,2.987708391799515e-08
1962,1.1288682344456902e-07,3.170978235544908e-08
1963,6.530713925201326e-08,2.909723928468111e-08
1964,9.673509637764255e-08,2.251068265124445e-08
1965,9.028871517102743e-08,4.049311996823235e-08
1966,7.865486395530752e-08,3.268054005189924e-08
1967,1.0550918361218464e-07,3.3526282194884516e-08
1968,1.1363282226284355e-07,2.0211371243306075e-08
1969,8.856427768932917e-08,3.133812764843924e-08
1970,6.11630444069533e-08,2.345349781052164e-08
1971,1.0225410562725301e-07,3.802414028086787e-08
1972,8.003028995062778e-08,2.3085661382538092e-08
1973,6.009392095052135e-08,1.7090932225016786e-08
1974,8.100823301049331e-08,2.306484425673716e-08
1975,6.282628284282055e-08,2.4559364319998167e-08
1976,5.142174153149881e-08,2.171140245366132e-08
1977,5.406639402849578e-08,1.057820719907454e-08
1978,7.960392167660757e-08,2.4356424432880885e-08
1979,7.31496658801234e-08,2.3407893401383717e-08
1980,5.969408256589759e-08,2.38776323158163e-08
1981,6.262294149905756e-08,1.707898356073656e-08
1982,5.2143018791639406e-08,2.5450758833756026e-08
1983,6.50477538499672e-08,3.34711742766558e-08
1984,5.393077806559177e-08,2.3196033538397387e-08
1985,3.669490489244254e-08,2.4062231318566774e-08
1986,4.7356435217693615e-08,2.6975184752586756e-08
1987,4.888653393209097e-08,2.5054349706010726e-08
1988,6.056519374908476e-08,2.338655935574252e-08
1989,5.3234787245060033e-08,2.250130126668637e-08
1990,4.5223801592442214e-08,2.179460345530515e-08
1991,5.978694517239092e-08,1.699824903056424e-08
1992,6.997629142801998e-08,2.259077103161644e-08
1993,4.8191106216677326e-08,1.4401939196773128e-08
1994,4.747433912655197e-08,1.793475057354499e-08
1995,4.446409818115171e-08,2.3858783393393423e-08
1996,4.590759239420095e-08,2.1352367873817002e-08
1997,4.890792304479419e-08,1.006927874414032e-08
1998,4.005228682046891e-08,2.0502955777601528e-08
1999,5.895559418434004e-08,2.4679086330081645e-08
2000,4.329670844072098e-08,2.56245824559187e-08
2001,5.78319951927142e-08,1.9715452825863622e-08
2002,8.674818730014522e-08,2.1906107594560353e-08
2003,6.20871496437303e-08,2.2918076325595393e-08
2004,5.109557754678917e-08,1.761916479381398e-08
2005,6.710586930580575e-08,2.1617998058331978e-08
2006,6.300371424572404e-08,3.1707752867760064e-08
2007,6.471056757106908e-08,1.677681416012433e-08
2008,6.30101055776322e-08,2.554463840453991e-08
2009,6.627787563218135e-08,2.8132336460373608e-08
2010,6.802261864891079e-08,2.739799942474974e-08
2011,1.013352566303638e-07,2.8297391985177e-08
2012,1.3242542706848326e-07,5.310634065835984e-08
2013,1.4559233108002445e-07,6.721791123709409e-08
2014,1.4833299744054784e-07,9.917738807985188e-08
2015,2.1301289621078467e-07,1.172568353524639e-07
2016,2.0236992526179165e-07,1.1516651099441333e-07
2017,1.1244782882613436e-07,6.364496663024966e-08
2018,1.8844706772824793e-07,8.105805449076797e-08
2019,1.8596701067963295e-07,1.1147816536549726e-07
