year,bien_ADV assuré_VERB,bien_ADV rassuré_VERB
1862,7.870332163761873e-07,2.3493529011098246e-08
1863,7.372060215615761e-07,7.092361409277714e-08
1864,7.916095681181901e-07,4.2193605054308136e-08
1865,7.013197982908004e-07,2.7299697724636474e-08
1866,6.4323402892974e-07,3.454585240092456e-08
1867,5.968958340929476e-07,2.3778776281346836e-08
1868,6.125443586801893e-07,2.766329387782207e-08
1869,5.967660374750494e-07,2.0999132654964114e-08
1870,6.187038876781514e-07,3.268407855472333e-08
1871,4.5246216018313135e-07,3.717412155879174e-08
1872,6.210617540247654e-07,3.2655632531408685e-08
1873,6.428968624128117e-07,2.274681665248579e-08
1874,7.342794471898451e-07,2.8678123320524662e-08
1875,7.294947343972069e-07,2.8607635371713513e-08
1876,5.253986938846822e-07,1.0882827083946722e-08
1877,5.56014937203031e-07,6.184815992682502e-09
1878,5.54388345896939e-07,2.2344627481629686e-08
1879,6.262058205308563e-07,3.1157558311178946e-08
1880,5.487258467606893e-07,2.759673911612026e-08
1881,5.682593950950832e-07,2.091752293598148e-08
1882,5.956569850695814e-07,4.326000180299161e-08
1883,4.878529749063887e-07,3.033282602871168e-08
1884,5.862307164150593e-07,4.687204757658492e-08
1885,5.465899346468461e-07,4.125206687355387e-08
1886,5.098236245948407e-07,1.936039240035825e-08
1887,4.354792682570441e-07,2.6768590899450828e-08
1888,5.167601226929719e-07,2.1558090423923204e-08
1889,5.181268099008207e-07,2.506054685991188e-08
1890,4.345558295426599e-07,3.0150179242127706e-08
1891,4.385463494571695e-07,2.1034926134255727e-08
1892,3.867672186963489e-07,3.2596264798456787e-08
1893,4.969842288815585e-07,1.4164357686752282e-08
1894,4.486696072447671e-07,3.0247388593807045e-08
1895,4.97739399474284e-07,3.550982419220361e-08
1896,4.2812429601468693e-07,1.9460195621601173e-08
1897,3.9097246762320736e-07,2.5637539757816796e-08
1898,4.1249407822796513e-07,1.867257104493092e-08
1899,4.0959354485892163e-07,1.9346524382513053e-08
1900,3.965964472385508e-07,2.0245106924221545e-08
1901,4.107723161617116e-07,1.620734302321125e-08
1902,3.230966747480579e-07,1.6694965410124496e-08
1903,3.9367605131346295e-07,2.052083658554693e-08
1904,3.7837360089554295e-07,2.2573424907079698e-08
1905,3.906694545641187e-07,1.8062657147766004e-08
1906,3.991887176368891e-07,2.3148830130548248e-08
1907,3.74398994806846e-07,1.542852956504248e-08
1908,3.683541718313421e-07,9.822778146428846e-09
1909,3.575639366815153e-07,2.8055016088046614e-08
1910,4.4303008484014583e-07,1.4429207162436342e-08
1911,4.0860472427795003e-07,2.8730021028877673e-08
1912,3.881018866280783e-07,1.0939784189645252e-08
1913,3.786334685784709e-07,1.537867011514038e-08
1914,4.1519812410406587e-07,1.875088173619588e-08
1915,4.123266632571898e-07,1.0602685729388384e-08
1916,3.9225240855422783e-07,3.186363883855847e-08
1917,3.246061623940477e-07,1.315970976634162e-08
1918,3.147267220171557e-07,1.2635013924011673e-08
1919,3.7383865736373423e-07,8.287063479883727e-09
1920,4.058716172039567e-07,1.1358347151713133e-08
1921,3.135117481178895e-07,9.844571380313027e-09
1922,3.836526560330178e-07,2.2133805899215986e-08
1923,4.1083718960166493e-07,1.8047112249064412e-08
1924,3.699896174991224e-07,2.1915761649893284e-08
1925,4.531249202521792e-07,1.4297631523163545e-08
1926,3.644787224255097e-07,2.229227646921572e-08
1927,3.8130348078979637e-07,2.8987985345452216e-08
1928,3.839149940176867e-07,1.7139061725401916e-08
1929,4.523004923928653e-07,3.0079096546842266e-08
1930,3.151080971708353e-07,5.2518016602221e-09
1931,3.250526692255562e-07,1.596749932275543e-08
1932,3.616647143989127e-07,1.2055489939655217e-08
1933,2.879136336009225e-07,1.4911860191091364e-08
1934,3.11521091589384e-07,1.677421224144382e-08
1935,3.087817397329218e-07,8.377798899061872e-09
1936,2.655312427712886e-07,1.6974599503782883e-08
1937,2.505632641369715e-07,1.510934133364117e-08
1938,2.398564724614971e-07,1.2965214679638848e-08
1939,2.9517516964006063e-07,7.647025235257843e-09
1940,2.9922239264124073e-07,1.2678914806940611e-08
1941,2.9219874964070414e-07,5.9030051957620344e-09
1942,3.39831728979334e-07,3.3376331032286544e-08
1943,3.5419468424890965e-07,1.1612940831184915e-08
1944,4.209273907207489e-07,9.639558484764166e-09
1945,2.614204959172639e-07,8.714016175304096e-09
1946,2.7842208183415096e-07,4.1763312808029696e-09
1947,3.3140022526190194e-07,2.3841741692010032e-08
1948,3.1637194153333326e-07,1.3046265401328583e-08
1949,3.0236386550086536e-07,6.8719057111366055e-09
1950,2.626934147986759e-07,1.1698897850465073e-08
1951,3.454294130733615e-07,2.7719645245838365e-08
1952,2.615111305281914e-07,1.7926167217297007e-08
1953,2.984350047086082e-07,1.5083358673173564e-08
1954,3.058803770272789e-07,1.2704297169818801e-08
1955,2.815682478285453e-07,2.1586897602787758e-08
1956,2.476804228379592e-07,9.593255967388359e-09
1957,2.69468642954962e-07,1.236905244894615e-08
1958,2.7794737889053067e-07,8.272243334772611e-09
1959,2.798019829164389e-07,7.750747599288843e-09
1960,2.4845791379846105e-07,1.1073333361366622e-08
1961,2.536078035353384e-07,1.667558180429296e-08
1962,3.1836619812652955e-07,1.585489073363533e-08
1963,2.3924397440922007e-07,9.69907976156037e-09
1964,4.2587778237290763e-07,1.034274621503073e-08
1965,3.912511026271659e-07,8.755269675919664e-09
1966,2.603365106823574e-07,7.20079718075084e-09
1967,4.1612032597448945e-07,1.6763140597841897e-08
1968,2.8475575408748455e-07,8.982831367632116e-09
1969,2.6296777064227506e-07,6.358460868938209e-09
1970,2.791425948167614e-07,1.1496812751810026e-08
1971,3.268020667412941e-07,1.4387513402880359e-08
1972,3.0780880133640665e-07,1.4364410994005539e-08
1973,2.26041361239826e-07,7.718485406371656e-09
1974,2.1658451321293626e-07,5.06301445213353e-09
1975,2.278880644190906e-07,7.4249242310031605e-09
1976,2.525378801632172e-07,9.141642998145016e-09
1977,2.0568736935899778e-07,9.990529292736028e-09
1978,2.429701904116399e-07,6.53465048738866e-09
1979,2.6567958011369797e-07,9.363157360553487e-09
1980,1.9954879015848803e-07,9.096241204709088e-09
1981,2.1823145446298042e-07,1.2651098835192442e-08
1982,2.228493298783718e-07,6.2075020679230875e-09
1983,1.7177659739076034e-07,1.1999100379966876e-08
1984,1.896275787505175e-07,4.639206796497319e-09
1985,2.0152118773708594e-07,1.0828004270990732e-08
1986,2.2179596048665928e-07,8.991728250862252e-09
1987,2.4382158025915146e-07,9.166224945733603e-09
1988,2.1527628701889512e-07,4.197587610832443e-09
1989,2.2995231452327403e-07,1.1525056464734007e-08
1990,2.506379439548567e-07,4.90378582185258e-09
1991,2.180465058509995e-07,9.96449056600568e-09
1992,2.0937787836849964e-07,5.509944056569793e-09
1993,1.9442617410492247e-07,8.308811416668505e-09
1994,2.0097471059576932e-07,4.2199412852994556e-09
1995,2.5105947842885e-07,7.0491861237087505e-09
1996,2.1085463552950046e-07,9.60856638698715e-09
1997,1.8891883557525802e-07,1.2466725429760572e-08
1998,1.9024836006575896e-07,9.059445638115449e-09
1999,1.8097996123955795e-07,8.226361813967742e-09
2000,1.5595651725597293e-07,7.510653432518666e-09
2001,2.0197386318976385e-07,5.695575122643959e-09
2002,1.8751627955948535e-07,7.009954394732176e-09
2003,1.7709421906708656e-07,7.083769126836614e-09
2004,2.043823167652281e-07,7.488145215006625e-09
2005,1.7384473838255587e-07,9.90824944313573e-09
2006,1.8695219661246654e-07,1.070651389767363e-08
2007,1.777543346404009e-07,1.2382886716011399e-08
2008,1.673173728455879e-07,9.79211112195344e-09
2009,1.9644953397346399e-07,1.0013204487790972e-08
2010,1.5682992993149014e-07,9.919965293647692e-09
2011,1.7246114292213122e-07,1.5295888056154894e-08
2012,1.8212751473623e-07,1.5319137569580477e-08
2013,2.2759260476235e-07,1.617692468869336e-08
2014,2.3105300495096515e-07,1.992209486267882e-08
2015,2.549061577372669e-07,2.2387410703039734e-08
2016,2.9060901507449444e-07,2.237047214137533e-08
2017,1.5672258335541756e-07,1.3332739912108593e-08
2018,1.9567517961505132e-07,1.910285435391401e-08
2019,2.2831340729112526e-07,2.193849463205666e-08
