year,rien_PRON abattre_VERB,rien_PRON rabattre_VERB
1893,6.158416554491453e-10,4.495644034818724e-08
1894,1.8904617871129403e-09,5.4823392048319874e-08
1895,3.0093072478365457e-09,4.814891596538473e-08
1896,0.0,4.717623269812066e-08
1897,1.7480140668268973e-09,6.001514663012131e-08
1898,1.13167097914868e-09,4.3003495875382214e-08
1899,2.2110313580014918e-09,4.09040801230276e-08
1900,6.748368974740515e-09,3.7894686499839736e-08
1901,2.794369402536745e-09,4.415103660448949e-08
1902,0.0,3.731815567675767e-08
1903,0.0,3.456140973412403e-08
1904,2.6873125946735854e-09,2.4723275870996986e-08
1905,5.676835002077496e-09,5.3671893596174414e-08
1906,3.0865106026567446e-09,6.07013745934637e-08
1907,5.142843373384665e-10,3.188563013623025e-08
1908,1.964555629285769e-09,4.862275204686739e-08
1909,3.300590023513905e-09,3.905698164885507e-08
1910,8.01622590529405e-09,2.51175080734356e-08
1911,1.5961122423746588e-09,5.107559175598908e-08
1912,5.209421227725386e-10,3.1777467768279166e-08
1913,2.121195885607108e-09,2.4393752795504042e-08
1914,3.3483718020477227e-09,2.343860217024485e-08
1915,0.0,7.186265094105693e-08
1916,0.0,4.394984642885902e-08
1917,1.0966424435210342e-09,3.838248474608008e-08
1918,0.0,4.9391417178412667e-08
1919,1.8415696745321952e-09,4.235610262526279e-08
1920,7.572231730534895e-10,5.4520068459851245e-08
1921,3.7863738810983705e-09,3.634918854800162e-08
1922,3.6889677978990676e-09,3.32007097370024e-08
1923,1.0615948120573648e-09,4.140219900250486e-08
1924,1.289162443462999e-09,2.836157442231979e-08
1925,9.898360353588487e-09,3.299453510408057e-08
1926,4.458455382660986e-09,2.8979959765251806e-08
1927,3.3447675740205796e-09,3.7907366134959375e-08
1928,2.2852082448565625e-09,3.313552099371009e-08
1929,0.0,1.5596569369336066e-08
1930,6.302162347537887e-09,4.516549623190258e-08
1931,3.4216069977333063e-09,1.4826963656844327e-08
1932,2.1919073223131136e-09,3.1782654730250215e-08
1933,0.0,1.7205993074753678e-08
1934,2.3963160344919743e-09,4.4331848414458364e-08
1935,0.0,2.5133395809007197e-08
1936,3.6374143697059935e-09,2.182448710641438e-08
1937,3.777335333410292e-09,1.6368453259474336e-08
1938,2.5930428915188486e-09,2.3337385357535823e-08
1939,1.5294050470515685e-09,1.070583532936098e-08
1940,5.0715658339584024e-09,2.5357829613881222e-08
1941,5.9030051957620344e-09,1.7709016475464523e-08
1942,0.0,1.2136847082899749e-08
1943,0.0,5.2258233296242906e-08
1944,0.0,3.534504600111177e-08
1945,2.178504043826024e-09,1.3071024262956144e-08
1946,0.0,3.897909195416105e-08
1947,1.1920870957027319e-09,1.549713246618012e-08
1948,0.0,1.522064252412747e-08
1949,1.9634016634739737e-09,2.2579119018928395e-08
1950,1.0635361480382244e-09,1.3825969702452312e-08
1951,0.0,3.1984203729962246e-08
1952,0.0,1.7926167217297007e-08
1953,0.0,3.3398865895151175e-08
1954,0.0,1.3681550115052232e-08
1955,0.0,3.0972504561077585e-08
1956,5.232684952005684e-09,1.744228228517386e-08
1957,7.068030161150318e-09,1.8553580005686854e-08
1958,0.0,1.0753916868111446e-08
1959,0.0,1.9376869886400527e-08
1960,6.920833350854139e-10,1.7994166157109248e-08
1961,6.948159270159238e-10,3.126671543896009e-08
1962,0.0,2.6002021868976044e-08
1963,1.2932106496776896e-09,2.0691370394843034e-08
1964,1.2167936658258327e-09,2.6769461314302134e-08
1965,5.472043373977442e-10,3.0643441562006046e-08
1966,2.215629901769489e-09,2.215629990587331e-08
1967,4.930335584241163e-10,2.9088980113556318e-08
1968,5.3896989093971115e-09,3.5931325470528463e-08
1969,4.995933444718048e-09,3.0429777808649305e-08
1970,3.219107425067591e-09,3.54101814536989e-08
1971,3.083038491169532e-09,3.339958354331429e-08
1972,3.5911027485013847e-09,4.3093233870195036e-08
1973,5.513203782392395e-10,2.260413545229767e-08
1974,0.0,1.518904291231138e-08
1975,1.7134440533084216e-09,1.8847885030481848e-08
1976,1.142705374768127e-09,2.3425460682346966e-08
1977,1.7630346071939584e-09,1.5279633558407113e-08
1978,5.940591352171509e-10,2.7920778578049976e-08
1979,0.0,1.521513048885481e-08
1980,0.0,1.3075846183596695e-08
1981,6.325549528618524e-10,1.0120879245789638e-08
1982,6.207502289967692e-10,9.932003663948308e-09
1983,6.315316047889041e-10,1.326216381158929e-08
1984,1.1598016991243298e-09,1.6237223121606803e-08
1985,6.015558051686298e-10,1.142956040922627e-08
1986,5.994485463567401e-10,1.6784559520033326e-08
1987,1.8332451112712533e-09,7.332980445085013e-09
1988,1.1993107618124554e-09,8.994830658082265e-09
1989,5.488122178931576e-10,1.8110803523541108e-08
1990,2.179460389939436e-09,1.5801088437683575e-08
1991,0.0,8.20605094986604e-09
1992,5.509944167592096e-10,1.7631821336294706e-08
1993,1.1078414852150331e-09,1.2740176913439427e-08
1994,5.274926606624319e-10,1.0549853435293244e-08
1995,0.0,1.3013881527967897e-08
1996,0.0,1.014237493990322e-08
1997,0.0,9.110299181713799e-09
1998,4.768129224785866e-10,1.1920323395031573e-08
1999,0.0,1.0054442611817649e-08
2000,4.4180314962005696e-10,1.0161472552283612e-08
2001,8.762423564512289e-10,1.1391150245287918e-08
2002,1.3143663935011318e-09,1.1829298429688606e-08
2003,1.2500769308587678e-09,1.3750845795357236e-08
2004,1.7619165015858584e-09,8.80958239690699e-09
2005,4.5037495954858286e-10,1.0808999029165989e-08
2006,4.1178899179428186e-10,9.059357708451898e-09
2007,1.1983438685803094e-09,9.18730247434496e-09
2008,2.1287198670449925e-09,6.3861596011349775e-09
2009,1.430457752249481e-09,8.105927484791664e-09
2010,1.4171379625338432e-09,7.085689368580006e-09
2011,0.0,6.883149605840799e-09
2012,6.808505426114664e-10,8.510632198976964e-09
2013,1.1156500168141292e-09,1.1993237514218436e-08
2014,1.9489005964601347e-09,1.4291938299493268e-08
2015,4.433150790905671e-10,2.0835809522168347e-08
2016,8.285360175719347e-10,2.941302845727023e-08
2017,1.509366853724714e-09,1.0817128526241504e-08
2018,2.5814667070633845e-10,8.776987137082415e-09
2019,2.55098775436835e-10,2.4744581494928752e-08
