year,un_DET emplacement_NOUN,un_DET remplacement_NOUN
1911,1.673789718381613e-06,1.2077249222919306e-07
1912,1.6232557094042477e-06,1.2867269738592313e-07
1913,1.5638516366323074e-06,1.2886265565725807e-07
1914,1.615924229980692e-06,9.040603698995398e-08
1915,1.366568413985192e-06,1.1545146350044888e-07
1916,1.3800252567364168e-06,1.0547963413820582e-07
1917,1.481563927541174e-06,1.261138748986923e-07
1918,1.308298209323766e-06,1.0797193805700545e-07
1919,1.5027208490892008e-06,1.2062280735358755e-07
1920,1.3433139329777077e-06,1.4462961939187835e-07
1921,1.3320462279864387e-06,1.0677573669681806e-07
1922,1.3376197394165956e-06,1.269004887838321e-07
1923,1.4214754742170044e-06,1.0297469810183202e-07
1924,1.144776245354251e-06,1.0055467214442615e-07
1925,1.30108440821175e-06,1.7047175893125655e-07
1926,1.2115852063843136e-06,1.159198381728288e-07
1927,1.2576325452151593e-06,1.4159516148470885e-07
1928,1.2374402513781746e-06,1.7253322104338054e-07
1929,1.1920234790352424e-06,1.203163881857705e-07
1930,1.1785042671741408e-06,1.260432404004419e-07
1931,1.4097021008296906e-06,1.2317785635929113e-07
1932,1.3315837357197324e-06,1.1726704063352855e-07
1933,1.1723017045994766e-06,1.6861873786133685e-07
1934,1.246084345041254e-06,1.4138264070595596e-07
1935,1.4517528343915842e-06,1.6875279928996179e-07
1936,1.177309783884084e-06,1.2973444940556078e-07
1937,1.4605697487013458e-06,2.0901256636562948e-07
1938,1.4611796785857223e-06,1.8280952340798962e-07
1939,1.7511687522286934e-06,1.8964622405803766e-07
1940,1.4961119134682122e-06,2.2822045564474536e-07
1941,1.0979589859516636e-06,2.0660518273984962e-07
1942,3.601609336101319e-06,1.7295006671247393e-07
1943,2.865493103243466e-06,1.2483911882021914e-07
1944,1.3013404167594445e-06,1.381670013955727e-07
1945,1.1175725878054266e-06,1.9388686212096218e-07
1946,1.1972150169015094e-06,1.781901364239502e-07
1947,1.2397706043998369e-06,1.490108920698674e-07
1948,1.1524201042334425e-06,1.9786835370183553e-07
1949,1.141718098618405e-06,2.3658990411234981e-07
1950,1.159254427562928e-06,1.8930943923578525e-07
1951,1.3859821805795036e-06,1.67384012872418e-07
1952,1.4319843231191953e-06,2.4569392453877015e-07
1953,1.4221452317997318e-06,2.4564327105736083e-07
1954,1.2264532287531438e-06,2.6288121812712006e-07
1955,1.169446711024591e-06,2.627970276947167e-07
1956,1.3639865557024677e-06,2.642505965155806e-07
1957,1.2050991657908128e-06,2.8183769140710524e-07
1958,1.3070144930793504e-06,3.466069937729799e-07
1959,1.188964706244633e-06,3.1390527865937656e-07
1960,1.2014566266316251e-06,2.491500099566224e-07
1961,1.1040625551572703e-06,3.216997850330472e-07
1962,1.1212578421293529e-06,2.59386015777352e-07
1963,1.2602337662315222e-06,3.155433905277505e-07
1964,1.1078906234640584e-06,2.768205558112413e-07
1965,1.08729502912297e-06,2.6539409336834296e-07
1966,1.0895359565665785e-06,2.7196857788069906e-07
1967,1.1270746753666572e-06,2.662381239915135e-07
1968,1.094558087666453e-06,2.519684247914711e-07
1969,1.1626899913408373e-06,3.2064811428256235e-07
1970,1.111051995655865e-06,2.331553572432199e-07
1971,1.200329705963732e-06,2.7130739432834616e-07
1972,1.070148623938394e-06,3.498760259290634e-07
1973,1.3501836231832876e-06,3.114960200889527e-07
1974,1.1054248699737812e-06,3.493480047467301e-07
1975,1.106884891299842e-06,3.1870059125083117e-07
1976,1.0352911079536398e-06,3.302418667416873e-07
1977,1.165953526449659e-06,3.385026348112774e-07
1978,1.1025737151060255e-06,2.9108896271168305e-07
1979,1.2517371147380274e-06,2.650943828896857e-07
1980,1.2188962514869672e-06,3.126832810451674e-07
1981,1.0968502457964213e-06,2.9097528564392405e-07
1982,1.1310069679693058e-06,3.190656046037077e-07
1983,1.1411776270620066e-06,3.233441674410642e-07
1984,1.1934359385179505e-06,2.9632934506196307e-07
1985,1.0581366622908206e-06,2.911530221361147e-07
1986,1.0514327080102248e-06,3.1291214730444494e-07
1987,9.789528405690362e-07,3.226511271492427e-07
1988,9.756392919668677e-07,2.776404377513586e-07
1989,1.0817088913483985e-06,2.820894837718413e-07
1990,1.0842815850176102e-06,3.100282293111434e-07
1991,1.0210672541366428e-06,3.4055111530761906e-07
1992,1.0353184622946543e-06,2.5841638695567326e-07
1993,9.981651931667557e-07,2.525878528558678e-07
1994,1.108262036586538e-06,3.0014331242611547e-07
1995,1.0617158349712774e-06,2.960658171957675e-07
1996,1.0772269725123351e-06,2.8238507132627433e-07
1997,1.0620691591745057e-06,3.039963107909216e-07
1998,1.4418823071071785e-06,3.108820161301651e-07
1999,1.0324084094293084e-06,2.769541764813255e-07
2000,1.0722562092668753e-06,2.712671252069754e-07
2001,1.157516122285429e-06,3.285908927175285e-07
2002,1.0755899028103144e-06,3.0230428560429345e-07
2003,1.072565937398906e-06,3.0126852257339465e-07
2004,1.1809245350491437e-06,3.118592140083365e-07
2005,1.1196321862971814e-06,3.202165830273884e-07
2006,1.113065593472129e-06,3.141950140062022e-07
2007,1.3465390068800875e-06,3.0198263711866957e-07
2008,1.4590245323853335e-06,3.0525842120709967e-07
2009,1.5334507199593617e-06,3.5904488360216646e-07
2010,1.3949360595510996e-06,3.2546934214394696e-07
2011,2.0156156512185497e-06,3.9501630766380913e-07
2012,1.8852751181297478e-06,3.2851038689329926e-07
2013,1.5627467604417689e-06,3.176813496708064e-07
2014,1.572979343222869e-06,2.572548973844846e-07
2015,1.601697391606649e-06,2.582310303367308e-07
2016,1.6873136385875398e-06,2.574675770361523e-07
2017,1.5891116268706984e-06,3.026280470663778e-07
2018,1.4959599561881198e-06,2.9222204123158235e-07
2019,1.66145832025677e-06,2.7754747478070385e-07
