year,prochain_ADJ réveil_NOUN
1996,1.067618438099771e-09
1997,2.876936688878118e-09
1998,5.72175506974304e-09
1999,3.656160929565999e-09
2000,2.2090156370779823e-09
2001,8.324302136486494e-09
2002,2.6287327870022636e-09
2003,2.083461403401543e-09
2004,3.0833537945085254e-09
2005,3.1526248278623825e-09
2006,3.294311934354255e-09
2007,7.190063211481856e-09
2008,5.960415716543821e-09
2009,8.582746957586096e-09
2010,7.558068837454357e-09
2011,4.971163480860241e-09
2012,5.7872298064864935e-09
2013,1.1156499724052082e-08
2014,9.311413862178597e-09
2015,1.3077794847049518e-08
2016,7.871092222444531e-09
2017,8.553078245654433e-09
2018,9.809573597863164e-09
2019,9.438654302584837e-09
