year,on_PRON approche_VERB,on_PRON rapproche_VERB
1895,5.488976384526723e-07,8.227446173236785e-07
1896,5.74370638162236e-07,9.824450444284594e-07
1897,5.925767858627751e-07,9.066366111198931e-07
1898,4.883160400481756e-07,1.0422689946665287e-06
1899,5.146175574566314e-07,8.683825463151607e-07
1900,5.460988141692269e-07,8.720969333353423e-07
1901,6.460582433476247e-07,9.64616315712874e-07
1902,6.172226889589183e-07,1.1946720590572113e-06
1903,5.157210480888352e-07,9.823000777231528e-07
1904,9.018621369705215e-07,1.0061298851837819e-06
1905,5.656191852665415e-07,8.990042417167388e-07
1906,6.049561278587134e-07,9.285253028679108e-07
1907,5.507985108010871e-07,1.0213686785220943e-06
1908,6.085211197159879e-07,9.415132602441645e-07
1909,5.110413567877004e-07,9.698233753852037e-07
1910,5.237267792779221e-07,9.368296183254188e-07
1911,5.144801704659585e-07,9.300014234270293e-07
1912,5.063557324547219e-07,8.928947714537117e-07
1913,5.064355264039477e-07,8.802962803144965e-07
1914,5.558297146990299e-07,9.053997658270418e-07
1915,5.536958340712772e-07,7.834206421364343e-07
1916,5.768417565832351e-07,7.735173284117991e-07
1917,5.395481039727201e-07,8.531878066264653e-07
1918,5.031032728197715e-07,8.16681364312899e-07
1919,4.548677168259019e-07,7.955581153851199e-07
1920,4.369177588614548e-07,7.557087400300588e-07
1921,4.467920859951846e-07,8.11798543054465e-07
1922,4.72187885236508e-07,7.99768219650332e-07
1923,4.564857647437748e-07,6.762358815137759e-07
1924,5.143758201597848e-07,7.992806914103312e-07
1925,4.938181987768075e-07,7.082826734006176e-07
1926,4.5587706765104485e-07,7.913758466315812e-07
1927,4.0806163781326177e-07,6.667236220891937e-07
1928,5.107440443907763e-07,6.787068720370826e-07
1929,4.556426276280945e-07,6.884771224235919e-07
1930,4.222448559687564e-07,7.142450471064876e-07
1931,4.7332229158314476e-07,6.786187043417158e-07
1932,3.934473653544046e-07,6.915467416490628e-07
1933,3.659141221135087e-07,6.882397265428608e-07
1934,4.1336451062079504e-07,7.212911228293706e-07
1935,4.1410263662555735e-07,7.408367892480783e-07
1936,3.819285119277538e-07,6.426098977385664e-07
1937,3.9913845739647513e-07,6.774021485966841e-07
1938,4.2396252197818285e-07,6.18440736843695e-07
1939,4.435274547631707e-07,6.897616557921538e-07
1940,4.513693667718144e-07,6.745182474787725e-07
1941,4.4862839132520094e-07,5.843975046104788e-07
1942,5.340212680948753e-07,6.220134309842251e-07
1943,4.964532323015192e-07,5.777438119025646e-07
1944,4.787647469584044e-07,6.07292200527354e-07
1945,4.705568699137075e-07,5.337334911814651e-07
1946,4.5939644621739717e-07,4.886307678475532e-07
1947,4.2795926447070087e-07,5.650492767017568e-07
1948,4.3378832259577393e-07,5.968666698663583e-07
1949,4.0053393490779854e-07,5.860753944375574e-07
1950,3.6904704714402214e-07,5.594199912195563e-07
1951,4.04067115766793e-07,4.936228954477428e-07
1952,4.0070255380442177e-07,5.725828735592131e-07
1953,4.2017927626147866e-07,5.645485678940076e-07
1954,4.0849199933745695e-07,5.052401093053049e-07
1955,3.566531034948639e-07,5.884776115294699e-07
1956,4.0466098027991393e-07,5.476877156240789e-07
1957,3.3308092284300983e-07,5.972485652705473e-07
1958,4.1940273831642116e-07,5.012979578111754e-07
1959,3.5653439312000046e-07,4.983730939045472e-07
1960,4.19402496731891e-07,5.280595978263136e-07
1961,3.592198360991006e-07,4.5440960860787527e-07
1962,3.557837544576614e-07,5.016487527598201e-07
1963,3.142501938668829e-07,4.94653072280471e-07
1964,3.9302435794752455e-07,4.6542356813006336e-07
1965,3.5841883772036454e-07,4.859174609350703e-07
1966,3.17388973769539e-07,5.339668120996066e-07
1967,3.6829606386845626e-07,4.954987176120085e-07
1968,3.817703415620599e-07,4.7249695711570894e-07
1969,3.637947969536981e-07,5.504610420814515e-07
1970,3.564011734624728e-07,4.837858682549268e-07
1971,3.175529599275251e-07,4.3213923994755987e-07
1972,3.493629989748115e-07,4.5914813995295845e-07
1973,3.2803561467176223e-07,4.6255778940462733e-07
1974,3.127817826964474e-07,4.342941295476521e-07
1975,3.1241796705216984e-07,4.2036494463104646e-07
1976,3.153866927618765e-07,4.3765616197788404e-07
1977,3.461424498141241e-07,4.33118813703004e-07
1978,2.9405926582626307e-07,4.0455427807728483e-07
1979,3.429256452136542e-07,4.3655720816104804e-07
1980,3.2007399397571135e-07,3.8431618065715156e-07
1981,3.074217218568265e-07,3.9408173790889123e-07
1982,3.513446245051455e-07,4.134196558425174e-07
1983,3.2208110667397705e-07,3.473423930699937e-07
1984,3.6881693432633256e-07,3.6881695208990095e-07
1985,3.3085569128843417e-07,3.7537083663607973e-07
1986,3.266994639261611e-07,3.986332828276318e-07
1987,3.373170898157696e-07,3.2509544389824896e-07
1988,3.5019875355146723e-07,3.663894254657407e-07
1989,3.556303198593014e-07,3.1776228581748e-07
1990,3.492585278763727e-07,3.6070068887283924e-07
1991,3.511017752089174e-07,3.2062215105099767e-07
1992,3.278416755847502e-07,3.046999026423691e-07
1993,3.090877811473547e-07,2.991171896837841e-07
1994,3.386502740454489e-07,2.8009860031374956e-07
1995,3.074529573154905e-07,2.895588782081404e-07
1996,2.925274564802294e-07,2.727764965015922e-07
1997,3.217374278108309e-07,2.867346857726716e-07
1998,3.1803420341702804e-07,2.7512104949778404e-07
1999,3.2265620575344656e-07,2.6370061689817703e-07
2000,2.8010319041982257e-07,2.6552369902788087e-07
2001,3.0449422183664865e-07,2.9967489645343903e-07
2002,2.843412829633962e-07,2.7426447246625685e-07
2003,3.0793560767961026e-07,3.1585274840040256e-07
2004,3.1141873790829777e-07,2.3741824328737948e-07
2005,3.0760610059132887e-07,2.477062341910141e-07
2006,3.3972592206055197e-07,2.388376163509065e-07
2007,2.899992139759888e-07,2.1610134126603953e-07
2008,3.0270395967590957e-07,2.1500070701563345e-07
2009,3.228066418614617e-07,2.1742957656556428e-07
2010,2.9429229897459663e-07,1.9225837988301464e-07
2011,3.625125515327454e-07,1.7590270573464295e-07
2012,3.765103429032024e-07,1.2765947943194078e-07
2013,3.444569500743455e-07,1.4587123686737868e-07
2014,3.627120790383742e-07,1.4270283088535507e-07
2015,4.0718488492075267e-07,1.5117044682710912e-07
2016,4.1965349595329826e-07,1.7378543404333868e-07
2017,3.5067621695361595e-07,1.310633503948111e-07
2018,3.4385136160608454e-07,1.2158708528886564e-07
2019,4.0917844046362006e-07,1.3545744614873456e-07
