year,un_DET égal_NOUN,un_DET egal_NOUN,un_DET régal_NOUN
1971,2.5691987426412766e-09,0.0,2.4921227392837864e-07
1972,0.0,0.0,2.1751822210092087e-07
1973,0.0,0.0,1.769738489088013e-07
1974,0.0,1.1251143350321513e-09,2.0983381787686994e-07
1975,0.0,0.0,1.981883652746319e-07
1976,0.0,0.0,2.0225884433955343e-07
1977,0.0,5.876781838942691e-10,1.9452147981269263e-07
1978,0.0,0.0,2.293068277481325e-07
1979,5.851973350345929e-10,0.0,2.5573123707545165e-07
1980,0.0,0.0,2.4389295916193987e-07
1981,6.325549528618524e-10,0.0,2.7389630119500907e-07
1982,0.0,0.0,2.2160782719993222e-07
1983,0.0,3.78918940668882e-09,2.6587481016804304e-07
1984,1.739702604197646e-09,2.3196033982486597e-09,2.6501469463369176e-07
1985,0.0,0.0,2.8453589706600724e-07
1986,5.994485463567401e-10,0.0,2.5956121874060045e-07
1987,1.2221633705067347e-09,6.110816852533674e-10,2.7498676402615274e-07
1988,0.0,0.0,2.9563011239019943e-07
1989,0.0,1.6464366536794728e-09,3.023955450487392e-07
1990,0.0,0.0,2.724325476322065e-07
1991,1.1722930404189924e-09,0.0,2.8603950141814494e-07
1992,5.509944167592096e-10,0.0,2.754972143748091e-07
1993,5.539207426075166e-10,0.0,2.642201977209879e-07
1994,5.274926606624319e-10,5.274926606624319e-10,3.0541824713736787e-07
1995,0.0,0.0,3.26973772502015e-07
1996,0.0,0.0,2.642355667603624e-07
1997,0.0,4.79489448146353e-10,2.9632447606786627e-07
1998,0.0,9.536258449571733e-10,3.1994147065006473e-07
1999,0.0,4.570201161957499e-10,3.121447278431333e-07
2000,0.0,8.836062992401139e-10,2.668491063673173e-07
2001,1.3143635346768434e-09,4.3812117822561447e-10,2.71197009737989e-07
2002,0.0,0.0,2.760169621751629e-07
2003,4.1669229178253886e-10,8.333845835650777e-10,2.8793436612772894e-07
2004,0.0,4.404791253964646e-10,2.8763287573951857e-07
2005,0.0,4.5037495954858286e-10,2.954459716875135e-07
2006,8.235779835885637e-10,2.4707338397433887e-09,3.475499141813998e-07
2007,0.0,0.0,4.246131624086047e-07
2008,8.514879357157668e-10,0.0,6.207347240660965e-07
2009,0.0,0.0,6.375073553499533e-07
2010,4.723793023408973e-10,9.447586046817946e-10,6.972318402631572e-07
2011,0.0,7.64794394481072e-10,1.3437438042274152e-06
2012,0.0,0.0,1.5727648019492335e-06
2013,1.6734750252211938e-09,2.789125042035323e-10,1.0495477908989415e-06
2014,4.330890368553497e-10,4.330890368553497e-10,1.1487686890632176e-06
2015,1.10828768384863e-09,0.0,1.1772231971463043e-06
2016,1.2428040818690533e-09,0.0,1.2102839832550671e-06
2017,3.018733707449428e-09,2.515611330355938e-10,1.1028440098925785e-06
2018,2.5814667070633845e-10,1.0325866828253538e-09,1.089637123641296e-06
2019,5.1019755087367e-10,0.0,1.0318745466975088e-06
