year,un_DET an_NOUN,un_DET rang_NOUN
1943,2.9853967589588137e-05,2.7145249532622984e-06
1944,2.7986850682282238e-05,2.73120826932427e-06
1945,3.248585267101589e-05,2.3702123144175857e-06
1946,3.4439420687704114e-05,2.7939656774833566e-06
1947,3.399951697247161e-05,2.50099878940091e-06
1948,3.223406042707211e-05,2.4461746761517134e-06
1949,3.7681603089367854e-05,2.3393931769533083e-06
1950,3.373749405000126e-05,2.297238097526133e-06
1951,3.472205412435869e-05,2.3508391677751206e-06
1952,3.4287483686057385e-05,2.4094877062452724e-06
1953,3.339670911373105e-05,2.2818967408966273e-06
1954,3.455275441410777e-05,2.5242461560992524e-06
1955,3.4060369443977834e-05,2.3445247734343866e-06
1956,3.4037741670545074e-05,2.261391955471481e-06
1957,3.2210781228059204e-05,2.3289160253625596e-06
1958,3.4995727673958754e-05,2.3013380996417254e-06
1959,3.4730324614429264e-05,2.27484451897908e-06
1960,3.3031753218892845e-05,2.44720672526455e-06
1961,3.346511289237242e-05,2.2345279830915388e-06
1962,3.380896851012949e-05,2.2748597530153347e-06
1963,3.2984630479404586e-05,2.3665754724788712e-06
1964,3.346000085002743e-05,2.4548812689317856e-06
1965,3.155125500597933e-05,2.461325038893847e-06
1966,3.1017710170999635e-05,2.594502575448132e-06
1967,3.258557444496546e-05,2.7521132324181963e-06
1968,3.295037345196761e-05,2.8242022835911484e-06
1969,3.405546226531442e-05,2.4720786768739345e-06
1970,3.4959509093823726e-05,2.398234983047587e-06
1971,3.5074702282145154e-05,2.4443356778647285e-06
1972,3.7289497413439676e-05,2.7097435122414026e-06
1973,3.58964714450849e-05,2.2118972538009984e-06
1974,3.6983632071496686e-05,2.371178425164544e-06
1975,3.883178214891814e-05,2.269742253702134e-06
1976,3.787497053053812e-05,2.1665694021066884e-06
1977,3.567441490304191e-05,2.0856698483839864e-06
1978,3.426236071391031e-05,2.167127831853577e-06
1979,3.388175377949665e-05,2.1628893591696396e-06
1980,3.336160034450586e-05,2.0767854493897175e-06
1981,3.475003813946387e-05,1.9862225144606782e-06
1982,3.5889295759261586e-05,1.958467009899323e-06
1983,3.4388789117656415e-05,2.5659128368715756e-06
1984,3.530842423060676e-05,2.0830038920394145e-06
1985,3.640435079432791e-05,1.962876694960869e-06
1986,3.707829205268354e-05,2.1939815724181244e-06
1987,3.676084224935039e-05,1.9890708244929556e-06
1988,3.607107009884203e-05,1.8385434259471367e-06
1989,3.7536011177508044e-05,1.8149220295526902e-06
1990,3.68007331417175e-05,2.005103624469484e-06
1991,3.602749620768009e-05,1.8692212506721262e-06
1992,3.53181894752197e-05,1.932888380906661e-06
1993,3.5620427297544666e-05,1.806335490073252e-06
1994,3.597605473260046e-05,1.7913650935952319e-06
1995,3.59530176865519e-05,1.843091013142839e-06
1996,3.502535923871619e-05,1.8677984598980402e-06
1997,3.434247196310025e-05,1.7501364482086501e-06
1998,3.603132336138515e-05,1.8166572317568352e-06
1999,3.485235288280819e-05,1.8618999320096918e-06
2000,3.479111410342739e-05,1.767654453033174e-06
2001,3.466677685537434e-05,2.0157956441835267e-06
2002,3.388305344742548e-05,1.910650780700962e-06
2003,3.433836036492721e-05,1.8242787973576924e-06
2004,3.465205395514204e-05,1.7081780470107333e-06
2005,3.312913099762227e-05,1.703768475636025e-06
2006,3.3422030128349434e-05,1.885993583528034e-06
2007,3.3511286574139376e-05,1.748783120092412e-06
2008,3.3643991400822415e-05,1.7502334230812266e-06
2009,3.152204362777411e-05,1.6569468925808906e-06
2010,3.162768462061649e-05,1.5248403997247806e-06
2011,3.0130988079690724e-05,1.4259591125664883e-06
2012,3.136644363621599e-05,1.6112328466988401e-06
2013,3.1708446840639226e-05,1.614903453628358e-06
2014,3.334828943479806e-05,1.725210154290835e-06
2015,3.197853266101447e-05,1.7994159406953258e-06
2016,3.05854066482425e-05,1.958866278073401e-06
2017,3.302997720311396e-05,1.4391812328540254e-06
2018,3.129615288344212e-05,1.463691660319455e-06
2019,3.147714801343682e-05,1.5663065369153628e-06
