year,bien_ADV abattre_VERB,bien_ADV rabattre_VERB
1894,0.0,1.1972924873759894e-08
1895,9.027921521465032e-09,1.625025980445116e-08
1896,7.076434549446731e-09,4.717623180994224e-09
1897,9.905413378419325e-09,4.661370844871726e-09
1898,6.224190496340043e-09,1.3014216371232123e-08
1899,7.185851913504848e-09,3.3165470370022376e-09
1900,2.07642125715779e-09,8.824790675987515e-09
1901,5.029864968975062e-09,3.912117296778206e-09
1902,1.9641135384773634e-09,8.838511256215043e-09
1903,4.860198465905796e-09,1.0800440541913758e-09
1904,2.6873125946735854e-09,1.1824175416563776e-08
1905,6.192911072844254e-09,4.64468330463319e-09
1906,5.144184522798412e-10,6.173021205313489e-09
1907,1.028568674676933e-09,3.599990305858114e-09
1908,4.911389073214423e-10,5.40252820258047e-09
1909,5.5009836685826485e-09,7.701377313651392e-09
1910,1.0153886620400954e-08,5.344150677544235e-10
1911,7.980561100850991e-09,1.0640748282497725e-09
1912,3.646594803896619e-09,1.0939784189645252e-08
1913,4.242391771214216e-09,4.772690687104841e-09
1914,6.696743604095445e-09,4.018046340092951e-09
1915,1.1780761921542648e-09,1.1780761921542648e-09
1916,2.197492410260793e-09,0.0
1917,6.57985488317081e-09,1.0966424213165737e-08
1918,1.033773866510046e-08,1.033773866510046e-08
1919,4.603924352863942e-09,1.8415696745321952e-09
1920,3.786115865267448e-09,1.2872794385998532e-08
1921,1.5145494858259667e-09,3.0290989716519334e-09
1922,3.6889677978990676e-09,2.2133805899215986e-09
1923,9.554353752605493e-09,5.307974060286824e-09
1924,0.0,2.578324886925998e-09
1925,2.1996355847875293e-09,6.598906754362588e-09
1926,0.0,5.57306911730393e-09
1927,8.919379901328739e-09,6.689535148041159e-09
1928,0.0,6.8556245125250825e-09
1929,6.684243825105796e-09,1.0026365515614089e-08
1930,2.100720708497761e-09,1.2604324695075775e-08
1931,3.4216069977333063e-09,2.2810713318222042e-09
1932,5.4797681947604815e-09,1.753525857850491e-08
1933,3.4411986593596566e-09,2.2941324395731044e-09
1934,3.5944740517379614e-09,5.990790086229936e-09
1935,1.196828414151696e-09,1.196828414151696e-09
1936,3.6374143697059935e-09,0.0
1937,1.2591118148108649e-09,2.5182236296217297e-09
1938,6.482607339819424e-09,1.2965214457594243e-09
1939,1.070583532936098e-08,6.117620188206274e-09
1940,5.0715658339584024e-09,2.5357829169792012e-09
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,6.068423541449874e-09,1.2136847082899749e-08
1943,5.806470415592457e-09,1.1612940831184915e-08
1944,9.639558484764166e-09,9.639558484764166e-09
1945,8.714016175304096e-09,2.178504043826024e-09
1946,0.0,1.3921104269343232e-09
1947,9.536696765621855e-09,9.536696765621855e-09
1948,5.435944139264848e-09,3.2615663503321457e-09
1949,9.817008317369869e-10,9.817008317369869e-10
1950,6.381216888229346e-09,5.317680518146517e-09
1951,2.1322803522849654e-09,1.0661401761424827e-09
1952,4.2179215675730575e-09,7.381362632230548e-09
1953,0.0,4.3095309543161875e-09
1954,2.9317608341017376e-09,1.9545072227344917e-09
1955,0.0,3.754243138587299e-09
1956,8.72114114258693e-09,1.744228317335228e-09
1957,7.951533653738352e-09,2.6505113659425206e-09
1958,8.272243445794913e-10,6.617794756635931e-09
1959,2.325224457422337e-09,3.100299128533379e-09
1960,6.2287499602575735e-09,5.536666680683311e-09
1961,2.779263708063695e-09,4.86371165564492e-09
1962,3.170978146727066e-09,5.0735651235811474e-09
1963,1.0992290633282664e-08,4.526237162849611e-09
1964,7.909158661334459e-09,2.4335873316516654e-09
1965,8.755269398363907e-09,1.2038495533772675e-08
1966,1.0524241922382771e-08,8.862519607077957e-09
1967,1.4791006197611978e-09,4.930335695263466e-09
1968,3.5931326802796093e-09,7.635406973349745e-09
1969,4.087581828571274e-09,1.0446043141598693e-08
1970,4.5987250119061684e-10,3.6789800095249348e-09
1971,1.541519245584766e-09,2.569198631618974e-09
1972,4.104117490300041e-09,5.643161493651405e-09
1973,4.410563025913916e-09,1.102640756478479e-09
1974,6.1881286761433785e-09,1.1251143350321513e-09
1975,7.4249242310031605e-09,1.7134440533084216e-09
1976,3.9994687561772935e-09,3.4281160132820787e-09
1977,5.289103821581875e-09,5.876781838942691e-10
1978,5.940591130126904e-09,1.7821774056514528e-09
1979,4.096381456264453e-09,2.925986564150662e-09
1980,5.116635559687666e-09,4.548120546843393e-09
1981,1.2651099057237047e-09,0.0
1982,1.8622506869903077e-09,3.1037510339615437e-09
1983,6.315316047889041e-10,3.78918940668882e-09
1984,1.739702604197646e-09,3.479405208395292e-09
1985,2.4062232206745193e-09,1.2031116103372597e-09
1986,2.3977941854269602e-09,4.196139880008332e-09
1987,1.8332451112712533e-09,6.110816741511371e-09
1988,2.398621523624911e-09,1.1993107618124554e-09
1989,2.7440609784434855e-09,1.0976244357863152e-09
1990,4.358920779878872e-09,2.179460389939436e-09
1991,5.861465202094962e-10,1.7584396161396398e-09
1992,1.65298330578878e-09,5.509944167592096e-10
1993,1.1078414852150331e-09,6.647049133334804e-09
1994,1.5824779264761446e-09,1.5824779264761446e-09
1995,1.626735190995987e-09,1.626735190995987e-09
1996,3.736664311304594e-09,2.6690460952494277e-09
1997,4.794894259418925e-09,4.79489448146353e-10
1998,4.7681290027412615e-09,9.536258449571733e-10
1999,3.1991407301035224e-09,2.285100553223174e-09
2000,4.859834756842929e-09,3.092622158362701e-09
2001,1.7524847129024579e-09,3.943090742808408e-09
2002,6.571832411594869e-09,1.1829298429688606e-08
2003,2.9168460979889232e-09,2.5001538617175356e-09
2004,8.809582507929292e-10,2.642874807889939e-09
2005,4.503749373441224e-09,1.8014998381943315e-09
2006,3.706100981659688e-09,2.8825228870488218e-09
2007,2.7961355453243186e-09,1.997239706952314e-09
2008,4.257439734089985e-09,3.405951742863067e-09
2009,2.860915504498962e-09,2.384096253749135e-09
2010,4.2514138876015295e-09,2.3618964561933353e-09
2011,3.4415748029203996e-09,3.059177577924288e-09
2012,5.446804340891731e-09,5.446804340891731e-09
2013,4.462600067256517e-09,3.3469500504423877e-09
2014,5.846701789380404e-09,2.3819897165822113e-09
2015,5.984753581600444e-09,4.654808538617772e-09
2016,7.042556315894899e-09,6.8354220061905835e-09
2017,4.779661555431858e-09,4.024978128569501e-09
2018,6.711813327342497e-09,2.8396134332808742e-09
2019,9.693753355577428e-09,4.591778068885333e-09
