year,son_DET aliment_NOUN,son_DET ralliement_NOUN
1906,1.2860461112707e-07,2.5206503995178764e-08
1907,1.1159969837137851e-07,1.6971383742792057e-08
1908,1.2769612278695774e-07,3.5361999550787004e-08
1909,1.221218353109066e-07,3.025541034373802e-08
1910,1.239842980504946e-07,3.794347047669788e-08
1911,1.2502879676024037e-07,1.8621308939259507e-08
1912,9.220675600829509e-08,3.021464267671803e-08
1913,1.2037786722984833e-07,3.871182374659554e-08
1914,1.0045115728107845e-07,3.214437072074361e-08
1915,8.128725426104211e-08,1.767114277129167e-08
1916,1.1317086134887688e-07,3.735737141852269e-08
1917,1.140508111285854e-07,3.289927263949721e-08
1918,1.2979605656937565e-07,3.2161855401113826e-08
1919,1.0865261362846823e-07,2.4861190439651182e-08
1920,1.1282625234088073e-07,3.256059599721084e-08
1921,1.1510576158890728e-07,5.073740894090406e-08
1922,1.0845565306949467e-07,2.7298360905092522e-08
1923,1.2951456085374957e-07,4.0340601970001444e-08
1924,1.1086796858350567e-07,6.44581203967931e-08
1925,1.132812299520225e-07,3.079489907520383e-08
1926,8.582526300759952e-08,3.78968714187522e-08
1927,1.0257286775505747e-07,3.902228862262547e-08
1928,1.0511957693193352e-07,4.5704165563265065e-08
1929,9.469345685353403e-08,3.676334259239411e-08
1930,1.260432404004419e-07,6.092089899212283e-08
1931,9.808606904471162e-08,6.272946162511062e-08
1932,1.106913228854367e-07,7.233293830566367e-08
1933,9.061823091904841e-08,6.997104051720271e-08
1934,1.0184343501862259e-07,6.470052937856963e-08
1935,1.4242258750130077e-07,5.0266792506192814e-08
1936,1.1033490565637294e-07,5.4561213769233063e-08
1937,1.1835650992608748e-07,8.184226762963931e-08
1938,1.0242519132841466e-07,7.130867629712156e-08
1939,1.3764645245828433e-07,6.270560426457905e-08
1940,8.1145051344933e-08,8.114505645195891e-08
1941,1.0035108788386538e-07,7.969057413959035e-08
1942,1.6688164805600536e-07,1.1530004928594906e-07
1943,8.419382169222445e-08,1.1032293678603367e-07
1944,1.124615138792251e-07,1.574461219178147e-07
1945,1.7863733026146633e-07,1.7645883154671083e-07
1946,1.2946627236942732e-07,1.0580039244700856e-07
1947,1.4424253436118306e-07,1.2755332567948585e-07
1948,1.4242172596823366e-07,1.0654450122160597e-07
1949,8.933477679828883e-08,1.2958450978928227e-07
1950,1.0422654250774599e-07,1.2656079917405805e-07
1951,1.0661401561584682e-07,1.2260612125558623e-07
1952,6.748674508116892e-08,1.191562808422475e-07
1953,9.588706106899991e-08,9.804182843353715e-08
1954,9.577085546830233e-08,1.1531592836178106e-07
1955,9.010183532609517e-08,1.6800238178404925e-07
1956,1.0727004173816113e-07,1.0203735634206623e-07
1957,1.1132147720305241e-07,1.1662249743693565e-07
1958,7.941353885598801e-08,1.4641870649256816e-07
1959,9.22338975195558e-08,1.3718823765884736e-07
1960,8.235791582045238e-08,1.1350166628787406e-07
1961,1.1742389460778213e-07,1.4382689261793757e-07
1962,9.893452174170037e-08,1.5537793807141043e-07
1963,9.311116577759293e-08,1.3255409303525312e-07
1964,9.673509454577456e-08,1.6305034478136804e-07
1965,1.0779925574411209e-07,1.4610355769661965e-07
1966,7.865486395530752e-08,1.6007925829342184e-07
1967,8.923907734992298e-08,1.8488758435353247e-07
1968,8.5786043046987e-08,1.7471608337871203e-07
1969,8.265999440482119e-08,1.7985361377981235e-07
1970,8.875538953789786e-08,1.9222669855878394e-07
1971,6.936836560722526e-08,1.6751176357132636e-07
1972,7.490014153344049e-08,2.0110175569243438e-07
1973,7.001768653758234e-08,1.913081639770553e-07
1974,5.456804430536977e-08,2.0364570119113523e-07
1975,6.511087224936318e-08,1.9818836261009665e-07
1976,8.456019862101982e-08,1.7026310761281138e-07
1977,6.229388810341518e-08,1.898200547856277e-07
1978,8.613857283013004e-08,2.9287114600151654e-07
1979,6.320131407111518e-08,2.2471578375871104e-07
1980,5.344041653643217e-08,2.035283888091044e-07
1981,4.99718417756867e-08,2.1000824368400117e-07
1982,5.276376779939085e-08,2.067098234803666e-07
1983,5.810090897284681e-08,2.1661534077566102e-07
1984,6.030968791037594e-08,2.423985492328029e-07
1985,4.752291005161169e-08,2.5145032545026424e-07
1986,4.495864136533356e-08,2.223954052027466e-07
1987,8.371819149033399e-08,2.126564204729675e-07
1988,6.9560023296944e-08,2.428604339854701e-07
1989,6.036934507847036e-08,2.475143077163011e-07
1990,5.1762185648840386e-08,3.0022067676327424e-07
1991,5.568391819865681e-08,2.3328631648666942e-07
1992,7.548623515152286e-08,2.699872734268638e-07
1993,4.819110321907516e-08,2.3098495383067075e-07
1994,5.960666976667639e-08,2.521414881329065e-07
1995,5.530899693795277e-08,2.8142520136498206e-07
1996,4.804282838222207e-08,2.6423556853671926e-07
1997,4.363353967029582e-08,3.035168294474033e-07
1998,4.863491875894965e-08,2.8847182953484207e-07
1999,4.1131809735972524e-08,2.769541911362694e-07
2000,4.55057258541558e-08,2.690581286657334e-07
2001,4.074527079622747e-08,2.856550107566136e-07
2002,5.3889025242170874e-08,2.8521753225874136e-07
2003,4.625284466541757e-08,2.837674646372079e-07
2004,4.492887129003975e-08,2.889543075923484e-07
2005,4.2785622156316094e-08,3.2201810462595404e-07
2006,3.3766698770421044e-08,3.7637513017330093e-07
2007,5.033044003788234e-08,3.6948935822067597e-07
2008,3.703972528690258e-08,3.252683917764898e-07
2009,3.862236042095901e-08,2.860915504498962e-07
2010,3.920748170571642e-08,2.442200965901975e-07
2011,3.020937811015756e-08,1.992289426766547e-07
2012,3.199997561376122e-08,1.6646795586439112e-07
2013,3.9047749367249196e-08,1.7320466749737307e-07
2014,4.612398396552919e-08,2.1892650181598583e-07
2015,4.277990656165187e-08,1.5449529922051397e-07
2016,6.048312894968433e-08,1.251089409848305e-07
2017,3.069045934056547e-08,1.4993043695454844e-07
2018,3.614053289968666e-08,1.4559471939179502e-07
2019,5.7907423300918026e-08,1.418349206971925e-07
