year,on_PRON apportera_VERB,on_PRON rapportera_VERB
1935,5.6250936353308134e-08,2.752705352548901e-08
1936,7.032334536916096e-08,1.6974600391961303e-08
1937,6.169647903675468e-08,2.266401277761787e-08
1938,5.963998628288891e-08,4.019216426343064e-08
1939,5.6587987629086456e-08,4.282334220562234e-08
1940,5.0715657451405605e-08,3.042939566988423e-08
1941,9.444808668490623e-08,3.8369533328364014e-08
1942,6.675265851185941e-08,4.8547389663866625e-08
1943,5.8064704155924574e-08,2.9032352077962287e-09
1944,6.42637232317611e-08,9.639558484764166e-09
1945,9.803268419261713e-08,4.1391576388605245e-08
1946,5.568441885372977e-08,2.5057986796639398e-08
1947,5.8412267023300046e-08,2.622591654954931e-08
1948,7.392883816237372e-08,3.4790041070209554e-08
1949,5.3011845579931105e-08,4.22131343214005e-08
1950,6.274863295629984e-08,2.7651939404904624e-08
1951,3.6248765766799806e-08,3.6248766654978226e-08
1952,5.1669539757881466e-08,5.166953798152463e-08
1953,6.033343424860504e-08,2.477980265425117e-08
1954,8.306655807643892e-08,2.14995790059902e-08
1955,4.6928040120519654e-08,3.660387015713695e-08
1956,5.319896168032301e-08,2.1802854188734955e-08
1957,5.301022554249357e-08,2.9155624581278516e-08
1958,5.21151335419745e-08,2.8952852559882558e-08
1959,5.2705086517335076e-08,2.4802393472356243e-08
1960,6.782416672734826e-08,2.9759583686228552e-08
1961,5.41956444166658e-08,2.292892542499203e-08
1962,6.468795454850351e-08,3.551495630915724e-08
1963,5.366824140651261e-08,2.7157422977097667e-08
1964,4.806334974460924e-08,3.4070223087212526e-08
1965,5.855086593342662e-08,3.3379464525751246e-08
1966,6.037591404606246e-08,3.378835700118543e-08
1967,6.015009379467529e-08,4.3879987643435925e-08
1968,4.087188365531347e-08,2.4253646202510026e-08
1969,6.494713655769146e-08,4.7688455850902756e-08
1970,3.95490351579042e-08,2.3913369506800564e-08
1971,3.134422454920127e-08,4.521789698230805e-08
1972,3.693705741270037e-08,4.104117312664357e-08
1973,3.3079222028220556e-08,3.25279030377601e-08
1974,4.500457251310763e-08,2.9815529600796253e-08
1975,3.541117710170738e-08,2.9699696035834222e-08
1976,4.685091870015867e-08,2.1711402231616717e-08
1977,3.290997785398986e-08,2.115641484223829e-08
1978,2.7326719997944338e-08,2.0198011263516946e-08
1979,4.506019468664135e-08,2.048190705927766e-08
1980,4.434417677501301e-08,2.1603572708528418e-08
1981,3.542307780435294e-08,1.9609204038317785e-08
1982,5.586751861130779e-08,3.476201326790829e-08
1983,6.50477538499672e-08,2.273513644013292e-08
1984,5.0451374633553314e-08,2.8415140462811905e-08
1985,5.113224332831123e-08,3.4890237365914345e-08
1986,4.915478069023038e-08,2.7574633243432345e-08
1987,2.9943001855770035e-08,2.627651163322753e-08
1988,4.197587610832443e-08,3.2381390902003204e-08
1989,3.2928733517678666e-08,2.579417435200071e-08
1990,3.4871366239030976e-08,2.9967581305356816e-08
1991,5.3339334726842935e-08,2.7548885839223658e-08
1992,3.636563139508553e-08,2.0937787059693846e-08
1993,4.3759738943549564e-08,2.2156829260211452e-08
1994,3.6924485691258724e-08,2.162719914267086e-08
1995,3.524593061854375e-08,2.1689803730851054e-08
1996,4.857664048785182e-08,2.5622843402572926e-08
1997,5.178485906753849e-08,2.8289877107567918e-08
1998,4.291316457738503e-08,2.6224711291433778e-08
1999,3.1991407745124434e-08,2.833524792578146e-08
2000,2.5182780305499364e-08,1.4137700343752613e-08
2001,3.066848286437107e-08,1.4896119893137438e-08
2002,2.9792305511477934e-08,1.7963008414056958e-08
2003,4.0835844927755716e-08,3.0418537910748e-08
2004,2.995258130411571e-08,2.4666831244246623e-08
2005,3.1075871653740705e-08,2.522099773472064e-08
2006,2.141302779534726e-08,2.182481662060809e-08
2007,3.914589985498651e-08,2.8760251957749006e-08
2008,3.193079667340726e-08,3.533674952649335e-08
2009,3.003961168701608e-08,1.2397300519495502e-08
2010,2.9287516412068726e-08,1.8895171649546683e-08
2011,3.4415748473293206e-08,1.3383901764640882e-08
2012,2.9616997743175943e-08,2.2808492428083582e-08
2013,3.374841384129468e-08,1.812931271771845e-08
2014,2.403644039361552e-08,1.9705550968751595e-08
2015,3.036708307035951e-08,1.5516027351836215e-08
2016,2.6927421625799752e-08,1.5535050579273957e-08
2017,5.307939865417666e-08,1.4338984666295573e-08
2018,2.9686867186740074e-08,1.058401322140412e-08
2019,3.1377149767308765e-08,1.5050827695262115e-08
