year,son_DET apport_NOUN,son_DET rapport_NOUN
1973,1.0144295075065202e-06,8.236726273480599e-06
1974,9.659106723347577e-07,8.317970170423905e-06
1975,9.075542095615674e-07,7.952664859089964e-06
1976,1.0312915890153818e-06,8.565719909370273e-06
1977,9.937638125734338e-07,8.858661232125087e-06
1978,9.801975480172587e-07,7.927124883622128e-06
1979,1.059792346325139e-06,8.67672045501422e-06
1980,1.0051346279738027e-06,8.260523983949497e-06
1981,9.69706725584274e-07,8.723565358081942e-06
1982,1.1080391288942337e-06,8.967357558731237e-06
1983,1.1392829719625297e-06,9.01890329885191e-06
1984,1.1366056469341856e-06,8.785497456642588e-06
1985,1.148971605857696e-06,8.861518224989595e-06
1986,1.1017863812412543e-06,9.043880368153623e-06
1987,1.0437275363983645e-06,9.029343360111852e-06
1988,1.1147593568239245e-06,9.232294075900427e-06
1989,1.0367063012495237e-06,9.97411352443578e-06
1990,1.1354988060929827e-06,9.182066378343734e-06
1991,1.1371242862878717e-06,1.025111606622886e-05
1992,1.081602050589936e-06,9.518428839783155e-06
1993,1.041370978782652e-06,1.0230915833631116e-05
1994,1.022280798679276e-06,1.0138408853777037e-05
1995,1.0042378875141367e-06,1.0591131001547183e-05
1996,1.048935118319605e-06,1.087369334129562e-05
1997,1.0174766060799811e-06,1.0899274684561533e-05
1998,1.0261014011803127e-06,1.1258507029765497e-05
1999,1.045662003207326e-06,1.1099190146524052e-05
2000,1.0333775577464621e-06,1.0852894519075562e-05
2001,1.0830355989810414e-06,1.0793115393425978e-05
2002,1.0707705229151543e-06,1.1049878381186318e-05
2003,1.0046451279777102e-06,1.0688990528251452e-05
2004,1.1073644827774842e-06,1.0768392925797343e-05
2005,1.1056705631062869e-06,1.1050850687865932e-05
2006,1.1303608289381373e-06,1.0778988766446673e-05
2007,1.0145977569209208e-06,1.0457147524789434e-05
2008,1.0290231813314676e-06,1.0327271581900277e-05
2009,8.940361198028768e-07,9.911165051335047e-06
2010,8.871283228018001e-07,9.368226713490913e-06
2011,8.657472321260684e-07,7.722129041098924e-06
2012,7.210207542129865e-07,7.558121652095906e-06
2013,7.126214569552758e-07,7.58893050090137e-06
2014,6.401055827609525e-07,6.662858446304654e-06
2015,7.017677461362837e-07,6.658592340613723e-06
2016,6.340372067370481e-07,6.290245465834232e-06
2017,7.23489833376334e-07,6.515433426557138e-06
2018,6.820234972337857e-07,6.116010773382641e-06
2019,5.877475643956132e-07,5.7404876905309266e-06
