year,on_PRON assure_VERB,on_PRON rassure_VERB
1994,5.570322372250303e-07,1.2659824077942972e-08
1995,5.92131613075253e-07,1.4640617163053093e-08
1996,4.718873611864183e-07,9.60856638698715e-09
1997,5.283973791847529e-07,1.5343662340683295e-08
1998,5.645464966619329e-07,1.09666975500744e-08
1999,5.890989314139006e-07,9.597422190310567e-09
2000,5.641826135160954e-07,1.899753598877396e-08
2001,5.743768838328833e-07,1.840108998507617e-08
2002,4.902586994148805e-07,8.762443215459825e-09
2003,5.125315283294185e-07,8.333846057695382e-09
2004,6.052183039173542e-07,1.4095331790642263e-08
2005,4.936109689879231e-07,1.5763123695222703e-08
2006,4.381434735023504e-07,1.5647981577160408e-08
2007,4.4338720783798635e-07,1.917350145319574e-08
2008,6.224376818408928e-07,1.1920830988998432e-08
2009,5.082893181906911e-07,1.7165492804949167e-08
2010,2.9381992305843596e-07,2.0312310500258945e-08
2011,3.4071589993800444e-07,1.9119860139582556e-08
2012,3.714039706892436e-07,2.2808492872172792e-08
2013,3.5868147563178354e-07,2.7054513296320692e-08
2014,4.480306046161786e-07,2.4686075850155476e-08
2015,5.696598748272663e-07,1.5294370436791382e-08
2016,8.055441469423386e-07,2.1334801925121383e-08
2017,2.5332205666472873e-07,2.1131135508056786e-08
2018,3.585657140092735e-07,1.8070267060465994e-08
2019,4.0356626129778306e-07,2.7040469419148394e-08
