year,aucun_DET emplacement_NOUN,aucun_DET remplacement_NOUN
1883,2.8437025456629073e-08,1.3902545781263598e-08
1884,2.3766109080725073e-08,6.601696966868076e-09
1885,1.0957580620640783e-08,1.2246707703500448e-08
1886,1.7424352183326164e-08,1.0970888586481209e-08
1887,1.4363633837888301e-08,1.0446279397058333e-08
1888,1.902184476598734e-08,4.4384300679212174e-09
1889,1.8168897220061098e-08,6.891650361495749e-09
1890,2.6872984115744458e-08,1.9663159989136147e-08
1891,1.9760082903275134e-08,5.099376032546843e-09
1892,2.0686091506405546e-08,1.002961935725466e-08
1893,1.1700991509044911e-08,1.7859408174558666e-08
1894,1.0082463086646953e-08,2.520615716150587e-09
1895,2.828748857375274e-08,4.814891374493868e-09
1896,2.4177819246684606e-08,3.538217441256819e-09
1897,2.3306854446403236e-08,1.2818770045441852e-08
1898,1.9804242246124204e-08,6.224190496340043e-09
1899,1.492446166651007e-08,2.7637891975018647e-09
1900,2.2321528625468545e-08,4.671947717582725e-09
1901,2.5149324622830704e-08,1.0059729937950124e-08
1902,3.437198836664379e-08,6.874397495693074e-09
1903,2.214090377705702e-08,1.0260418292773466e-08
1904,3.0635363579278874e-08,1.1824175416563776e-08
1905,2.6835947686265627e-08,3.096455536422127e-09
1906,2.211999383661123e-08,1.4918135171626545e-08
1907,2.3142794347563722e-08,1.2342823652033985e-08
1908,2.0136694756089923e-08,6.875944702500192e-09
1909,7.701377313651392e-09,8.25147539185167e-09
1910,4.0081129304425644e-08,1.0153886509378651e-08
1911,3.085817068537722e-08,3.1922244847493175e-09
1912,2.3963336870380658e-08,1.0939784189645252e-08
1913,1.6439267336298968e-08,1.2727175757731857e-08
1914,2.343860305842327e-08,1.0045115239609714e-08
1915,7.068456930880984e-09,7.068456930880984e-09
1916,2.9666147538520704e-08,1.0987462051303964e-09
1917,2.9609345419956412e-08,6.57985488317081e-09
1918,4.135095554858026e-08,1.8378202071289707e-08
1919,1.4732557174212957e-08,3.6831393490643904e-09
1920,1.9687801611212308e-08,2.2716695191604686e-09
1921,2.574734159210834e-08,9.844571380313027e-09
1922,1.475587119159627e-08,9.591315908163978e-09
1923,1.4862327812892318e-08,3.1847844361720945e-09
1924,2.0626598873363378e-08,5.156649773851996e-09
1925,9.898360131543882e-09,3.299453377181294e-09
1926,2.0063049221974438e-08,7.802296586589819e-09
1927,1.6723836537835268e-08,5.574612327308159e-09
1928,1.5996457936040542e-08,7.998228745975666e-09
1929,2.0052731697361992e-08,7.798284684668033e-09
1930,2.2057567328204186e-08,1.2604324695075775e-08
1931,2.737285598186645e-08,1.1405356659111021e-08
1932,1.6439305472459864e-08,6.575721855917038e-09
1933,2.2941323951641834e-08,4.588264879146209e-09
1934,1.7972370258689807e-08,8.38710612072191e-09
1935,1.196828414151696e-08,5.98414207075848e-09
1936,2.182448666232517e-08,3.6374143697059935e-09
1937,2.5182235852128088e-08,1.0072894518486919e-08
1938,1.5558256905023882e-08,9.075650453382877e-09
1939,2.294107481759511e-08,0.0
1940,1.0143131667916805e-08,8.368083825871508e-08
1941,2.066051774107791e-08,3.453258159424877e-07
1942,1.8205270180260413e-08,5.158160121254696e-08
1943,1.1612940831184915e-08,8.709705623388686e-09
1944,6.4263723231761105e-09,1.6065930807940276e-08
1945,1.9606536838523425e-08,8.714016175304096e-09
1946,2.3665878146061914e-08,2.9234319853799207e-08
1947,1.4305044926388177e-08,1.9073394197377525e-08
1948,1.195907639583993e-08,5.435943917220243e-09
1949,1.178041031391075e-08,9.817008428392171e-09
1950,1.701657836861159e-08,5.317680740191122e-09
1951,1.5992103197248753e-08,7.462981344019681e-09
1952,1.5817205323287453e-08,5.272401959466322e-09
1953,1.723812426135396e-08,1.4005975490505307e-08
1954,1.759056522665503e-08,9.772536335717064e-09
1955,1.0324168187025862e-08,9.385607846468247e-09
1956,2.52913103793162e-08,6.976913269340912e-09
1957,2.2971097468627022e-08,1.855357895097498e-08
1958,1.1581141046157484e-08,1.1581141046157484e-08
1959,1.705164542897819e-08,1.2401196514133517e-08
1960,1.3841666257619067e-08,7.61291657491725e-09
1961,1.737039845295385e-08,5.55852741612739e-09
1962,1.3952304200870458e-08,1.1415521694591035e-08
1963,6.4660533594107505e-09,1.1638895180965392e-08
1964,1.46015243229769e-08,4.8671746077921796e-09
1965,1.641612978886542e-08,6.566452104284082e-09
1966,9.970334891029609e-09,4.431259692516676e-09
1967,1.1339771677221222e-08,4.437302025817047e-09
1968,1.0330256094981394e-08,4.9405572410954335e-09
1969,1.498780055619875e-08,1.9529559247555284e-08
1970,2.207388005714961e-08,4.59872487312829e-09
1971,2.3122788128659977e-08,8.221435976452085e-09
1972,1.0773308467548759e-08,5.130146973897354e-09
1973,2.536073712144926e-08,1.4885650156948316e-08
1974,1.6314158246544253e-08,9.000914735768362e-09
1975,1.3707551982378163e-08,8.567220266542108e-09
1976,1.8283285996290033e-08,1.1998406601598788e-08
1977,2.2331770654915317e-08,8.22749424145286e-09
1978,2.5544542925359792e-08,6.534650598410963e-09
1979,1.462993326484252e-08,3.511183899185255e-09
1980,1.6486936704751542e-08,1.1938816379952755e-08
1981,1.5181318868684457e-08,3.795329828193417e-09
1982,1.2415004690957687e-08,6.2075020679230875e-09
1983,2.084054351314535e-08,1.89459470334441e-09
1984,1.0438215292118969e-08,5.799008384599347e-09
1985,1.0828004715079942e-08,1.8046674155058895e-09
1986,2.3977942742448022e-08,6.593933843390687e-09
1987,1.4665960446080817e-08,1.2221633705067347e-09
1988,1.499138480021145e-08,6.596209134457354e-09
1989,1.8110803523541108e-08,1.2622681344609532e-08
1990,1.5256222951620657e-08,6.538381391862913e-09
1991,1.2309077312977479e-08,5.275318681885466e-09
1992,1.046889380740268e-08,7.713922056673539e-09
1993,9.970573700002205e-09,7.754890063438324e-09
1994,2.004472099415011e-08,2.6374632478010085e-09
1995,6.506940763983948e-09,1.0844901643380922e-09
1996,1.2811421257197253e-08,4.270473752399084e-09
1997,1.4384682778256774e-08,3.835915585170824e-09
1998,1.621163958631655e-08,4.7681290027412615e-09
1999,1.553868411718895e-08,4.570201106446348e-09
2000,1.7230322946204524e-08,5.7434407230161355e-09
2001,1.66486047170622e-08,9.638665865452367e-09
2002,1.5334274738876275e-08,5.257465907071435e-09
2003,8.750538071922165e-09,1.2500768864498468e-08
2004,1.76191656819924e-08,1.7178686251284603e-08
2005,1.0358624402684313e-08,6.7556245042510454e-09
2006,1.0706513453584421e-08,6.58862386870851e-09
2007,9.586750948642475e-09,5.592271312693242e-09
2008,7.663391698997657e-09,4.683183785214595e-09
2009,1.0013204487790972e-08,4.76819250749827e-09
2010,2.0312310056169736e-08,6.613310177261411e-09
2011,1.2619107425670961e-08,4.206369030868018e-09
2012,1.3617011074273933e-08,4.425528388196653e-09
2013,8.36737512610597e-09,3.904775003338301e-09
2014,1.3209215499188076e-08,3.8978013316981475e-09
2015,6.339405922428654e-08,5.098123617708339e-09
2016,6.918275508027705e-08,5.385484169728727e-09
2017,1.1320251402935355e-08,3.0187335409159743e-09
2018,1.1874746963513871e-08,4.646640072714092e-09
2019,9.183556248792968e-09,2.5509878098795014e-09
