year,en_PRON renvoie_VERB
1900,5.917800649513083e-08
1901,3.4650181390816215e-08
1902,4.812078202576231e-08
1903,5.0762071879262294e-08
1904,3.547252447333449e-08
1905,3.354493216534138e-08
1906,3.7038127231880935e-08
1907,3.651418722938615e-08
1908,3.192402786567072e-08
1909,4.8408654862441836e-08
1910,4.9700602744451317e-08
1911,3.5646507967612706e-08
1912,5.261515312326992e-08
1913,3.181793672979438e-08
1914,3.147469485043075e-08
1915,1.1780762143587253e-08
1916,2.307367097387214e-08
1917,3.728584374584898e-08
1918,1.9526840588923733e-08
1919,3.6831394822911534e-08
1920,2.7260034229925623e-08
1921,2.574734203619755e-08
1922,3.6889677090812256e-08
1923,2.1231896241147297e-08
1924,3.480738541838946e-08
1925,3.079489729884699e-08
1926,4.0126099776216506e-08
1927,2.7873062080630007e-08
1928,2.9707706517001498e-08
1929,3.4535258208734376e-08
1930,2.10072066408884e-08
1931,3.307553342324354e-08
1932,4.383814555808385e-08
1933,4.3588517684156614e-08
1934,3.2350264689284813e-08
1935,2.2739740757060645e-08
1936,2.7886843056990074e-08
1937,2.895957251780601e-08
1938,2.074434313215079e-08
1939,2.2941076593951948e-08
1940,2.028626333583361e-08
1941,2.3612020783048138e-08
1942,1.517105907566929e-08
1943,3.193558839598154e-08
1944,9.639558484764166e-09
1945,1.9606536838523425e-08
1946,8.352662561605939e-09
1947,1.3112957830685446e-08
1948,2.174377655705939e-08
1949,1.1780409536754632e-08
1950,4.3604980959344175e-08
1951,1.2793682557799002e-08
1952,1.7926167217297007e-08
1953,1.723812381726475e-08
1954,2.5408594339637602e-08
1955,3.003394510869839e-08
1956,1.4825940475304833e-08
1957,3.0922631566454584e-08
1958,3.22617488279775e-08
1959,1.8601795659378695e-08
1960,2.2838749558218296e-08
1961,3.682524507553353e-08
1962,3.424656469519505e-08
1963,2.133797494252576e-08
1964,3.04198408684897e-08
1965,2.8454625322638094e-08
1966,2.658755882123387e-08
1967,3.303324902503846e-08
1968,4.1321026600371624e-08
1969,5.5863619508045304e-08
1970,3.954903604608262e-08
1971,2.3122789016838396e-08
1972,1.898154344814884e-08
1973,3.3079221140042137e-08
1974,3.037808582462276e-08
1975,2.9699696924012642e-08
1976,1.9425991482080462e-08
1977,2.5857840313392444e-08
1978,1.900989232694883e-08
1979,3.4526642878063285e-08
1980,2.21720881654619e-08
1981,2.909752794266751e-08
1982,3.662426451001011e-08
1983,2.7155859783078995e-08
1984,2.667543874679268e-08
1985,2.466378745680231e-08
1986,1.978180286243969e-08
1987,3.116516467116526e-08
1988,4.017691068725071e-08
1989,4.006329135108899e-08
1990,3.0512445903241314e-08
1991,2.5204300868608698e-08
1992,3.0855687782604946e-08
1993,2.3264671966671813e-08
1994,3.0594573985354145e-08
1995,2.331653803366862e-08
1996,2.7224270837677977e-08
1997,3.787966562640577e-08
1998,3.814503202193009e-08
1999,2.8792268125243936e-08
2000,3.843687323978884e-08
2001,3.417345340039901e-08
2002,2.6287329646379476e-08
2003,3.208530685583355e-08
2004,2.8190664025373735e-08
2005,2.9724747108161864e-08
2006,2.6766285188273287e-08
2007,2.7162460725094206e-08
2008,2.171294255504108e-08
2009,3.4330987830344384e-08
2010,2.692562084405381e-08
2011,3.135657067332431e-08
2012,2.4510619311968185e-08
2013,2.2034088331679413e-08
2014,1.9489005964601347e-08
2015,2.2830725754374726e-08
2016,2.2163337831671015e-08
2017,2.2892063356039216e-08
2018,2.6072813241739823e-08
2019,2.7040469419148394e-08
